policy,env,block,grade_true,volume_allocated
predictive-variance@lognormal-poisson,14,9,4.002404209491492,40.0
predictive-variance@lognormal-poisson,14,10,1.2911840487259236,40.0
predictive-variance@lognormal-poisson,14,11,0.23714939182155403,0.0
epistemic@lognormal-poisson,14,0,0.46445169856443996,0.0
epistemic@lognormal-poisson,14,1,0.3997681198445359,0.0
epistemic@lognormal-poisson,14,2,0.43216727342721706,0.0
epistemic@lognormal-poisson,14,3,0.8478952135880066,40.0
epistemic@lognormal-poisson,14,4,0.42379907034002207,40.0
epistemic@lognormal-poisson,14,5,0.12927060017565684,0.0
epistemic@lognormal-poisson,14,6,0.2837338524582281,40.0
epistemic@lognormal-poisson,14,7,0.22913220245156263,0.0
epistemic@lognormal-poisson,14,8,9.888552239398212,40.0
epistemic@lognormal-poisson,14,9,4.002404209491492,40.0
epistemic@lognormal-poisson,14,10,1.2911840487259236,40.0
epistemic@lognormal-poisson,14,11,0.23714939182155403,0.0
thompson@lognormal-poisson,14,0,0.46445169856443996,0.0
thompson@lognormal-poisson,14,1,0.3997681198445359,0.0
thompson@lognormal-poisson,14,2,0.43216727342721706,0.0
thompson@lognormal-poisson,14,3,0.8478952135880066,40.0
thompson@lognormal-poisson,14,4,0.42379907034002207,0.0
thompson@lognormal-poisson,14,5,0.12927060017565684,0.0
thompson@lognormal-poisson,14,6,0.2837338524582281,0.0
thompson@lognormal-poisson,14,7,0.22913220245156263,0.0
thompson@lognormal-poisson,14,8,9.888552239398212,120.0
thompson@lognormal-poisson,14,9,4.002404209491492,80.0
thompson@lognormal-poisson,14,10,1.2911840487259236,0.0
thompson@lognormal-poisson,14,11,0.23714939182155403,0.0
eig,15,0,1.0633679141785601,27.0
eig,15,1,0.11132740735342724,7.0
eig,15,2,0.2821271709919926,28.0
eig,15,3,0.4142481463916562,22.0
eig,15,4,3.562949070295948,31.0
eig,15,5,0.953732218224031,29.0
eig,15,6,5.202557183603089,31.0
eig,15,7,0.032051886106244265,10.0
eig,15,8,0.06375609513610356,19.0
eig,15,9,0.09292538613210304,0.0
eig,15,10,1.4408413371885282,31.0
eig,15,11,0.03574918834015431,5.0
epig,15,0,1.0633679141785601,31.0
epig,15,1,0.11132740735342724,10.0
epig,15,2,0.2821271709919926,26.0
epig,15,3,0.4142481463916562,19.0
epig,15,4,3.562949070295948,29.0
epig,15,5,0.953732218224031,27.0
epig,15,6,5.202557183603089,32.0
epig,15,7,0.032051886106244265,11.0
epig,15,8,0.06375609513610356,20.0
epig,15,9,0.09292538613210304,0.0
epig,15,10,1.4408413371885282,29.0
epig,15,11,0.03574918834015431,6.0
maxent,15,0,1.0633679141785601,0.0
maxent,15,1,0.11132740735342724,0.0
maxent,15,2,0.2821271709919926,0.0
maxent,15,3,0.4142481463916562,1.0
maxent,15,4,3.562949070295948,237.0
maxent,15,5,0.953732218224031,0.0
maxent,15,6,5.202557183603089,0.0
maxent,15,7,0.032051886106244265,0.0
maxent,15,8,0.06375609513610356,0.0
maxent,15,9,0.09292538613210304,0.0
maxent,15,10,1.4408413371885282,2.0
maxent,15,11,0.03574918834015431,0.0
d-optimality,15,0,1.0633679141785601,26.0
d-optimality,15,1,0.11132740735342724,10.0
d-optimality,15,2,0.2821271709919926,27.0
d-optimality,15,3,0.4142481463916562,21.0
d-optimality,15,4,3.562949070295948,29.0
d-optimality,15,5,0.953732218224031,27.0
d-optimality,15,6,5.202557183603089,29.0
d-optimality,15,7,0.032051886106244265,13.0
d-optimality,15,8,0.06375609513610356,20.0
d-optimality,15,9,0.09292538613210304,0.0
d-optimality,15,10,1.4408413371885282,29.0
d-optimality,15,11,0.03574918834015431,9.0
neyman,15,0,1.0633679141785601,28.0
neyman,15,1,0.11132740735342724,7.0
neyman,15,2,0.2821271709919926,14.0
neyman,15,3,0.4142481463916562,14.0
neyman,15,4,3.562949070295948,42.0
neyman,15,5,0.953732218224031,24.0
neyman,15,6,5.202557183603089,52.0
neyman,15,7,0.032051886106244265,6.0
neyman,15,8,0.06375609513610356,12.0
neyman,15,9,0.09292538613210304,8.0
neyman,15,10,1.4408413371885282,28.0
neyman,15,11,0.03574918834015431,5.0
predictive-variance,15,0,1.0633679141785601,0.0
predictive-variance,15,1,0.11132740735342724,0.0
predictive-variance,15,2,0.2821271709919926,0.0
predictive-variance,15,3,0.4142481463916562,40.0
predictive-variance,15,4,3.562949070295948,40.0
predictive-variance,15,5,0.953732218224031,40.0
predictive-variance,15,6,5.202557183603089,80.0
predictive-variance,15,7,0.032051886106244265,0.0
predictive-variance,15,8,0.06375609513610356,0.0
predictive-variance,15,9,0.09292538613210304,0.0
predictive-variance,15,10,1.4408413371885282,40.0
predictive-variance,15,11,0.03574918834015431,0.0
epistemic,15,0,1.0633679141785601,0.0
epistemic,15,1,0.11132740735342724,0.0
epistemic,15,2,0.2821271709919926,0.0
epistemic,15,3,0.4142481463916562,40.0
epistemic,15,4,3.562949070295948,40.0
epistemic,15,5,0.953732218224031,40.0
epistemic,15,6,5.202557183603089,80.0
epistemic,15,7,0.032051886106244265,0.0
epistemic,15,8,0.06375609513610356,0.0
epistemic,15,9,0.09292538613210304,0.0
epistemic,15,10,1.4408413371885282,40.0
epistemic,15,11,0.03574918834015431,0.0
thompson,15,0,1.0633679141785601,0.0
thompson,15,1,0.11132740735342724,0.0
thompson,15,2,0.2821271709919926,0.0
thompson,15,3,0.4142481463916562,40.0
thompson,15,4,3.562949070295948,0.0
thompson,15,5,0.953732218224031,0.0
thompson,15,6,5.202557183603089,0.0
thompson,15,7,0.032051886106244265,0.0
thompson,15,8,0.06375609513610356,0.0
thompson,15,9,0.09292538613210304,0.0
thompson,15,10,1.4408413371885282,200.0
thompson,15,11,0.03574918834015431,0.0
uniform,15,0,1.0633679141785601,20.0
uniform,15,1,0.11132740735342724,20.0
uniform,15,2,0.2821271709919926,20.0
uniform,15,3,0.4142481463916562,20.0
uniform,15,4,3.562949070295948,20.0
uniform,15,5,0.953732218224031,20.0
uniform,15,6,5.202557183603089,20.0
uniform,15,7,0.032051886106244265,20.0
uniform,15,8,0.06375609513610356,20.0
uniform,15,9,0.09292538613210304,20.0
uniform,15,10,1.4408413371885282,20.0
uniform,15,11,0.03574918834015431,20.0
random,15,0,1.0633679141785601,12.5
random,15,1,0.11132740735342724,80.0
random,15,2,0.2821271709919926,3.0
random,15,3,0.4142481463916562,5.0
random,15,4,3.562949070295948,40.0
random,15,5,0.953732218224031,1.0
random,15,6,5.202557183603089,42.5
random,15,7,0.032051886106244265,2.0
random,15,8,0.06375609513610356,1.0
random,15,9,0.09292538613210304,0.0
random,15,10,1.4408413371885282,42.0
random,15,11,0.03574918834015431,11.0
eig@gamma-poisson,15,0,1.0633679141785601,21.0
eig@gamma-poisson,15,1,0.11132740735342724,12.0
eig@gamma-poisson,15,2,0.2821271709919926,24.0
eig@gamma-poisson,15,3,0.4142481463916562,27.0
eig@gamma-poisson,15,4,3.562949070295948,28.0
eig@gamma-poisson,15,5,0.953732218224031,25.0
eig@gamma-poisson,15,6,5.202557183603089,27.0
eig@gamma-poisson,15,7,0.032051886106244265,16.0
eig@gamma-poisson,15,8,0.06375609513610356,23.0
eig@gamma-poisson,15,9,0.09292538613210304,0.0
eig@gamma-poisson,15,10,1.4408413371885282,27.0
eig@gamma-poisson,15,11,0.03574918834015431,10.0
maxent@gamma-poisson,15,0,1.0633679141785601,0.0
maxent@gamma-poisson,15,1,0.11132740735342724,0.0
maxent@gamma-poisson,15,2,0.2821271709919926,0.0
maxent@gamma-poisson,15,3,0.4142481463916562,1.0
maxent@gamma-poisson,15,4,3.562949070295948,237.0
maxent@gamma-poisson,15,5,0.953732218224031,0.0
maxent@gamma-poisson,15,6,5.202557183603089,0.0
maxent@gamma-poisson,15,7,0.032051886106244265,0.0
maxent@gamma-poisson,15,8,0.06375609513610356,0.0
maxent@gamma-poisson,15,9,0.09292538613210304,0.0
maxent@gamma-poisson,15,10,1.4408413371885282,2.0
maxent@gamma-poisson,15,11,0.03574918834015431,0.0
d-optimality@gamma-poisson,15,0,1.0633679141785601,19.0
d-optimality@gamma-poisson,15,1,0.11132740735342724,17.0
d-optimality@gamma-poisson,15,2,0.2821271709919926,23.0
d-optimality@gamma-poisson,15,3,0.4142481463916562,25.0
d-optimality@gamma-poisson,15,4,3.562949070295948,25.0
d-optimality@gamma-poisson,15,5,0.953732218224031,23.0
d-optimality@gamma-poisson,15,6,5.202557183603089,25.0
d-optimality@gamma-poisson,15,7,0.032051886106244265,22.0
d-optimality@gamma-poisson,15,8,0.06375609513610356,22.0
d-optimality@gamma-poisson,15,9,0.09292538613210304,0.0
d-optimality@gamma-poisson,15,10,1.4408413371885282,25.0
d-optimality@gamma-poisson,15,11,0.03574918834015431,14.0
neyman@gamma-poisson,15,0,1.0633679141785601,28.0
neyman@gamma-poisson,15,1,0.11132740735342724,6.0
neyman@gamma-poisson,15,2,0.2821271709919926,14.0
neyman@gamma-poisson,15,3,0.4142481463916562,13.0
neyman@gamma-poisson,15,4,3.562949070295948,43.0
neyman@gamma-poisson,15,5,0.953732218224031,24.0
neyman@gamma-poisson,15,6,5.202557183603089,53.0
neyman@gamma-poisson,15,7,0.032051886106244265,5.0
neyman@gamma-poisson,15,8,0.06375609513610356,13.0
neyman@gamma-poisson,15,9,0.09292538613210304,8.0
neyman@gamma-poisson,15,10,1.4408413371885282,28.0
neyman@gamma-poisson,15,11,0.03574918834015431,5.0
predictive-variance@gamma-poisson,15,0,1.0633679141785601,0.0
predictive-variance@gamma-poisson,15,1,0.11132740735342724,0.0
predictive-variance@gamma-poisson,15,2,0.2821271709919926,0.0
predictive-variance@gamma-poisson,15,3,0.4142481463916562,40.0
predictive-variance@gamma-poisson,15,4,3.562949070295948,40.0
predictive-variance@gamma-poisson,15,5,0.953732218224031,40.0
predictive-variance@gamma-poisson,15,6,5.202557183603089,80.0
predictive-variance@gamma-poisson,15,7,0.032051886106244265,0.0
predictive-variance@gamma-poisson,15,8,0.06375609513610356,0.0
predictive-variance@gamma-poisson,15,9,0.09292538613210304,0.0
predictive-variance@gamma-poisson,15,10,1.4408413371885282,40.0
predictive-variance@gamma-poisson,15,11,0.03574918834015431,0.0
epistemic@gamma-poisson,15,0,1.0633679141785601,0.0
epistemic@gamma-poisson,15,1,0.11132740735342724,0.0
epistemic@gamma-poisson,15,2,0.2821271709919926,0.0
epistemic@gamma-poisson,15,3,0.4142481463916562,40.0
epistemic@gamma-poisson,15,4,3.562949070295948,40.0
epistemic@gamma-poisson,15,5,0.953732218224031,40.0
epistemic@gamma-poisson,15,6,5.202557183603089,80.0
epistemic@gamma-poisson,15,7,0.032051886106244265,0.0
epistemic@gamma-poisson,15,8,0.06375609513610356,0.0
epistemic@gamma-poisson,15,9,0.09292538613210304,0.0
epistemic@gamma-poisson,15,10,1.4408413371885282,40.0
epistemic@gamma-poisson,15,11,0.03574918834015431,0.0
thompson@gamma-poisson,15,0,1.0633679141785601,0.0
thompson@gamma-poisson,15,1,0.11132740735342724,0.0
thompson@gamma-poisson,15,2,0.2821271709919926,0.0
thompson@gamma-poisson,15,3,0.4142481463916562,0.0
thompson@gamma-poisson,15,4,3.562949070295948,40.0
thompson@gamma-poisson,15,5,0.953732218224031,0.0
thompson@gamma-poisson,15,6,5.202557183603089,160.0
thompson@gamma-poisson,15,7,0.032051886106244265,0.0
thompson@gamma-poisson,15,8,0.06375609513610356,0.0
thompson@gamma-poisson,15,9,0.09292538613210304,0.0
thompson@gamma-poisson,15,10,1.4408413371885282,40.0
thompson@gamma-poisson,15,11,0.03574918834015431,0.0
epig@gamma-poisson,15,0,1.0633679141785601,25.0
epig@gamma-poisson,15,1,0.11132740735342724,15.0
epig@gamma-poisson,15,2,0.2821271709919926,23.0
epig@gamma-poisson,15,3,0.4142481463916562,24.0
epig@gamma-poisson,15,4,3.562949070295948,26.5
epig@gamma-poisson,15,5,0.953732218224031,24.0
epig@gamma-poisson,15,6,5.202557183603089,27.0
epig@gamma-poisson,15,7,0.032051886106244265,16.0
epig@gamma-poisson,15,8,0.06375609513610356,23.0
epig@gamma-poisson,15,9,0.09292538613210304,0.0
epig@gamma-poisson,15,10,1.4408413371885282,27.0
epig@gamma-poisson,15,11,0.03574918834015431,9.0
eig@lognormal-poisson,15,0,1.0633679141785601,28.0
eig@lognormal-poisson,15,1,0.11132740735342724,6.0
eig@lognormal-poisson,15,2,0.2821271709919926,27.0
eig@lognormal-poisson,15,3,0.4142481463916562,26.0
eig@lognormal-poisson,15,4,3.562949070295948,30.0
eig@lognormal-poisson,15,5,0.953732218224031,28.0
eig@lognormal-poisson,15,6,5.202557183603089,30.0
eig@lognormal-poisson,15,7,0.032051886106244265,11.0
eig@lognormal-poisson,15,8,0.06375609513610356,20.0
eig@lognormal-poisson,15,9,0.09292538613210304,0.0
eig@lognormal-poisson,15,10,1.4408413371885282,30.0
eig@lognormal-poisson,15,11,0.03574918834015431,4.0
maxent@lognormal-poisson,15,0,1.0633679141785601,0.0
maxent@lognormal-poisson,15,1,0.11132740735342724,0.0
maxent@lognormal-poisson,15,2,0.2821271709919926,0.0
maxent@lognormal-poisson,15,3,0.4142481463916562,1.0
maxent@lognormal-poisson,15,4,3.562949070295948,237.0
maxent@lognormal-poisson,15,5,0.953732218224031,0.0
maxent@lognormal-poisson,15,6,5.202557183603089,0.0
maxent@lognormal-poisson,15,7,0.032051886106244265,0.0
maxent@lognormal-poisson,15,8,0.06375609513610356,0.0
maxent@lognormal-poisson,15,9,0.09292538613210304,0.0
maxent@lognormal-poisson,15,10,1.4408413371885282,2.0
maxent@lognormal-poisson,15,11,0.03574918834015431,0.0
d-optimality@lognormal-poisson,15,0,1.0633679141785601,26.0
d-optimality@lognormal-poisson,15,1,0.11132740735342724,9.0
d-optimality@lognormal-poisson,15,2,0.2821271709919926,25.0
d-optimality@lognormal-poisson,15,3,0.4142481463916562,25.0
d-optimality@lognormal-poisson,15,4,3.562949070295948,29.0
d-optimality@lognormal-poisson,15,5,0.953732218224031,27.0
d-optimality@lognormal-poisson,15,6,5.202557183603089,29.0
d-optimality@lognormal-poisson,15,7,0.032051886106244265,14.0
d-optimality@lognormal-poisson,15,8,0.06375609513610356,20.0
d-optimality@lognormal-poisson,15,9,0.09292538613210304,0.0
d-optimality@lognormal-poisson,15,10,1.4408413371885282,28.0
d-optimality@lognormal-poisson,15,11,0.03574918834015431,8.0
neyman@lognormal-poisson,15,0,1.0633679141785601,28.0
neyman@lognormal-poisson,15,1,0.11132740735342724,7.0
neyman@lognormal-poisson,15,2,0.2821271709919926,13.0
neyman@lognormal-poisson,15,3,0.4142481463916562,14.0
neyman@lognormal-poisson,15,4,3.562949070295948,43.0
neyman@lognormal-poisson,15,5,0.953732218224031,24.0
neyman@lognormal-poisson,15,6,5.202557183603089,52.0
neyman@lognormal-poisson,15,7,0.032051886106244265,6.0
neyman@lognormal-poisson,15,8,0.06375609513610356,12.0
neyman@lognormal-poisson,15,9,0.09292538613210304,8.0
neyman@lognormal-poisson,15,10,1.4408413371885282,28.0
neyman@lognormal-poisson,15,11,0.03574918834015431,5.0
predictive-variance@lognormal-poisson,15,0,1.0633679141785601,0.0
predictive-variance@lognormal-poisson,15,1,0.11132740735342724,0.0
predictive-variance@lognormal-poisson,15,2,0.2821271709919926,0.0
predictive-variance@lognormal-poisson,15,3,0.4142481463916562,40.0
predictive-variance@lognormal-poisson,15,4,3.562949070295948,40.0
predictive-variance@lognormal-poisson,15,5,0.953732218224031,40.0
predictive-variance@lognormal-poisson,15,6,5.202557183603089,80.0
predictive-variance@lognormal-poisson,15,7,0.032051886106244265,0.0
predictive-variance@lognormal-poisson,15,8,0.06375609513610356,0.0
predictive-variance@lognormal-poisson,15,9,0.09292538613210304,0.0
predictive-variance@lognormal-poisson,15,10,1.4408413371885282,40.0
predictive-variance@lognormal-poisson,15,11,0.03574918834015431,0.0
epistemic@lognormal-poisson,15,0,1.0633679141785601,0.0
epistemic@lognormal-poisson,15,1,0.11132740735342724,0.0
epistemic@lognormal-poisson,15,2,0.2821271709919926,0.0
epistemic@lognormal-poisson,15,3,0.4142481463916562,40.0
epistemic@lognormal-poisson,15,4,3.562949070295948,40.0
epistemic@lognormal-poisson,15,5,0.953732218224031,40.0
epistemic@lognormal-poisson,15,6,5.202557183603089,80.0
epistemic@lognormal-poisson,15,7,0.032051886106244265,0.0
epistemic@lognormal-poisson,15,8,0.06375609513610356,0.0
epistemic@lognormal-poisson,15,9,0.09292538613210304,0.0
epistemic@lognormal-poisson,15,10,1.4408413371885282,40.0
epistemic@lognormal-poisson,15,11,0.03574918834015431,0.0
thompson@lognormal-poisson,15,0,1.0633679141785601,0.0
thompson@lognormal-poisson,15,1,0.11132740735342724,0.0
thompson@lognormal-poisson,15,2,0.2821271709919926,0.0
thompson@lognormal-poisson,15,3,0.4142481463916562,0.0
thompson@lognormal-poisson,15,4,3.562949070295948,40.0
thompson@lognormal-poisson,15,5,0.953732218224031,0.0
thompson@lognormal-poisson,15,6,5.202557183603089,200.0
thompson@lognormal-poisson,15,7,0.032051886106244265,0.0
thompson@lognormal-poisson,15,8,0.06375609513610356,0.0
thompson@lognormal-poisson,15,9,0.09292538613210304,0.0
thompson@lognormal-poisson,15,10,1.4408413371885282,0.0
thompson@lognormal-poisson,15,11,0.03574918834015431,0.0
eig,16,0,0.04690514376242264,11.0
eig,16,1,0.2443986813261197,20.0
eig,16,2,0.014321777962040783,14.0
eig,16,3,0.006085238551837795,9.0
eig,16,4,3.0388775727024195,36.0
eig,16,5,2.299696951682147,36.0
eig,16,6,0.08157036636151878,0.0
eig,16,7,0.8301273567275732,35.0
eig,16,8,0.12664178305178445,10.0
eig,16,9,0.1401458945355861,23.0
eig,16,10,0.10047172472597542,10.0
eig,16,11,4.6424158229148516,36.0
epig,16,0,0.04690514376242264,12.0
epig,16,1,0.2443986813261197,19.0
epig,16,2,0.014321777962040783,14.0
epig,16,3,0.006085238551837795,10.0
epig,16,4,3.0388775727024195,38.0
epig,16,5,2.299696951682147,39.0
epig,16,6,0.08157036636151878,0.0
epig,16,7,0.8301273567275732,32.0
epig,16,8,0.12664178305178445,10.0
epig,16,9,0.1401458945355861,22.0
epig,16,10,0.10047172472597542,8.0
epig,16,11,4.6424158229148516,35.5
maxent,16,0,0.04690514376242264,0.0
maxent,16,1,0.2443986813261197,0.0
maxent,16,2,0.014321777962040783,0.0
maxent,16,3,0.006085238551837795,0.0
maxent,16,4,3.0388775727024195,0.0
maxent,16,5,2.299696951682147,0.0
maxent,16,6,0.08157036636151878,0.0
maxent,16,7,0.8301273567275732,0.0
maxent,16,8,0.12664178305178445,0.0
maxent,16,9,0.1401458945355861,0.0
maxent,16,10,0.10047172472597542,0.0
maxent,16,11,4.6424158229148516,240.0
d-optimality,16,0,0.04690514376242264,13.0
d-optimality,16,1,0.2443986813261197,19.0
d-optimality,16,2,0.014321777962040783,16.0
d-optimality,16,3,0.006085238551837795,13.0
d-optimality,16,4,3.0388775727024195,33.0
d-optimality,16,5,2.299696951682147,32.0
d-optimality,16,6,0.08157036636151878,0.0
d-optimality,16,7,0.8301273567275732,32.0
d-optimality,16,8,0.12664178305178445,11.0
d-optimality,16,9,0.1401458945355861,23.0
d-optimality,16,10,0.10047172472597542,15.0
d-optimality,16,11,4.6424158229148516,33.0
neyman,16,0,0.04690514376242264,8.0
neyman,16,1,0.2443986813261197,13.0
neyman,16,2,0.014321777962040783,7.0
neyman,16,3,0.006085238551837795,5.0
neyman,16,4,3.0388775727024195,50.0
neyman,16,5,2.299696951682147,43.0
neyman,16,6,0.08157036636151878,8.0
neyman,16,7,0.8301273567275732,23.0
neyman,16,8,0.12664178305178445,7.0
neyman,16,9,0.1401458945355861,13.0
neyman,16,10,0.10047172472597542,7.0
neyman,16,11,4.6424158229148516,56.0
predictive-variance,16,0,0.04690514376242264,0.0
predictive-variance,16,1,0.2443986813261197,0.0
predictive-variance,16,2,0.014321777962040783,40.0
predictive-variance,16,3,0.006085238551837795,0.0
predictive-variance,16,4,3.0388775727024195,40.0
predictive-variance,16,5,2.299696951682147,40.0
predictive-variance,16,6,0.08157036636151878,0.0
predictive-variance,16,7,0.8301273567275732,40.0
predictive-variance,16,8,0.12664178305178445,0.0
predictive-variance,16,9,0.1401458945355861,0.0
predictive-variance,16,10,0.10047172472597542,0.0
predictive-variance,16,11,4.6424158229148516,80.0
epistemic,16,0,0.04690514376242264,0.0
epistemic,16,1,0.2443986813261197,0.0
epistemic,16,2,0.014321777962040783,40.0
epistemic,16,3,0.006085238551837795,0.0
epistemic,16,4,3.0388775727024195,40.0
epistemic,16,5,2.299696951682147,40.0
epistemic,16,6,0.08157036636151878,0.0
epistemic,16,7,0.8301273567275732,40.0
epistemic,16,8,0.12664178305178445,0.0
epistemic,16,9,0.1401458945355861,0.0
epistemic,16,10,0.10047172472597542,0.0
epistemic,16,11,4.6424158229148516,80.0
thompson,16,0,0.04690514376242264,0.0
thompson,16,1,0.2443986813261197,0.0
thompson,16,2,0.014321777962040783,0.0
thompson,16,3,0.006085238551837795,0.0
thompson,16,4,3.0388775727024195,0.0
thompson,16,5,2.299696951682147,0.0
thompson,16,6,0.08157036636151878,0.0
thompson,16,7,0.8301273567275732,0.0
thompson,16,8,0.12664178305178445,0.0
thompson,16,9,0.1401458945355861,0.0
thompson,16,10,0.10047172472597542,0.0
thompson,16,11,4.6424158229148516,240.0
uniform,16,0,0.04690514376242264,20.0
uniform,16,1,0.2443986813261197,20.0
uniform,16,2,0.014321777962040783,20.0
uniform,16,3,0.006085238551837795,20.0
uniform,16,4,3.0388775727024195,20.0
uniform,16,5,2.299696951682147,20.0
uniform,16,6,0.08157036636151878,20.0
uniform,16,7,0.8301273567275732,20.0
uniform,16,8,0.12664178305178445,20.0
uniform,16,9,0.1401458945355861,20.0
uniform,16,10,0.10047172472597542,20.0
uniform,16,11,4.6424158229148516,20.0
random,16,0,0.04690514376242264,0.0
random,16,1,0.2443986813261197,5.0
random,16,2,0.014321777962040783,30.0
random,16,3,0.006085238551837795,0.0
random,16,4,3.0388775727024195,41.0
random,16,5,2.299696951682147,31.0
random,16,6,0.08157036636151878,0.0
random,16,7,0.8301273567275732,41.0
random,16,8,0.12664178305178445,20.0
random,16,9,0.1401458945355861,8.5
random,16,10,0.10047172472597542,20.0
random,16,11,4.6424158229148516,43.5
eig@gamma-poisson,16,0,0.04690514376242264,20.0
eig@gamma-poisson,16,1,0.2443986813261197,24.0
eig@gamma-poisson,16,2,0.014321777962040783,17.0
eig@gamma-poisson,16,3,0.006085238551837795,13.0
eig@gamma-poisson,16,4,3.0388775727024195,29.0
eig@gamma-poisson,16,5,2.299696951682147,29.0
eig@gamma-poisson,16,6,0.08157036636151878,0.0
eig@gamma-poisson,16,7,0.8301273567275732,28.0
eig@gamma-poisson,16,8,0.12664178305178445,16.0
eig@gamma-poisson,16,9,0.1401458945355861,20.0
eig@gamma-poisson,16,10,0.10047172472597542,15.0
eig@gamma-poisson,16,11,4.6424158229148516,29.0
maxent@gamma-poisson,16,0,0.04690514376242264,0.0
maxent@gamma-poisson,16,1,0.2443986813261197,0.0
maxent@gamma-poisson,16,2,0.014321777962040783,0.0
maxent@gamma-poisson,16,3,0.006085238551837795,0.0
maxent@gamma-poisson,16,4,3.0388775727024195,0.0
maxent@gamma-poisson,16,5,2.299696951682147,0.0
maxent@gamma-poisson,16,6,0.08157036636151878,0.0
maxent@gamma-poisson,16,7,0.8301273567275732,0.0
maxent@gamma-poisson,16,8,0.12664178305178445,0.0
maxent@gamma-poisson,16,9,0.1401458945355861,0.0
maxent@gamma-poisson,16,10,0.10047172472597542,0.0
maxent@gamma-poisson,16,11,4.6424158229148516,240.0
d-optimality@gamma-poisson,16,0,0.04690514376242264,20.0
d-optimality@gamma-poisson,16,1,0.2443986813261197,22.0
d-optimality@gamma-poisson,16,2,0.014321777962040783,26.0
d-optimality@gamma-poisson,16,3,0.006085238551837795,19.0
d-optimality@gamma-poisson,16,4,3.0388775727024195,27.0
d-optimality@gamma-poisson,16,5,2.299696951682147,26.0
d-optimality@gamma-poisson,16,6,0.08157036636151878,0.0
d-optimality@gamma-poisson,16,7,0.8301273567275732,26.0
d-optimality@gamma-poisson,16,8,0.12664178305178445,16.0
d-optimality@gamma-poisson,16,9,0.1401458945355861,18.0
d-optimality@gamma-poisson,16,10,0.10047172472597542,14.0
d-optimality@gamma-poisson,16,11,4.6424158229148516,26.0
neyman@gamma-poisson,16,0,0.04690514376242264,7.0
neyman@gamma-poisson,16,1,0.2443986813261197,13.0
neyman@gamma-poisson,16,2,0.014321777962040783,6.0
neyman@gamma-poisson,16,3,0.006085238551837795,5.0
neyman@gamma-poisson,16,4,3.0388775727024195,50.0
neyman@gamma-poisson,16,5,2.299696951682147,44.0
neyman@gamma-poisson,16,6,0.08157036636151878,8.0
neyman@gamma-poisson,16,7,0.8301273567275732,24.0
neyman@gamma-poisson,16,8,0.12664178305178445,7.0
neyman@gamma-poisson,16,9,0.1401458945355861,13.0
neyman@gamma-poisson,16,10,0.10047172472597542,7.0
neyman@gamma-poisson,16,11,4.6424158229148516,56.0
predictive-variance@gamma-poisson,16,0,0.04690514376242264,0.0
predictive-variance@gamma-poisson,16,1,0.2443986813261197,0.0
predictive-variance@gamma-poisson,16,2,0.014321777962040783,40.0
predictive-variance@gamma-poisson,16,3,0.006085238551837795,0.0
predictive-variance@gamma-poisson,16,4,3.0388775727024195,40.0
predictive-variance@gamma-poisson,16,5,2.299696951682147,40.0
predictive-variance@gamma-poisson,16,6,0.08157036636151878,0.0
predictive-variance@gamma-poisson,16,7,0.8301273567275732,40.0
predictive-variance@gamma-poisson,16,8,0.12664178305178445,0.0
predictive-variance@gamma-poisson,16,9,0.1401458945355861,0.0
predictive-variance@gamma-poisson,16,10,0.10047172472597542,0.0
predictive-variance@gamma-poisson,16,11,4.6424158229148516,80.0
epistemic@gamma-poisson,16,0,0.04690514376242264,0.0
epistemic@gamma-poisson,16,1,0.2443986813261197,0.0
epistemic@gamma-poisson,16,2,0.014321777962040783,40.0
epistemic@gamma-poisson,16,3,0.006085238551837795,0.0
epistemic@gamma-poisson,16,4,3.0388775727024195,40.0
epistemic@gamma-poisson,16,5,2.299696951682147,40.0
epistemic@gamma-poisson,16,6,0.08157036636151878,0.0
epistemic@gamma-poisson,16,7,0.8301273567275732,40.0
epistemic@gamma-poisson,16,8,0.12664178305178445,0.0
epistemic@gamma-poisson,16,9,0.1401458945355861,0.0
epistemic@gamma-poisson,16,10,0.10047172472597542,0.0
epistemic@gamma-poisson,16,11,4.6424158229148516,80.0
thompson@gamma-poisson,16,0,0.04690514376242264,0.0
thompson@gamma-poisson,16,1,0.2443986813261197,0.0
thompson@gamma-poisson,16,2,0.014321777962040783,0.0
thompson@gamma-poisson,16,3,0.006085238551837795,0.0
thompson@gamma-poisson,16,4,3.0388775727024195,40.0
thompson@gamma-poisson,16,5,2.299696951682147,40.0
thompson@gamma-poisson,16,6,0.08157036636151878,0.0
thompson@gamma-poisson,16,7,0.8301273567275732,0.0
thompson@gamma-poisson,16,8,0.12664178305178445,0.0
thompson@gamma-poisson,16,9,0.1401458945355861,0.0
thompson@gamma-poisson,16,10,0.10047172472597542,0.0
thompson@gamma-poisson,16,11,4.6424158229148516,160.0
epig@gamma-poisson,16,0,0.04690514376242264,20.0
epig@gamma-poisson,16,1,0.2443986813261197,21.0
epig@gamma-poisson,16,2,0.014321777962040783,18.0
epig@gamma-poisson,16,3,0.006085238551837795,13.0
epig@gamma-poisson,16,4,3.0388775727024195,34.0
epig@gamma-poisson,16,5,2.299696951682147,31.0
epig@gamma-poisson,16,6,0.08157036636151878,0.0
epig@gamma-poisson,16,7,0.8301273567275732,26.0
epig@gamma-poisson,16,8,0.12664178305178445,14.0
