policy,env,block,grade_true,volume_allocated
random,24,3,0.17767440229783943,42.0
random,24,4,0.5498527924643379,50.0
random,24,5,0.16198874187635479,44.5
random,24,6,0.1906515625486192,1.0
random,24,7,0.7391477535510542,12.0
random,24,8,0.6140007551868673,0.0
random,24,9,0.04729246573731356,0.0
random,24,10,0.05757214573403581,80.0
random,24,11,0.18798647941153454,0.0
eig@gamma-poisson,24,0,0.04202309920587816,21.0
eig@gamma-poisson,24,1,0.04200984797220097,0.0
eig@gamma-poisson,24,2,1.3208254566517497,25.0
eig@gamma-poisson,24,3,0.17767440229783943,22.0
eig@gamma-poisson,24,4,0.5498527924643379,24.0
eig@gamma-poisson,24,5,0.16198874187635479,23.0
eig@gamma-poisson,24,6,0.1906515625486192,18.0
eig@gamma-poisson,24,7,0.7391477535510542,25.0
eig@gamma-poisson,24,8,0.6140007551868673,23.0
eig@gamma-poisson,24,9,0.04729246573731356,16.0
eig@gamma-poisson,24,10,0.05757214573403581,22.0
eig@gamma-poisson,24,11,0.18798647941153454,21.0
maxent@gamma-poisson,24,0,0.04202309920587816,0.0
maxent@gamma-poisson,24,1,0.04200984797220097,0.0
maxent@gamma-poisson,24,2,1.3208254566517497,233.0
maxent@gamma-poisson,24,3,0.17767440229783943,3.0
maxent@gamma-poisson,24,4,0.5498527924643379,2.0
maxent@gamma-poisson,24,5,0.16198874187635479,1.0
maxent@gamma-poisson,24,6,0.1906515625486192,0.0
maxent@gamma-poisson,24,7,0.7391477535510542,1.0
maxent@gamma-poisson,24,8,0.6140007551868673,0.0
maxent@gamma-poisson,24,9,0.04729246573731356,0.0
maxent@gamma-poisson,24,10,0.05757214573403581,0.0
maxent@gamma-poisson,24,11,0.18798647941153454,0.0
d-optimality@gamma-poisson,24,0,0.04202309920587816,21.0
d-optimality@gamma-poisson,24,1,0.04200984797220097,0.0
d-optimality@gamma-poisson,24,2,1.3208254566517497,23.0
d-optimality@gamma-poisson,24,3,0.17767440229783943,21.0
d-optimality@gamma-poisson,24,4,0.5498527924643379,23.0
d-optimality@gamma-poisson,24,5,0.16198874187635479,23.0
d-optimality@gamma-poisson,24,6,0.1906515625486192,21.0
d-optimality@gamma-poisson,24,7,0.7391477535510542,23.0
d-optimality@gamma-poisson,24,8,0.6140007551868673,21.0
d-optimality@gamma-poisson,24,9,0.04729246573731356,21.0
d-optimality@gamma-poisson,24,10,0.05757214573403581,22.0
d-optimality@gamma-poisson,24,11,0.18798647941153454,21.0
neyman@gamma-poisson,24,0,0.04202309920587816,16.0
neyman@gamma-poisson,24,1,0.04200984797220097,12.0
neyman@gamma-poisson,24,2,1.3208254566517497,50.0
neyman@gamma-poisson,24,3,0.17767440229783943,23.0
neyman@gamma-poisson,24,4,0.5498527924643379,19.0
neyman@gamma-poisson,24,5,0.16198874187635479,15.0
neyman@gamma-poisson,24,6,0.1906515625486192,10.0
neyman@gamma-poisson,24,7,0.7391477535510542,39.0
neyman@gamma-poisson,24,8,0.6140007551868673,26.0
neyman@gamma-poisson,24,9,0.04729246573731356,8.0
neyman@gamma-poisson,24,10,0.05757214573403581,8.0
neyman@gamma-poisson,24,11,0.18798647941153454,14.0
predictive-variance@gamma-poisson,24,0,0.04202309920587816,0.0
predictive-variance@gamma-poisson,24,1,0.04200984797220097,0.0
predictive-variance@gamma-poisson,24,2,1.3208254566517497,40.0
predictive-variance@gamma-poisson,24,3,0.17767440229783943,40.0
predictive-variance@gamma-poisson,24,4,0.5498527924643379,40.0
predictive-variance@gamma-poisson,24,5,0.16198874187635479,40.0
predictive-variance@gamma-poisson,24,6,0.1906515625486192,0.0
predictive-variance@gamma-poisson,24,7,0.7391477535510542,40.0
predictive-variance@gamma-poisson,24,8,0.6140007551868673,0.0
predictive-variance@gamma-poisson,24,9,0.04729246573731356,0.0
predictive-variance@gamma-poisson,24,10,0.05757214573403581,40.0
predictive-variance@gamma-poisson,24,11,0.18798647941153454,0.0
epistemic@gamma-poisson,24,0,0.04202309920587816,0.0
epistemic@gamma-poisson,24,1,0.04200984797220097,0.0
epistemic@gamma-poisson,24,2,1.3208254566517497,40.0
epistemic@gamma-poisson,24,3,0.17767440229783943,40.0
epistemic@gamma-poisson,24,4,0.5498527924643379,40.0
epistemic@gamma-poisson,24,5,0.16198874187635479,40.0
epistemic@gamma-poisson,24,6,0.1906515625486192,0.0
epistemic@gamma-poisson,24,7,0.7391477535510542,40.0
epistemic@gamma-poisson,24,8,0.6140007551868673,0.0
epistemic@gamma-poisson,24,9,0.04729246573731356,0.0
epistemic@gamma-poisson,24,10,0.05757214573403581,40.0
epistemic@gamma-poisson,24,11,0.18798647941153454,0.0
thompson@gamma-poisson,24,0,0.04202309920587816,0.0
thompson@gamma-poisson,24,1,0.04200984797220097,0.0
thompson@gamma-poisson,24,2,1.3208254566517497,80.0
thompson@gamma-poisson,24,3,0.17767440229783943,40.0
thompson@gamma-poisson,24,4,0.5498527924643379,40.0
thompson@gamma-poisson,24,5,0.16198874187635479,0.0
thompson@gamma-poisson,24,6,0.1906515625486192,0.0
thompson@gamma-poisson,24,7,0.7391477535510542,40.0
thompson@gamma-poisson,24,8,0.6140007551868673,0.0
thompson@gamma-poisson,24,9,0.04729246573731356,0.0
thompson@gamma-poisson,24,10,0.05757214573403581,40.0
thompson@gamma-poisson,24,11,0.18798647941153454,0.0
epig@gamma-poisson,24,0,0.04202309920587816,20.0
epig@gamma-poisson,24,1,0.04200984797220097,0.0
epig@gamma-poisson,24,2,1.3208254566517497,24.0
epig@gamma-poisson,24,3,0.17767440229783943,26.0
epig@gamma-poisson,24,4,0.5498527924643379,23.0
epig@gamma-poisson,24,5,0.16198874187635479,24.0
epig@gamma-poisson,24,6,0.1906515625486192,18.0
epig@gamma-poisson,24,7,0.7391477535510542,27.0
epig@gamma-poisson,24,8,0.6140007551868673,22.0
epig@gamma-poisson,24,9,0.04729246573731356,16.0
epig@gamma-poisson,24,10,0.05757214573403581,20.0
epig@gamma-poisson,24,11,0.18798647941153454,20.0
eig@lognormal-poisson,24,0,0.04202309920587816,20.0
eig@lognormal-poisson,24,1,0.04200984797220097,0.0
eig@lognormal-poisson,24,2,1.3208254566517497,30.0
eig@lognormal-poisson,24,3,0.17767440229783943,20.0
eig@lognormal-poisson,24,4,0.5498527924643379,24.0
eig@lognormal-poisson,24,5,0.16198874187635479,24.0
eig@lognormal-poisson,24,6,0.1906515625486192,15.0
eig@lognormal-poisson,24,7,0.7391477535510542,28.0
eig@lognormal-poisson,24,8,0.6140007551868673,28.0
eig@lognormal-poisson,24,9,0.04729246573731356,13.0
eig@lognormal-poisson,24,10,0.05757214573403581,20.0
eig@lognormal-poisson,24,11,0.18798647941153454,18.0
maxent@lognormal-poisson,24,0,0.04202309920587816,0.0
maxent@lognormal-poisson,24,1,0.04200984797220097,0.0
maxent@lognormal-poisson,24,2,1.3208254566517497,236.0
maxent@lognormal-poisson,24,3,0.17767440229783943,0.0
maxent@lognormal-poisson,24,4,0.5498527924643379,2.0
maxent@lognormal-poisson,24,5,0.16198874187635479,1.0
maxent@lognormal-poisson,24,6,0.1906515625486192,0.0
maxent@lognormal-poisson,24,7,0.7391477535510542,1.0
maxent@lognormal-poisson,24,8,0.6140007551868673,0.0
maxent@lognormal-poisson,24,9,0.04729246573731356,0.0
maxent@lognormal-poisson,24,10,0.05757214573403581,0.0
maxent@lognormal-poisson,24,11,0.18798647941153454,0.0
d-optimality@lognormal-poisson,24,0,0.04202309920587816,20.0
d-optimality@lognormal-poisson,24,1,0.04200984797220097,0.0
d-optimality@lognormal-poisson,24,2,1.3208254566517497,28.0
d-optimality@lognormal-poisson,24,3,0.17767440229783943,20.0
d-optimality@lognormal-poisson,24,4,0.5498527924643379,24.0
d-optimality@lognormal-poisson,24,5,0.16198874187635479,24.0
d-optimality@lognormal-poisson,24,6,0.1906515625486192,16.0
d-optimality@lognormal-poisson,24,7,0.7391477535510542,27.0
d-optimality@lognormal-poisson,24,8,0.6140007551868673,26.0
d-optimality@lognormal-poisson,24,9,0.04729246573731356,15.0
d-optimality@lognormal-poisson,24,10,0.05757214573403581,21.0
d-optimality@lognormal-poisson,24,11,0.18798647941153454,19.0
neyman@lognormal-poisson,24,0,0.04202309920587816,14.0
neyman@lognormal-poisson,24,1,0.04200984797220097,11.0
neyman@lognormal-poisson,24,2,1.3208254566517497,47.0
neyman@lognormal-poisson,24,3,0.17767440229783943,24.0
neyman@lognormal-poisson,24,4,0.5498527924643379,20.0
neyman@lognormal-poisson,24,5,0.16198874187635479,18.0
neyman@lognormal-poisson,24,6,0.1906515625486192,12.0
neyman@lognormal-poisson,24,7,0.7391477535510542,35.0
neyman@lognormal-poisson,24,8,0.6140007551868673,24.0
neyman@lognormal-poisson,24,9,0.04729246573731356,9.0
neyman@lognormal-poisson,24,10,0.05757214573403581,12.0
neyman@lognormal-poisson,24,11,0.18798647941153454,14.0
predictive-variance@lognormal-poisson,24,0,0.04202309920587816,0.0
predictive-variance@lognormal-poisson,24,1,0.04200984797220097,0.0
predictive-variance@lognormal-poisson,24,2,1.3208254566517497,40.0
predictive-variance@lognormal-poisson,24,3,0.17767440229783943,40.0
predictive-variance@lognormal-poisson,24,4,0.5498527924643379,40.0
predictive-variance@lognormal-poisson,24,5,0.16198874187635479,40.0
predictive-variance@lognormal-poisson,24,6,0.1906515625486192,0.0
predictive-variance@lognormal-poisson,24,7,0.7391477535510542,40.0
predictive-variance@lognormal-poisson,24,8,0.6140007551868673,0.0
predictive-variance@lognormal-poisson,24,9,0.04729246573731356,0.0
predictive-variance@lognormal-poisson,24,10,0.05757214573403581,40.0
predictive-variance@lognormal-poisson,24,11,0.18798647941153454,0.0
epistemic@lognormal-poisson,24,0,0.04202309920587816,0.0
epistemic@lognormal-poisson,24,1,0.04200984797220097,0.0
epistemic@lognormal-poisson,24,2,1.3208254566517497,40.0
epistemic@lognormal-poisson,24,3,0.17767440229783943,40.0
epistemic@lognormal-poisson,24,4,0.5498527924643379,40.0
epistemic@lognormal-poisson,24,5,0.16198874187635479,40.0
epistemic@lognormal-poisson,24,6,0.1906515625486192,0.0
epistemic@lognormal-poisson,24,7,0.7391477535510542,40.0
epistemic@lognormal-poisson,24,8,0.6140007551868673,0.0
epistemic@lognormal-poisson,24,9,0.04729246573731356,0.0
epistemic@lognormal-poisson,24,10,0.05757214573403581,40.0
epistemic@lognormal-poisson,24,11,0.18798647941153454,0.0
thompson@lognormal-poisson,24,0,0.04202309920587816,0.0
thompson@lognormal-poisson,24,1,0.04200984797220097,0.0
thompson@lognormal-poisson,24,2,1.3208254566517497,80.0
thompson@lognormal-poisson,24,3,0.17767440229783943,40.0
thompson@lognormal-poisson,24,4,0.5498527924643379,40.0
thompson@lognormal-poisson,24,5,0.16198874187635479,40.0
thompson@lognormal-poisson,24,6,0.1906515625486192,0.0
thompson@lognormal-poisson,24,7,0.7391477535510542,40.0
thompson@lognormal-poisson,24,8,0.6140007551868673,0.0
thompson@lognormal-poisson,24,9,0.04729246573731356,0.0
thompson@lognormal-poisson,24,10,0.05757214573403581,0.0
thompson@lognormal-poisson,24,11,0.18798647941153454,0.0
eig,25,0,0.7422628913179785,24.0
eig,25,1,1.1882518828632536,26.0
eig,25,2,0.6717414063436647,21.0
eig,25,3,4.360199676601936,26.0
eig,25,4,0.11118820274187564,0.0
eig,25,5,0.6329868435114419,25.0
eig,25,6,0.10645837463645351,6.0
eig,25,7,0.43124887821229785,19.0
eig,25,8,1.304036004512092,26.0
eig,25,9,0.046904941005583956,14.0
eig,25,10,5.76707370866307,27.0
eig,25,11,1.710467336093178,26.0
epig,25,0,0.7422628913179785,25.0
epig,25,1,1.1882518828632536,23.0
epig,25,2,0.6717414063436647,23.0
epig,25,3,4.360199676601936,30.0
epig,25,4,0.11118820274187564,0.0
epig,25,5,0.6329868435114419,22.0
epig,25,6,0.10645837463645351,7.0
epig,25,7,0.43124887821229785,19.0
epig,25,8,1.304036004512092,26.0
epig,25,9,0.046904941005583956,15.0
epig,25,10,5.76707370866307,26.5
epig,25,11,1.710467336093178,23.0
maxent,25,0,0.7422628913179785,0.0
maxent,25,1,1.1882518828632536,0.0
maxent,25,2,0.6717414063436647,0.0
maxent,25,3,4.360199676601936,0.0
maxent,25,4,0.11118820274187564,0.0
maxent,25,5,0.6329868435114419,0.0
maxent,25,6,0.10645837463645351,0.0
maxent,25,7,0.43124887821229785,0.0
maxent,25,8,1.304036004512092,0.0
maxent,25,9,0.046904941005583956,0.0
maxent,25,10,5.76707370866307,239.0
maxent,25,11,1.710467336093178,1.0
d-optimality,25,0,0.7422628913179785,22.0
d-optimality,25,1,1.1882518828632536,25.0
d-optimality,25,2,0.6717414063436647,21.0
d-optimality,25,3,4.360199676601936,25.0
d-optimality,25,4,0.11118820274187564,0.0
d-optimality,25,5,0.6329868435114419,24.0
d-optimality,25,6,0.10645837463645351,7.0
d-optimality,25,7,0.43124887821229785,19.0
d-optimality,25,8,1.304036004512092,25.0
d-optimality,25,9,0.046904941005583956,21.0
d-optimality,25,10,5.76707370866307,26.0
d-optimality,25,11,1.710467336093178,25.0
neyman,25,0,0.7422628913179785,19.0
neyman,25,1,1.1882518828632536,23.0
neyman,25,2,0.6717414063436647,17.0
neyman,25,3,4.360199676601936,41.0
neyman,25,4,0.11118820274187564,5.0
neyman,25,5,0.6329868435114419,15.0
neyman,25,6,0.10645837463645351,8.0
neyman,25,7,0.43124887821229785,14.0
neyman,25,8,1.304036004512092,22.0
neyman,25,9,0.046904941005583956,4.0
neyman,25,10,5.76707370866307,46.0
neyman,25,11,1.710467336093178,26.0
predictive-variance,25,0,0.7422628913179785,40.0
predictive-variance,25,1,1.1882518828632536,0.0
predictive-variance,25,2,0.6717414063436647,0.0
predictive-variance,25,3,4.360199676601936,40.0
predictive-variance,25,4,0.11118820274187564,0.0
predictive-variance,25,5,0.6329868435114419,40.0
predictive-variance,25,6,0.10645837463645351,0.0
predictive-variance,25,7,0.43124887821229785,40.0
predictive-variance,25,8,1.304036004512092,0.0
predictive-variance,25,9,0.046904941005583956,0.0
predictive-variance,25,10,5.76707370866307,40.0
predictive-variance,25,11,1.710467336093178,40.0
epistemic,25,0,0.7422628913179785,40.0
epistemic,25,1,1.1882518828632536,0.0
epistemic,25,2,0.6717414063436647,0.0
epistemic,25,3,4.360199676601936,40.0
epistemic,25,4,0.11118820274187564,0.0
epistemic,25,5,0.6329868435114419,40.0
epistemic,25,6,0.10645837463645351,0.0
epistemic,25,7,0.43124887821229785,40.0
epistemic,25,8,1.304036004512092,0.0
epistemic,25,9,0.046904941005583956,0.0
epistemic,25,10,5.76707370866307,40.0
epistemic,25,11,1.710467336093178,40.0
thompson,25,0,0.7422628913179785,0.0
thompson,25,1,1.1882518828632536,0.0
thompson,25,2,0.6717414063436647,0.0
thompson,25,3,4.360199676601936,0.0
thompson,25,4,0.11118820274187564,0.0
thompson,25,5,0.6329868435114419,0.0
thompson,25,6,0.10645837463645351,0.0
thompson,25,7,0.43124887821229785,0.0
thompson,25,8,1.304036004512092,0.0
thompson,25,9,0.046904941005583956,0.0
thompson,25,10,5.76707370866307,200.0
thompson,25,11,1.710467336093178,40.0
uniform,25,0,0.7422628913179785,20.0
uniform,25,1,1.1882518828632536,20.0
uniform,25,2,0.6717414063436647,20.0
uniform,25,3,4.360199676601936,20.0
uniform,25,4,0.11118820274187564,20.0
uniform,25,5,0.6329868435114419,20.0
uniform,25,6,0.10645837463645351,20.0
uniform,25,7,0.43124887821229785,20.0
uniform,25,8,1.304036004512092,20.0
uniform,25,9,0.046904941005583956,20.0
uniform,25,10,5.76707370866307,20.0
uniform,25,11,1.710467336093178,20.0
random,25,0,0.7422628913179785,22.5
random,25,1,1.1882518828632536,5.0
random,25,2,0.6717414063436647,0.0
random,25,3,4.360199676601936,27.0
random,25,4,0.11118820274187564,0.0
random,25,5,0.6329868435114419,41.0
random,25,6,0.10645837463645351,27.0
random,25,7,0.43124887821229785,5.0
random,25,8,1.304036004512092,45.0
random,25,9,0.046904941005583956,0.0
random,25,10,5.76707370866307,5.0
random,25,11,1.710467336093178,62.5
eig@gamma-poisson,25,0,0.7422628913179785,25.0
eig@gamma-poisson,25,1,1.1882518828632536,24.0
eig@gamma-poisson,25,2,0.6717414063436647,18.0
eig@gamma-poisson,25,3,4.360199676601936,24.0
eig@gamma-poisson,25,4,0.11118820274187564,0.0
eig@gamma-poisson,25,5,0.6329868435114419,25.0
eig@gamma-poisson,25,6,0.10645837463645351,4.0
eig@gamma-poisson,25,7,0.43124887821229785,24.0
eig@gamma-poisson,25,8,1.304036004512092,25.0
eig@gamma-poisson,25,9,0.046904941005583956,19.0
eig@gamma-poisson,25,10,5.76707370866307,26.0
eig@gamma-poisson,25,11,1.710467336093178,26.0
maxent@gamma-poisson,25,0,0.7422628913179785,0.0
maxent@gamma-poisson,25,1,1.1882518828632536,0.0
maxent@gamma-poisson,25,2,0.6717414063436647,0.0
maxent@gamma-poisson,25,3,4.360199676601936,0.0
maxent@gamma-poisson,25,4,0.11118820274187564,0.0
maxent@gamma-poisson,25,5,0.6329868435114419,0.0
maxent@gamma-poisson,25,6,0.10645837463645351,0.0
maxent@gamma-poisson,25,7,0.43124887821229785,0.0
maxent@gamma-poisson,25,8,1.304036004512092,0.0
maxent@gamma-poisson,25,9,0.046904941005583956,0.0
maxent@gamma-poisson,25,10,5.76707370866307,239.0
maxent@gamma-poisson,25,11,1.710467336093178,1.0
d-optimality@gamma-poisson,25,0,0.7422628913179785,25.0
d-optimality@gamma-poisson,25,1,1.1882518828632536,24.0
d-optimality@gamma-poisson,25,2,0.6717414063436647,18.0
d-optimality@gamma-poisson,25,3,4.360199676601936,24.0
d-optimality@gamma-poisson,25,4,0.11118820274187564,0.0
d-optimality@gamma-poisson,25,5,0.6329868435114419,25.0
d-optimality@gamma-poisson,25,6,0.10645837463645351,5.0
d-optimality@gamma-poisson,25,7,0.43124887821229785,24.0
d-optimality@gamma-poisson,25,8,1.304036004512092,24.0
d-optimality@gamma-poisson,25,9,0.046904941005583956,21.0
d-optimality@gamma-poisson,25,10,5.76707370866307,25.0
d-optimality@gamma-poisson,25,11,1.710467336093178,25.0
neyman@gamma-poisson,25,0,0.7422628913179785,19.0
neyman@gamma-poisson,25,1,1.1882518828632536,23.0
neyman@gamma-poisson,25,2,0.6717414063436647,17.0
neyman@gamma-poisson,25,3,4.360199676601936,41.0
neyman@gamma-poisson,25,4,0.11118820274187564,5.0
neyman@gamma-poisson,25,5,0.6329868435114419,15.0
neyman@gamma-poisson,25,6,0.10645837463645351,8.0
neyman@gamma-poisson,25,7,0.43124887821229785,14.0
neyman@gamma-poisson,25,8,1.304036004512092,22.0
neyman@gamma-poisson,25,9,0.046904941005583956,4.0
neyman@gamma-poisson,25,10,5.76707370866307,46.0
neyman@gamma-poisson,25,11,1.710467336093178,26.0
predictive-variance@gamma-poisson,25,0,0.7422628913179785,40.0
predictive-variance@gamma-poisson,25,1,1.1882518828632536,0.0
predictive-variance@gamma-poisson,25,2,0.6717414063436647,0.0
predictive-variance@gamma-poisson,25,3,4.360199676601936,40.0
predictive-variance@gamma-poisson,25,4,0.11118820274187564,0.0
predictive-variance@gamma-poisson,25,5,0.6329868435114419,40.0
predictive-variance@gamma-poisson,25,6,0.10645837463645351,0.0
predictive-variance@gamma-poisson,25,7,0.43124887821229785,40.0
predictive-variance@gamma-poisson,25,8,1.304036004512092,0.0
predictive-variance@gamma-poisson,25,9,0.046904941005583956,0.0
predictive-variance@gamma-poisson,25,10,5.76707370866307,40.0
predictive-variance@gamma-poisson,25,11,1.710467336093178,40.0
epistemic@gamma-poisson,25,0,0.7422628913179785,40.0
epistemic@gamma-poisson,25,1,1.1882518828632536,0.0
epistemic@gamma-poisson,25,2,0.6717414063436647,0.0
epistemic@gamma-poisson,25,3,4.360199676601936,40.0
epistemic@gamma-poisson,25,4,0.11118820274187564,0.0
epistemic@gamma-poisson,25,5,0.6329868435114419,40.0
epistemic@gamma-poisson,25,6,0.10645837463645351,0.0
epistemic@gamma-poisson,25,7,0.43124887821229785,40.0
epistemic@gamma-poisson,25,8,1.304036004512092,0.0
epistemic@gamma-poisson,25,9,0.046904941005583956,0.0
epistemic@gamma-poisson,25,10,5.76707370866307,40.0
epistemic@gamma-poisson,25,11,1.710467336093178,40.0
thompson@gamma-poisson,25,0,0.7422628913179785,0.0
thompson@gamma-poisson,25,1,1.1882518828632536,0.0
thompson@gamma-poisson,25,2,0.6717414063436647,0.0
thompson@gamma-poisson,25,3,4.360199676601936,0.0
thompson@gamma-poisson,25,4,0.11118820274187564,0.0
thompson@gamma-poisson,25,5,0.6329868435114419,0.0
thompson@gamma-poisson,25,6,0.10645837463645351,0.0
thompson@gamma-poisson,25,7,0.43124887821229785,0.0
thompson@gamma-poisson,25,8,1.304036004512092,0.0
thompson@gamma-poisson,25,9,0.046904941005583956,0.0
thompson@gamma-poisson,25,10,5.76707370866307,200.0
thompson@gamma-poisson,25,11,1.710467336093178,40.0
epig@gamma-poisson,25,0,0.7422628913179785,26.0
epig@gamma-poisson,25,1,1.1882518828632536,22.0
epig@gamma-poisson,25,2,0.6717414063436647,20.0
epig@gamma-poisson,25,3,4.360199676601936,26.0
epig@gamma-poisson,25,4,0.11118820274187564,0.0
epig@gamma-poisson,25,5,0.6329868435114419,23.0
epig@gamma-poisson,25,6,0.10645837463645351,5.0
epig@gamma-poisson,25,7,0.43124887821229785,25.0
epig@gamma-poisson,25,8,1.304036004512092,25.0
epig@gamma-poisson,25,9,0.046904941005583956,18.0
epig@gamma-poisson,25,10,5.76707370866307,26.5
epig@gamma-poisson,25,11,1.710467336093178,23.0
eig@lognormal-poisson,25,0,0.7422628913179785,25.0
eig@lognormal-poisson,25,1,1.1882518828632536,26.0
eig@lognormal-poisson,25,2,0.6717414063436647,22.0
eig@lognormal-poisson,25,3,4.360199676601936,26.0
eig@lognormal-poisson,25,4,0.11118820274187564,0.0
eig@lognormal-poisson,25,5,0.6329868435114419,25.0
eig@lognormal-poisson,25,6,0.10645837463645351,1.0
eig@lognormal-poisson,25,7,0.43124887821229785,22.0
eig@lognormal-poisson,25,8,1.304036004512092,26.0
eig@lognormal-poisson,25,9,0.046904941005583956,13.0
eig@lognormal-poisson,25,10,5.76707370866307,27.0
eig@lognormal-poisson,25,11,1.710467336093178,27.0
maxent@lognormal-poisson,25,0,0.7422628913179785,0.0
maxent@lognormal-poisson,25,1,1.1882518828632536,0.0
maxent@lognormal-poisson,25,2,0.6717414063436647,0.0
maxent@lognormal-poisson,25,3,4.360199676601936,0.0
maxent@lognormal-poisson,25,4,0.11118820274187564,0.0
maxent@lognormal-poisson,25,5,0.6329868435114419,0.0
maxent@lognormal-poisson,25,6,0.10645837463645351,0.0
maxent@lognormal-poisson,25,7,0.43124887821229785,0.0
maxent@lognormal-poisson,25,8,1.304036004512092,0.0
maxent@lognormal-poisson,25,9,0.046904941005583956,0.0
maxent@lognormal-poisson,25,10,5.76707370866307,239.0
maxent@lognormal-poisson,25,11,1.710467336093178,1.0
d-optimality@lognormal-poisson,25,0,0.7422628913179785,23.0
d-optimality@lognormal-poisson,25,1,1.1882518828632536,25.0
d-optimality@lognormal-poisson,25,2,0.6717414063436647,20.0
d-optimality@lognormal-poisson,25,3,4.360199676601936,25.0
d-optimality@lognormal-poisson,25,4,0.11118820274187564,0.0
d-optimality@lognormal-poisson,25,5,0.6329868435114419,24.0
d-optimality@lognormal-poisson,25,6,0.10645837463645351,7.0
d-optimality@lognormal-poisson,25,7,0.43124887821229785,22.0
d-optimality@lognormal-poisson,25,8,1.304036004512092,25.0
d-optimality@lognormal-poisson,25,9,0.046904941005583956,18.0
d-optimality@lognormal-poisson,25,10,5.76707370866307,26.0
d-optimality@lognormal-poisson,25,11,1.710467336093178,25.0
neyman@lognormal-poisson,25,0,0.7422628913179785,19.0
neyman@lognormal-poisson,25,1,1.1882518828632536,23.0
neyman@lognormal-poisson,25,2,0.6717414063436647,17.0
neyman@lognormal-poisson,25,3,4.360199676601936,41.0
neyman@lognormal-poisson,25,4,0.11118820274187564,5.0
neyman@lognormal-poisson,25,5,0.6329868435114419,15.0
neyman@lognormal-poisson,25,6,0.10645837463645351,8.0
neyman@lognormal-poisson,25,7,0.43124887821229785,14.0
neyman@lognormal-poisson,25,8,1.304036004512092,22.0
neyman@lognormal-poisson,25,9,0.046904941005583956,4.0
neyman@lognormal-poisson,25,10,5.76707370866307,46.0
neyman@lognormal-poisson,25,11,1.710467336093178,26.0
predictive-variance@lognormal-poisson,25,0,0.7422628913179785,40.0
predictive-variance@lognormal-poisson,25,1,1.1882518828632536,0.0
predictive-variance@lognormal-poisson,25,2,0.6717414063436647,0.0
predictive-variance@lognormal-poisson,25,3,4.360199676601936,40.0
predictive-variance@lognormal-poisson,25,4,0.11118820274187564,0.0
predictive-variance@lognormal-poisson,25,5,0.6329868435114419,40.0
predictive-variance@lognormal-poisson,25,6,0.10645837463645351,0.0
predictive-variance@lognormal-poisson,25,7,0.43124887821229785,40.0
predictive-variance@lognormal-poisson,25,8,1.304036004512092,0.0
predictive-variance@lognormal-poisson,25,9,0.046904941005583956,0.0
predictive-variance@lognormal-poisson,25,10,5.76707370866307,40.0
predictive-variance@lognormal-poisson,25,11,1.710467336093178,40.0
epistemic@lognormal-poisson,25,0,0.7422628913179785,40.0
epistemic@lognormal-poisson,25,1,1.1882518828632536,0.0
epistemic@lognormal-poisson,25,2,0.6717414063436647,0.0
epistemic@lognormal-poisson,25,3,4.360199676601936,40.0
epistemic@lognormal-poisson,25,4,0.11118820274187564,0.0
epistemic@lognormal-poisson,25,5,0.6329868435114419,40.0
epistemic@lognormal-poisson,25,6,0.10645837463645351,0.0
epistemic@lognormal-poisson,25,7,0.43124887821229785,40.0
epistemic@lognormal-poisson,25,8,1.304036004512092,0.0
epistemic@lognormal-poisson,25,9,0.046904941005583956,0.0
epistemic@lognormal-poisson,25,10,5.76707370866307,40.0
epistemic@lognormal-poisson,25,11,1.710467336093178,40.0
thompson@lognormal-poisson,25,0,0.7422628913179785,0.0
thompson@lognormal-poisson,25,1,1.1882518828632536,0.0
thompson@lognormal-poisson,25,2,0.6717414063436647,0.0
thompson@lognormal-poisson,25,3,4.360199676601936,120.0
thompson@lognormal-poisson,25,4,0.11118820274187564,0.0
thompson@lognormal-poisson,25,5,0.6329868435114419,40.0
thompson@lognormal-poisson,25,6,0.10645837463645351,0.0
thompson@lognormal-poisson,25,7,0.43124887821229785,40.0
thompson@lognormal-poisson,25,8,1.304036004512092,0.0
thompson@lognormal-poisson,25,9,0.046904941005583956,0.0
thompson@lognormal-poisson,25,10,5.76707370866307,0.0
thompson@lognormal-poisson,25,11,1.710467336093178,40.0
eig,26,0,0.36516336459202325,25.0
eig,26,1,0.06024053590646233,18.0
eig,26,2,2.134673237331676,33.0
eig,26,3,1.2618979777099468,31.0
eig,26,4,0.011334866306536176,8.0
eig,26,5,0.14321004460448586,10.0
eig,26,6,0.3656302846636759,29.0
eig,26,7,0.01215302219919305,11.0
eig,26,8,0.017280204751112742,11.0
eig,26,9,0.03202137962402636,0.0
eig,26,10,0.9365431860974502,31.0
eig,26,11,1.5493915179136697,33.0
epig,26,0,0.36516336459202325,21.0
epig,26,1,0.06024053590646233,18.0
epig,26,2,2.134673237331676,35.0
epig,26,3,1.2618979777099468,32.0
epig,26,4,0.011334866306536176,9.0
epig,26,5,0.14321004460448586,12.0
epig,26,6,0.3656302846636759,25.0
epig,26,7,0.01215302219919305,10.0
epig,26,8,0.017280204751112742,14.0
epig,26,9,0.03202137962402636,0.0
epig,26,10,0.9365431860974502,32.0
epig,26,11,1.5493915179136697,32.0
maxent,26,0,0.36516336459202325,0.0
maxent,26,1,0.06024053590646233,0.0
maxent,26,2,2.134673237331676,238.0
