policy,env,spent,rounds,decide_seconds,nlpd,grade_rmse,topm_regret
d-optimality,14,30.0,30,0.022101479931734502,2.0648912003799595,0.39658983377657836,0.06284765763582009
d-optimality,14,60.0,60,0.03788357492885552,1.9882289047678572,0.32600989963449634,0.0
d-optimality,14,120.0,120,0.06686044888920151,1.9460404213387876,0.30453989882781385,0.0
d-optimality,14,180.0,180,0.09593360181315802,1.9235556171798358,0.27705311630331486,0.0
d-optimality,14,240.0,240,0.126870070816949,1.8738312818066951,0.12194147697326808,0.0
neyman,14,30.0,30,0.033033761981641874,2.0644699727513727,0.3598357141754847,0.06284765763582009
neyman,14,60.0,60,0.06575176303158514,2.0862027778913546,0.437159721379683,0.055609104367644296
neyman,14,120.0,120,0.1258612751844339,1.903952567669857,0.3053809181992171,0.0
neyman,14,180.0,180,0.1897118241759017,1.9147397974504228,0.18323477694931772,0.0
neyman,14,240.0,240,0.2611584931437392,1.9136250015239442,0.17208612131083995,0.0
predictive-variance,14,30.0,1,0.006944509979803115,2.1606224439428954,0.8599802421540969,0.05410998415803111
predictive-variance,14,60.0,2,0.007853445975342765,2.1071091613834754,0.5214357418877157,0.026456344258271203
predictive-variance,14,120.0,3,0.008309237979119644,2.0592287363880417,0.39248665808059663,0.026456344258271203
predictive-variance,14,180.0,5,0.009672312968177721,2.0826303694960218,0.33934094093580214,0.035194017736060186
predictive-variance,14,240.0,6,0.010132047988008708,2.049829184128225,0.2701456057154251,0.0
epistemic,14,30.0,1,0.006821944989496842,2.1606224439428954,0.8599802421540969,0.05410998415803111
epistemic,14,60.0,2,0.007729459990514442,2.1071091613834754,0.5214357418877157,0.026456344258271203
epistemic,14,120.0,3,0.008179587981430814,2.0592287363880417,0.39248665808059663,0.026456344258271203
epistemic,14,180.0,5,0.009569066984113306,2.0826303694960218,0.33934094093580214,0.035194017736060186
epistemic,14,240.0,6,0.010073329991428182,2.049829184128225,0.2701456057154251,0.0
thompson,14,30.0,1,0.0032463179959449917,2.334509488501428,2.0545102875012,0.05410998415803111
thompson,14,60.0,2,0.0065398699953220785,2.280996205942008,1.9373543138700358,0.026456344258271203
thompson,14,120.0,3,0.010168370004976168,2.2590549863167393,1.9329580476898856,0.026456344258271203
thompson,14,180.0,5,0.01726289201178588,2.037628733624679,0.37676744223199554,0.026456344258271203
thompson,14,240.0,6,0.020972819009330124,2.037277902075027,0.37551194309312586,0.026456344258271203
uniform,14,30.0,3,3.5450211726129055e-06,2.3582405256636005,2.0787770519810413,0.05410998415803111
uniform,14,60.0,6,6.579008186236024e-06,2.2504167315142163,1.9467587041259395,0.0
uniform,14,120.0,12,1.0678049875423312e-05,1.8992784654141175,0.3524395056802977,0.0
uniform,14,180.0,18,1.4867022400721908e-05,1.9218245178074564,0.34603523650658113,0.0
uniform,14,240.0,24,1.915101893246174e-05,1.8975346353982445,0.24454780234050005,0.0
random,14,30.0,4,3.038402064703405e-05,2.1307611406691653,0.8787016011235441,0.05410998415803111
random,14,60.0,5,3.98410193156451e-05,2.1064086711283747,0.8766734605436706,0.05410998415803111
random,14,120.0,10,6.491297972388566e-05,2.1195770477512093,0.8945627854375386,0.05410998415803111
random,14,180.0,17,9.681395022198558e-05,1.904281108682082,0.37692703196632915,0.05410998415803111
random,14,240.0,21,0.0001186409208457917,1.894213915457961,0.36970917400705344,0.05410998415803111
eig@gamma-poisson,14,30.0,30,0.03620135705568828,2.153823174168249,0.41657624144623046,0.055609104367644296
eig@gamma-poisson,14,60.0,60,0.059379542974056676,1.9728718547833932,0.26354302372778565,0.0
eig@gamma-poisson,14,120.0,120,0.10838292393600568,1.9492808274113156,0.29146042325904314,0.0
eig@gamma-poisson,14,180.0,180,0.15295488096307963,1.9755562469834091,0.2929053163839564,0.0
eig@gamma-poisson,14,240.0,240,0.1971132980834227,1.9095131067940958,0.12416729057116131,0.0
maxent@gamma-poisson,14,30.0,30,0.02971081595751457,2.2074939943701275,0.8633923407919868,0.05410998415803111
maxent@gamma-poisson,14,60.0,60,0.05067323206458241,2.2087603579636834,0.8696001122844921,0.05410998415803111
maxent@gamma-poisson,14,120.0,120,0.09231492388062179,2.2059990515356023,0.8621410250035986,0.05410998415803111
maxent@gamma-poisson,14,180.0,180,0.13340976281324401,2.203822551413282,0.8560836683387837,0.05410998415803111
maxent@gamma-poisson,14,240.0,240,0.1748154617671389,2.2032449437664607,0.8545806323679883,0.05410998415803111
d-optimality@gamma-poisson,14,30.0,30,0.0004386140499264002,2.2022492728479937,0.38813675528353936,0.055609104367644296
d-optimality@gamma-poisson,14,60.0,60,0.0008036991057451814,1.9734479503502758,0.28091292861792305,0.0
d-optimality@gamma-poisson,14,120.0,120,0.0015140991017688066,1.8984735652709794,0.2564317874982529,0.0
d-optimality@gamma-poisson,14,180.0,180,0.0022260550467763096,1.9629450003797186,0.26560451869463303,0.0
d-optimality@gamma-poisson,14,240.0,240,0.0029316690051928163,1.9152405652776012,0.12814046287732264,0.0
neyman@gamma-poisson,14,30.0,30,0.0005430501769296825,2.171033028403741,0.37792057782545546,0.06284765763582009
neyman@gamma-poisson,14,60.0,60,0.0010644961439538747,2.1743958827942733,0.44389504164058297,0.055609104367644296
neyman@gamma-poisson,14,120.0,120,0.002097019139910117,1.9398109816564293,0.2482238837964374,0.0
neyman@gamma-poisson,14,180.0,180,0.0031548232364002615,1.9202000337969822,0.1932678672424942,0.0
neyman@gamma-poisson,14,240.0,240,0.004185005323961377,1.9103339920169249,0.1568030579530585,0.0
predictive-variance@gamma-poisson,14,30.0,1,9.084201883524656e-05,2.2059405611065848,0.8596156807899846,0.05410998415803111
predictive-variance@gamma-poisson,14,60.0,2,0.00010972103336825967,2.134746625687424,0.520726460385181,0.026456344258271203
predictive-variance@gamma-poisson,14,120.0,3,0.00013609902816824615,2.089053687147528,0.3913110351234286,0.026456344258271203
predictive-variance@gamma-poisson,14,180.0,5,0.0001697270490694791,2.090910077671587,0.3385253259704109,0.035194017736060186
predictive-variance@gamma-poisson,14,240.0,6,0.00018770204042084515,2.0527025966875314,0.2691466168953021,0.0
epistemic@gamma-poisson,14,30.0,1,8.571200305595994e-05,2.2059405611065848,0.8596156807899846,0.05410998415803111
epistemic@gamma-poisson,14,60.0,2,0.00010361798922531307,2.134746625687424,0.520726460385181,0.026456344258271203
epistemic@gamma-poisson,14,120.0,3,0.00012101899483241141,2.089053687147528,0.3913110351234286,0.026456344258271203
epistemic@gamma-poisson,14,180.0,5,0.00015151698607951403,2.090910077671587,0.3385253259704109,0.035194017736060186
epistemic@gamma-poisson,14,240.0,6,0.00016782298916950822,2.0527025966875314,0.2691466168953021,0.0
thompson@gamma-poisson,14,30.0,1,3.526100772432983e-05,2.2059405611065848,0.8596156807899846,0.05410998415803111
thompson@gamma-poisson,14,60.0,2,6.290801684372127e-05,2.2063230804745326,0.8626062833568388,0.05410998415803111
thompson@gamma-poisson,14,120.0,3,8.944500586949289e-05,2.2059990515356027,0.8621410250035979,0.05410998415803111
thompson@gamma-poisson,14,180.0,5,0.00013694402878172696,2.204156329724673,0.8571426940345414,0.05410998415803111
thompson@gamma-poisson,14,240.0,6,0.00016212803893722594,2.2032449437664625,0.8545806323679881,0.05410998415803111
epig@gamma-poisson,14,30.0,30,0.37639334102277644,2.153823174168249,0.41657624144623046,0.055609104367644296
epig@gamma-poisson,14,60.0,60,0.6467980080924463,1.988098245650459,0.31624888335265733,0.0
epig@gamma-poisson,14,120.0,120,1.198863529250957,1.955171879658079,0.32930638557459246,0.0
epig@gamma-poisson,14,180.0,180,1.739159011427546,1.9811493734874592,0.29038622915901263,0.0
epig@gamma-poisson,14,240.0,237,2.245091335644247,1.9154433524569277,0.14009589702248954,0.0
eig@lognormal-poisson,14,30.0,30,2.1484075790503994,2.0651506982712355,0.4574225284025887,0.06284765763582009
eig@lognormal-poisson,14,60.0,60,2.4976980361680035,1.997787560770233,0.35504612698518073,0.0
eig@lognormal-poisson,14,120.0,120,3.1525493952212855,1.9509128955057058,0.286312545610938,0.0
eig@lognormal-poisson,14,180.0,180,3.7962556873098947,1.9562572155518658,0.21054319898024376,0.0
eig@lognormal-poisson,14,240.0,240,4.4307118352735415,1.9342576574063024,0.16095624608436196,0.0
maxent@lognormal-poisson,14,30.0,30,1.9049122420547064,2.163398977498855,0.8636689521299341,0.05410998415803111
maxent@lognormal-poisson,14,60.0,60,2.1818522200919688,2.1644047881552835,0.8687296658433338,0.05410998415803111
maxent@lognormal-poisson,14,120.0,120,2.7181819472752977,2.1598229516906056,0.8566423393346027,0.05410998415803111
maxent@lognormal-poisson,14,180.0,180,3.2352835033962037,2.1590360209779176,0.8551202789271576,0.05410998415803111
maxent@lognormal-poisson,14,240.0,240,3.745576827262994,2.1590251701763927,0.8551042447870356,0.05410998415803111
d-optimality@lognormal-poisson,14,30.0,30,0.0034318799735046923,2.0569993325438207,0.3844959089903353,0.06284765763582009
d-optimality@lognormal-poisson,14,60.0,60,0.006057898077415302,1.9853610325161768,0.3213346058715649,0.0
d-optimality@lognormal-poisson,14,120.0,120,0.011277191049885005,1.9253635152811672,0.3058235717829026,0.0
d-optimality@lognormal-poisson,14,180.0,180,0.016542941972147673,1.9517865609930942,0.2786049594006918,0.0
d-optimality@lognormal-poisson,14,240.0,240,0.021753735753009096,1.9121306203506403,0.1530712010559372,0.0
neyman@lognormal-poisson,14,30.0,30,0.003029991959920153,2.0468768298180158,0.3429290397180686,0.06284765763582009
neyman@lognormal-poisson,14,60.0,60,0.0063779649790376425,2.0814887731225324,0.43562223697251207,0.055609104367644296
neyman@lognormal-poisson,14,120.0,120,0.012658978055696934,1.9063002651007401,0.3095773136716826,0.0
neyman@lognormal-poisson,14,180.0,180,0.018929988058516756,1.9150313190889232,0.18222391635880952,0.0
neyman@lognormal-poisson,14,240.0,240,0.025060777174076065,1.910369338523618,0.16044864698368147,0.0
predictive-variance@lognormal-poisson,14,30.0,1,0.0009043230093084276,2.1616646927469985,0.8594602712071562,0.05410998415803111
predictive-variance@lognormal-poisson,14,60.0,2,0.0009997310116887093,2.1033400608304045,0.5206726848651616,0.026456344258271203
predictive-variance@lognormal-poisson,14,120.0,3,0.0010907899995800108,2.0574211338857356,0.391563189179909,0.026456344258271203
predictive-variance@lognormal-poisson,14,180.0,5,0.001277670991839841,2.0866383455245026,0.33820210539451295,0.035194017736060186
predictive-variance@lognormal-poisson,14,240.0,6,0.00136749999364838,2.051480696992213,0.26871125358665027,0.0
epistemic@lognormal-poisson,14,30.0,1,0.0008288669923786074,2.1616646927469985,0.8594602712071562,0.05410998415803111
epistemic@lognormal-poisson,14,60.0,2,0.0009217109763994813,2.1033400608304045,0.5206726848651616,0.026456344258271203
epistemic@lognormal-poisson,14,120.0,3,0.0010108859569299966,2.0574211338857356,0.391563189179909,0.026456344258271203
epistemic@lognormal-poisson,14,180.0,5,0.001187012967420742,2.0866383455245026,0.33820210539451295,0.035194017736060186
epistemic@lognormal-poisson,14,240.0,6,0.001269264961592853,2.051480696992213,0.26871125358665027,0.0
thompson@lognormal-poisson,14,30.0,1,0.00035626100725494325,2.345286158760338,2.054527601165522,0.05410998415803111
thompson@lognormal-poisson,14,60.0,2,0.0007009870023466647,2.3487878942519136,2.0556648979552805,0.05410998415803111
thompson@lognormal-poisson,14,120.0,3,0.0014235629932954907,2.2904632623353196,1.9386042039742697,0.026456344258271203
thompson@lognormal-poisson,14,180.0,5,0.002069306996418163,2.06020291178701,0.39683220538191244,0.026456344258271203
thompson@lognormal-poisson,14,240.0,6,0.0024044619931373745,2.059081128320918,0.3913570998620846,0.026456344258271203
eig,15,30.0,30,0.42828752388595603,1.8019646328366228,0.39134715797870345,0.009728346372479227
eig,15,60.0,60,0.7061547839548439,1.8586407013563102,0.5350894447641182,0.009728346372479227
eig,15,120.0,120,1.2051763258350547,1.69018118417312,0.3252827610952365,0.009728346372479227
eig,15,180.0,180,1.702336195972748,1.6288592964318642,0.21776064110854523,0.009728346372479227
eig,15,240.0,240,2.1888557990605477,1.6127474259700862,0.18990241136955233,0.009728346372479227
epig,15,30.0,30,3.0719509918708354,1.8188398155735033,0.4558399315130305,0.009728346372479227
epig,15,60.0,60,5.270396325882757,1.7293297069232778,0.469021729767558,0.009728346372479227
epig,15,120.0,119,9.516155433986569,1.7081455346126992,0.3578568092579518,0.009728346372479227
epig,15,180.0,173,13.369959797943011,1.640133432713568,0.2652160073337493,0.009728346372479227
epig,15,240.0,225,17.076347869908204,1.6238909859936903,0.2182097244463609,0.009728346372479227
maxent,15,30.0,30,0.3239139039069414,2.049692066377822,1.0857557935413897,0.05759859399144386
maxent,15,60.0,60,0.5727295488177333,2.0488081799868096,1.0835971133680693,0.05759859399144386
maxent,15,120.0,120,1.0514568228682037,2.0488252366194453,1.0814637485988872,0.05759859399144386
maxent,15,180.0,180,1.534716715774266,2.0506745813062772,1.081310819727164,0.05759859399144386
maxent,15,240.0,240,2.0135022568283603,2.0508116175798645,1.0813223327040982,0.05759859399144386
d-optimality,15,30.0,30,0.020366240059956908,1.8387341627395344,0.5020992159954422,0.009728346372479227
d-optimality,15,60.0,60,0.03382464888272807,1.7837767728680891,0.582675600453136,0.009728346372479227
d-optimality,15,120.0,120,0.06204786471789703,1.7105805841007238,0.3842111126512965,0.009728346372479227
d-optimality,15,180.0,180,0.09571046495693736,1.6505098965068135,0.2900693546465418,0.009728346372479227
d-optimality,15,240.0,240,0.1314585609943606,1.6251482203461107,0.22063234835567885,0.009728346372479227
neyman,15,30.0,30,0.030478506989311427,1.895591233483172,0.6461361118165293,0.009728346372479227
neyman,15,60.0,60,0.05999373606755398,1.7530124556824467,0.44790258246401626,0.009728346372479227
neyman,15,120.0,120,0.12433006105129607,1.7077508849295253,0.29946750043523124,0.009728346372479227
neyman,15,180.0,180,0.19108476402470842,1.6684549599516652,0.2488302935010252,0.009728346372479227
neyman,15,240.0,240,0.2583688559825532,1.6312939640540467,0.19120296931192954,0.009728346372479227
predictive-variance,15,30.0,1,0.0068898329918738455,2.0927128852284085,1.1921881157893162,0.05759859399144402
predictive-variance,15,60.0,2,0.00780307300738059,2.030487308031728,1.1467595690639707,0.05759859399144386
predictive-variance,15,120.0,3,0.008497852017171681,1.932266792979454,1.0498192007264175,0.009728346372479227
predictive-variance,15,180.0,5,0.009857178025413305,1.7417167734126038,0.3138433182202397,0.009728346372479227
predictive-variance,15,240.0,6,0.010330483026336879,1.7326118993755932,0.291085487071077,0.009728346372479227
epistemic,15,30.0,1,0.00675611398764886,2.0927128852284085,1.1921881157893162,0.05759859399144402
epistemic,15,60.0,2,0.007639858988113701,2.030487308031728,1.1467595690639707,0.05759859399144386
epistemic,15,120.0,3,0.008366532973013818,1.932266792979454,1.0498192007264175,0.009728346372479227
epistemic,15,180.0,5,0.009696891938801855,1.7417167734126038,0.3138433182202397,0.009728346372479227
epistemic,15,240.0,6,0.010150330926990137,1.7326118993755932,0.291085487071077,0.009728346372479227
thompson,15,30.0,1,0.003723607980646193,2.116065834534235,1.143711254091875,0.05759859399144386
thompson,15,60.0,2,0.007433636987116188,2.0178453194819603,1.0464885463828448,0.009728346372479227
thompson,15,120.0,3,0.011118817987153307,2.01750031037769,1.0465465337557205,0.009728346372479227
thompson,15,180.0,5,0.018147402995964512,2.0153701412619967,1.046379120684364,0.009728346372479227
thompson,15,240.0,6,0.0215878079761751,2.015554193058121,1.046364615658512,0.009728346372479227
uniform,15,30.0,3,3.709981683641672e-06,2.077528129336913,1.1684602251871223,0.05759859399144402
uniform,15,60.0,6,6.775953806936741e-06,1.9321813573832836,1.0808037318131944,0.009728346372479383
uniform,15,120.0,12,1.0971969459205866e-05,1.7604110677829574,0.4854976417344869,0.009728346372479227
uniform,15,180.0,18,1.515194890089333e-05,1.71048701361543,0.4900115316052112,0.009728346372479227
uniform,15,240.0,24,3.275094786658883e-05,1.6316310254699873,0.28298273847087113,0.009728346372479227
random,15,30.0,2,2.2526975953951478e-05,2.0574214620386395,0.8679322139042736,0.05759859399144386
random,15,60.0,5,4.132601316086948e-05,1.8593267073835806,0.5168092825416871,0.05759859399144386
random,15,120.0,7,5.5379001423716545e-05,1.780531965001117,0.24358036786429255,0.009728346372479227
random,15,180.0,11,7.881701458245516e-05,1.7740143431736584,0.22892425459000396,0.009728346372479227
random,15,240.0,20,0.00011918102973140776,1.6633800732415323,0.23353817361459356,0.009728346372479227
eig@gamma-poisson,15,30.0,30,0.03486650696140714,1.8122567753341896,0.4816544419755637,0.009728346372479227
eig@gamma-poisson,15,60.0,60,0.058071330917300656,1.897065630287144,0.6131806002580251,0.009728346372479227
eig@gamma-poisson,15,120.0,120,0.1028525909059681,1.7111752971507663,0.37645922700965234,0.009728346372479227
eig@gamma-poisson,15,180.0,180,0.1475916497875005,1.6766692980557307,0.3049125472978759,0.009728346372479227
eig@gamma-poisson,15,240.0,240,0.191389333747793,1.6335893552927032,0.1966436421987983,0.009728346372479227
maxent@gamma-poisson,15,30.0,30,0.029889697092585266,2.0363880888741055,1.0878661688916405,0.05759859399144386
maxent@gamma-poisson,15,60.0,60,0.049283755040960386,2.035777338313884,1.0860516092704153,0.05759859399144386
maxent@gamma-poisson,15,120.0,120,0.08814275613985956,2.0359258334924255,1.084077456824661,0.05759859399144386
maxent@gamma-poisson,15,180.0,180,0.1272766761831008,2.0378044327480223,1.0839660410194027,0.05759859399144386
maxent@gamma-poisson,15,240.0,240,0.1662195102253463,2.0379266120122432,1.0839748195642178,0.05759859399144386
d-optimality@gamma-poisson,15,30.0,30,0.0004395439464133233,1.8220731981400162,0.5480056730380963,0.009728346372479227
d-optimality@gamma-poisson,15,60.0,60,0.0007968369463924319,1.7941571028383576,0.5001201307306861,0.009728346372479227
d-optimality@gamma-poisson,15,120.0,120,0.001524381950730458,1.7057734517169687,0.3532212492973943,0.009728346372479227
d-optimality@gamma-poisson,15,180.0,180,0.0022440309112425894,1.6684245513342946,0.258552317048607,0.009728346372479227
d-optimality@gamma-poisson,15,240.0,240,0.0029811928106937557,1.642264983758358,0.24703548973708336,0.009728346372479227
neyman@gamma-poisson,15,30.0,30,0.0005645680648740381,1.8775028299836407,0.6249961157551001,0.009728346372479227
neyman@gamma-poisson,15,60.0,60,0.00111346913035959,1.758923557050532,0.45911819154329353,0.009728346372479227
neyman@gamma-poisson,15,120.0,120,0.0021995051647536457,1.7082455036391624,0.29697908486105895,0.009728346372479227
neyman@gamma-poisson,15,180.0,180,0.0032665912294760346,1.676012586415261,0.24897996486744542,0.009728346372479227
neyman@gamma-poisson,15,240.0,240,0.004320608219131827,1.6441468231532792,0.20207994583887445,0.009728346372479227
predictive-variance@gamma-poisson,15,30.0,1,9.362000855617225e-05,2.1106611369547017,1.1919068095351693,0.05759859399144402
predictive-variance@gamma-poisson,15,60.0,2,0.00011349900159984827,2.0110357104105034,1.1464211729192577,0.05759859399144386
predictive-variance@gamma-poisson,15,120.0,3,0.00013239801046438515,1.9269658650427235,1.0497004819975675,0.009728346372479227
predictive-variance@gamma-poisson,15,180.0,5,0.0001668980112299323,1.745734880069536,0.31440063314100775,0.009728346372479227
predictive-variance@gamma-poisson,15,240.0,6,0.00018494800315238535,1.7364480963055111,0.2911326764369054,0.009728346372479227
epistemic@gamma-poisson,15,30.0,1,7.868997636251152e-05,2.1106611369547017,1.1919068095351693,0.05759859399144402
epistemic@gamma-poisson,15,60.0,2,9.704698459245265e-05,2.0110357104105034,1.1464211729192577,0.05759859399144386
epistemic@gamma-poisson,15,120.0,3,0.00011441696551628411,1.9269658650427235,1.0497004819975675,0.009728346372479227
epistemic@gamma-poisson,15,180.0,5,0.00014656095299869776,1.745734880069536,0.31440063314100775,0.009728346372479227
epistemic@gamma-poisson,15,240.0,6,0.0001635299704503268,1.7364480963055111,0.2911326764369054,0.009728346372479227
thompson@gamma-poisson,15,30.0,1,4.2364990804344416e-05,2.041247496952479,0.6430004271124424,0.05759859399144386
thompson@gamma-poisson,15,60.0,2,7.021400961093605e-05,2.0319607131884543,0.631949385976941,0.05759859399144386
thompson@gamma-poisson,15,120.0,3,9.679899085313082e-05,2.0319597414433557,0.6318606509004538,0.05759859399144386
thompson@gamma-poisson,15,180.0,5,0.00014372103032656014,1.92430036909534,0.532843611613076,0.05759859399144386
thompson@gamma-poisson,15,240.0,6,0.00016957602929323912,1.8215053117979056,0.5387334499799208,0.05759859399144386
epig@gamma-poisson,15,30.0,30,0.3763794739788864,1.8272702984569158,0.48713851957478166,0.009728346372479227
epig@gamma-poisson,15,60.0,60,0.6557468909595627,1.7688286086461378,0.4858300534465717,0.009728346372479227
epig@gamma-poisson,15,120.0,120,1.1896697959455196,1.7191779259916329,0.3768395034579532,0.009728346372479227
epig@gamma-poisson,15,180.0,174,1.6684892628982197,1.6863227992627243,0.3120850056265027,0.009728346372479227
epig@gamma-poisson,15,240.0,229,2.1608980229939334,1.6338901765630727,0.18146896064207585,0.009728346372479227
eig@lognormal-poisson,15,30.0,30,4.263291025941726,1.7923202613597329,0.3910208030991747,0.009728346372479227
eig@lognormal-poisson,15,60.0,60,4.60397992702201,1.8747572553375766,0.5412074641072504,0.009728346372479227
eig@lognormal-poisson,15,120.0,120,5.2551291030831635,1.6848152331072237,0.32742916018191087,0.009728346372479227
eig@lognormal-poisson,15,180.0,180,5.880376024142606,1.6265494776846925,0.2141157085524687,0.009728346372479227
eig@lognormal-poisson,15,240.0,240,6.502469168161042,1.6179376153442284,0.21002479216794098,0.009728346372479227
maxent@lognormal-poisson,15,30.0,30,4.00611479402869,2.0566358239593336,1.0877293247172324,0.05759859399144386
maxent@lognormal-poisson,15,60.0,60,4.1880446150607895,2.0557866639752134,1.085645158932489,0.05759859399144386
maxent@lognormal-poisson,15,120.0,120,4.548365689086495,2.0559353430423175,1.0833060022515644,0.05759859399144386
maxent@lognormal-poisson,15,180.0,180,4.9180235860694665,2.058513782798268,1.0834721227563218,0.05759859399144386
maxent@lognormal-poisson,15,240.0,240,5.27527065409231,2.0586687595110242,1.0834996211283932,0.05759859399144386
d-optimality@lognormal-poisson,15,30.0,30,0.0033803570549935102,1.827313457931041,0.4608240802137554,0.009728346372479227
d-optimality@lognormal-poisson,15,60.0,60,0.005985371884889901,1.7891395202775078,0.5834599999836505,0.009728346372479227
d-optimality@lognormal-poisson,15,120.0,120,0.0112055828794837,1.7027882339898588,0.36687435332695584,0.009728346372479227
d-optimality@lognormal-poisson,15,180.0,180,0.01649636178626679,1.6494696939238827,0.29327469245640825,0.009728346372479227
d-optimality@lognormal-poisson,15,240.0,240,0.021766251709777862,1.6208430810775927,0.2194864598389066,0.009728346372479227
neyman@lognormal-poisson,15,30.0,30,0.002946315973531455,1.895507090288061,0.644076781882967,0.009728346372479227
neyman@lognormal-poisson,15,60.0,60,0.005905573081690818,1.7593327784030677,0.46035634034591877,0.009728346372479227
neyman@lognormal-poisson,15,120.0,120,0.011924067192012444,1.7086283019404565,0.30328572236404017,0.009728346372479227
neyman@lognormal-poisson,15,180.0,180,0.018113619065843523,1.6697860421069286,0.25228990648996463,0.009728346372479227
neyman@lognormal-poisson,15,240.0,240,0.024341610085684806,1.6315618100006286,0.19599263239412623,0.009728346372479227
predictive-variance@lognormal-poisson,15,30.0,1,0.0008525449957232922,2.096871813491594,1.1921753156514285,0.05759859399144402
predictive-variance@lognormal-poisson,15,60.0,2,0.0009481559973210096,2.04037887107264,1.1467196645496018,0.05759859399144386
predictive-variance@lognormal-poisson,15,120.0,3,0.0010446799860801548,1.9373911816246858,1.0498158244047278,0.009728346372479227
predictive-variance@lognormal-poisson,15,180.0,5,0.0012356889783404768,1.7405041687806355,0.3147955694263759,0.009728346372479227
predictive-variance@lognormal-poisson,15,240.0,6,0.0013267149624880403,1.7311477307724414,0.2913915554715044,0.009728346372479227
epistemic@lognormal-poisson,15,30.0,1,0.0008889269956853241,2.096871813491594,1.1921753156514285,0.05759859399144402
epistemic@lognormal-poisson,15,60.0,2,0.0009842009749263525,2.04037887107264,1.1467196645496018,0.05759859399144386
epistemic@lognormal-poisson,15,120.0,3,0.001067596982466057,1.9373911816246858,1.0498158244047278,0.009728346372479227
epistemic@lognormal-poisson,15,180.0,5,0.001246617961442098,1.7405041687806355,0.3147955694263759,0.009728346372479227
epistemic@lognormal-poisson,15,240.0,6,0.001332141982857138,1.7311477307724414,0.2913915554715044,0.009728346372479227
thompson@lognormal-poisson,15,30.0,1,0.00035827100509777665,2.096871813491594,1.1921753156514285,0.05759859399144402
thompson@lognormal-poisson,15,60.0,2,0.0006992650160100311,1.9054251079509277,0.6484121822088484,0.05759859399144386
thompson@lognormal-poisson,15,120.0,3,0.0010342840105295181,1.8960686699427336,0.6373783382783474,0.05759859399144386
thompson@lognormal-poisson,15,180.0,5,0.001721093023661524,1.8871586404877823,0.6296805249268571,0.05759859399144386
thompson@lognormal-poisson,15,240.0,6,0.0020625210308935493,1.886080229066877,0.6290830866305798,0.05759859399144386
eig,16,30.0,30,0.4142529809905682,1.3329821696167656,0.27658056734956044,0.0
eig,16,60.0,60,0.6741154970077332,1.2915137669231411,0.2101513720607377,0.0
eig,16,120.0,120,1.1785593800013885,1.2743798429303295,0.13313484847171922,0.0
eig,16,180.0,180,1.6602667818951886,1.261295478807704,0.18113176136116962,0.0
eig,16,240.0,240,2.1666867510648444,1.246527559188618,0.13140046958223295,0.0
epig,16,30.0,30,3.173216766997939,1.3310351926585162,0.23407062674019527,0.0
epig,16,60.0,60,5.527702267077984,1.2937247264393,0.26627719938228517,0.0
epig,16,120.0,117,9.657535221980652,1.2747850477057148,0.14592595466606997,0.0
epig,16,180.0,172,13.806904332945123,1.2704644069132154,0.17525771202058804,0.0
epig,16,240.0,219,17.56888569094008,1.2514263252840105,0.13750975115073463,0.0
maxent,16,30.0,30,0.36146775787346996,1.4160610650740688,0.23705132222863265,0.0
maxent,16,60.0,60,0.6414462780230679,1.41502574790735,0.2366124529637836,0.0
maxent,16,120.0,120,1.1917833982442971,1.41377016596802,0.23674138262297845,0.0
maxent,16,180.0,180,1.7358445711724926,1.4138604286763128,0.2366107426078338,0.0
maxent,16,240.0,240,2.281497231218964,1.4122125287059564,0.23843953799849404,0.0
d-optimality,16,30.0,30,0.021841776062501594,1.3282457179254004,0.22307126770627966,0.0
d-optimality,16,60.0,60,0.037437583989230916,1.3072040074827684,0.30243102016542717,0.0
d-optimality,16,120.0,120,0.07251899188850075,1.2819863236231241,0.2296488544184422,0.0
d-optimality,16,180.0,180,0.1080232580716256,1.2675112962576622,0.18400913889261414,0.0
d-optimality,16,240.0,240,0.1473101510782726,1.2524453788426184,0.132025322938147,0.0
neyman,16,30.0,30,0.03273134501068853,1.3215529396972188,0.1761770650816804,0.0
neyman,16,60.0,60,0.06582758101285435,1.3083336426820311,0.23216318748144402,0.0
neyman,16,120.0,120,0.1334283011383377,1.278216773479391,0.18592448756524504,0.0
neyman,16,180.0,180,0.20657622211729176,1.2780734710271229,0.13826074306234332,0.0
neyman,16,240.0,240,0.28968311604694463,1.2648249527861972,0.08998532627271359,0.0
predictive-variance,16,30.0,1,0.007356251997407526,1.4656398874237293,0.36385596290897376,0.0
predictive-variance,16,60.0,2,0.008353060984518379,1.3638064095876035,0.11670783154942484,0.0
predictive-variance,16,120.0,3,0.009362094977404922,1.3168548431843665,0.10839607264001916,0.0
predictive-variance,16,180.0,5,0.010866785974940285,1.3058912499960864,0.12060098993958676,0.0
predictive-variance,16,240.0,6,0.011838012986117974,1.2749682379473486,0.10225575568057618,0.0
epistemic,16,30.0,1,0.007350685977144167,1.4656398874237293,0.36385596290897376,0.0
epistemic,16,60.0,2,0.008365254965610802,1.3638064095876035,0.11670783154942484,0.0
epistemic,16,120.0,3,0.009334135975223035,1.3168548431843665,0.10839607264001916,0.0
epistemic,16,180.0,5,0.010828443977516145,1.2796060714381048,0.09588840552624518,0.0
