policy,env,spent,rounds,decide_seconds,nlpd,flux_dex,topm_regret
random,4,90.0,10,7.768205250613391e-05,4.426166490576154,0.396074977207616,0.6249764999108409
random,4,120.0,13,9.82130877673626e-05,4.387552070115059,0.39348788956417935,0.6249764999108409
eig@gamma-poisson,4,15.0,30,0.07781768808490597,4.1801185756646735,0.28935122895743337,0.04187715888158139
eig@gamma-poisson,4,30.0,60,0.10425810009473935,4.062515019210621,0.23658099549031825,0.07682673354005341
eig@gamma-poisson,4,60.0,120,0.1531722499348689,3.6897129281547962,0.14479484359841566,0.0011760130454744411
eig@gamma-poisson,4,90.0,180,0.20104006613837555,3.6337073797799704,0.14553909931518066,0.0011760130454744411
eig@gamma-poisson,4,120.0,240,0.24815461807884276,3.53521174169205,0.130985837000953,0.0037612245704830255
eig@lognormal-poisson,4,15.0,30,30.82505810598377,4.149097523780392,0.2805966116714359,0.04187715888158139
eig@lognormal-poisson,4,30.0,60,31.38689040200552,4.063156511826548,0.23911756518253427,0.07682673354005341
eig@lognormal-poisson,4,60.0,120,32.30482712897356,3.6834231838648304,0.1564108466284368,0.0037612245704830255
eig@lognormal-poisson,4,90.0,180,33.162471354124136,3.599176323914089,0.1358892067180227,0.0037612245704830255
eig@lognormal-poisson,4,120.0,240,33.925430823263014,3.467199039625662,0.11385590497748216,0.003761224570482911
eig,5,15.0,30,1.7551158140704501,4.052716189989147,0.3231113777162362,0.026985457103097493
eig,5,30.0,60,2.0590758229373023,3.8483047836680875,0.25858616054640754,0.026985457103097493
eig,5,60.0,120,2.672903839760693,3.522548047331366,0.15834692489577093,0.0
eig,5,90.0,180,3.2427410778182093,3.470276657163314,0.14011164556777594,0.0
eig,5,120.0,240,3.797092979802983,3.450421293836842,0.1382873347637503,0.0
epig,5,15.0,30,8.999422756023705,4.052716189989147,0.3231113777162362,0.026985457103097493
epig,5,30.0,60,12.169942212087335,3.8483047836680875,0.25858616054640754,0.026985457103097493
epig,5,60.0,120,18.352419659117004,3.5239800422796197,0.15866015744672637,0.0
epig,5,90.0,180,24.439565980050247,3.469858904159496,0.13825574784042577,0.0
epig,5,120.0,240,30.073126502131345,3.454689449614,0.13577933408320195,0.0
maxent,5,15.0,30,1.4651560320926365,4.304814208674036,0.42774229690116766,0.33702589443387365
maxent,5,30.0,60,1.7053902100306004,4.269682796723156,0.42730123910613566,0.33702589443387365
maxent,5,60.0,120,2.1757102971023414,4.266123926324678,0.42728326542227496,0.33702589443387365
maxent,5,90.0,180,2.6419712729984894,4.266638944243071,0.427274860299073,0.33702589443387365
maxent,5,120.0,240,3.1029648459225427,4.266604588967307,0.42727444260117226,0.33702589443387365
d-optimality,5,15.0,30,0.03902980303973891,4.139850933322756,0.3191710769009453,0.13047126012283097
d-optimality,5,30.0,60,0.05699833613471128,3.7798658980240893,0.21009061597240175,0.02143387304967439
d-optimality,5,60.0,120,0.08670477793202735,3.4927516194542734,0.1552743272336357,0.0
d-optimality,5,90.0,180,0.11979426289326511,3.4780925884310676,0.1395856789590542,0.0
d-optimality,5,120.0,240,0.15220086768385954,3.449776144193901,0.13711585716193997,0.0
neyman,5,15.0,30,0.11801082783495076,4.052716189989147,0.3231113777162362,0.026985457103097493
neyman,5,30.0,60,0.2253306468774099,3.8224708283664355,0.22696831030695255,0.02143387304967439
neyman,5,60.0,120,0.46494808080024086,3.6125032032323254,0.17941431198984742,0.0
neyman,5,90.0,180,0.7142310498456936,3.5046584383927892,0.1546143437392394,0.0
neyman,5,120.0,240,0.971480695909122,3.402949735185345,0.13410722416790294,0.0
predictive-variance,5,15.0,1,0.025381004990777,4.477809672538594,0.45549179685854174,0.32290029321924196
predictive-variance,5,30.0,2,0.026245929970173165,4.42427886821957,0.44480720853040595,0.3237952130320942
predictive-variance,5,60.0,3,0.027096952981082723,4.402354345052533,0.4434992967185578,0.3265578667058297
predictive-variance,5,90.0,4,0.027976041979854926,4.373129308642444,0.44319373512160265,0.3265578667058297
predictive-variance,5,120.0,44,0.04695615003583953,3.892907187337465,0.2733126873304381,0.026985457103097493
epistemic,5,15.0,1,0.02571360400179401,4.477809672538594,0.45549179685854174,0.32290029321924196
epistemic,5,30.0,2,0.026581474026897922,4.42427886821957,0.44480720853040595,0.3237952130320942
epistemic,5,60.0,3,0.027454886032501236,4.402354345052533,0.4434992967185578,0.3265578667058297
epistemic,5,90.0,4,0.02831824604072608,4.373129308642444,0.44319373512160265,0.3265578667058297
epistemic,5,120.0,44,0.04737701400881633,3.892907187337465,0.2733126873304381,0.026985457103097493
thompson,5,15.0,1,0.015589326008921489,4.482603845228177,0.45700797287287237,0.40301544998319005
thompson,5,30.0,2,0.03046636001090519,4.436784504959978,0.4548219097621984,0.40301544998319005
thompson,5,60.0,3,0.04669945500791073,4.371517306313329,0.44810628439548367,0.32331816483485626
thompson,5,90.0,4,0.060724560025846586,4.317936155368099,0.4459632412796361,0.32331816483485626
thompson,5,120.0,44,0.6191740889917128,4.1672215827840455,0.3788608939626897,0.25886828027238495
uniform,5,15.0,3,5.549023626372218e-06,4.387385852443672,0.43623924120609336,0.3303920340546108
uniform,5,30.0,6,9.731040336191654e-06,4.298986688733855,0.41174677470317167,0.22690623103487736
uniform,5,60.0,12,1.629907637834549e-05,4.177684911574288,0.38859254177489766,0.25393445077725046
uniform,5,90.0,18,2.127006882801652e-05,4.073746156611097,0.37135692698293565,0.25393445077725046
uniform,5,120.0,24,2.622706233523786e-05,3.997437729029688,0.35398205017075457,0.25393445077725046
random,5,15.0,2,2.217001747339964e-05,4.464709749209514,0.4556756506021401,0.40301544998319005
random,5,30.0,6,4.667302710004151e-05,4.392171923552726,0.4313487682225811,0.40301544998319005
random,5,60.0,9,6.574502913281322e-05,4.3573258312807335,0.42414413251083427,0.30999767469150064
random,5,90.0,11,8.091505151242018e-05,4.311670982341766,0.4086952276501658,0.30999767469150064
random,5,120.0,27,0.00015206006355583668,4.0423141291945806,0.32045446300118485,0.21790717915602095
eig@gamma-poisson,5,15.0,30,0.08113891913671978,4.23677439345924,0.3299041756275355,0.026985457103097493
eig@gamma-poisson,5,30.0,60,0.1103410191135481,4.011514308233259,0.26145953482916034,0.026985457103097493
eig@gamma-poisson,5,60.0,120,0.17643110716016963,3.682453975845975,0.1757828010342902,0.026985457103097493
eig@gamma-poisson,5,90.0,180,0.22674694514716975,3.5369210682837178,0.15572038456863987,0.0
eig@gamma-poisson,5,120.0,240,0.27624180910061114,3.487984964525761,0.15593874100100222,0.0
eig@lognormal-poisson,5,15.0,30,31.36019119800767,4.108975251725684,0.3203269821223888,0.026985457103097493
eig@lognormal-poisson,5,30.0,60,31.954805487126578,3.9332824168893556,0.2624634315768098,0.026985457103097493
eig@lognormal-poisson,5,60.0,120,32.884124573203735,3.517716944120503,0.15701589745429445,0.02143387304967439
eig@lognormal-poisson,5,90.0,180,33.7957524251251,3.498741535320581,0.14149023291013885,0.0
eig@lognormal-poisson,5,120.0,240,34.58395984908566,3.4473601693059677,0.1337333847168969,0.0
eig,6,15.0,30,1.9316007380839437,3.842779917189334,0.30660403411582343,0.15261581390971632
eig,6,30.0,60,2.2685783339838963,3.6791097650043003,0.24921882118655117,0.15261581390971632
eig,6,60.0,120,2.909903636056697,3.327535883793281,0.17490330526197628,0.013364021074932652
eig,6,90.0,180,3.526186920935288,3.2608494146253633,0.1531878089081175,0.013364021074932652
eig,6,120.0,240,4.117754785955185,3.180789902260661,0.13137709429783465,0.01656843244487413
epig,6,15.0,30,9.378895921021467,3.842779917189334,0.30660403411582343,0.15261581390971632
epig,6,30.0,60,12.427404342015507,3.6791097650043003,0.24921882118655117,0.15261581390971632
epig,6,60.0,120,18.255098639900098,3.3272115721660964,0.17479789704452403,0.013364021074932652
epig,6,90.0,180,23.92406268385821,3.261653156216726,0.1531352809987343,0.013364021074932652
epig,6,120.0,240,29.450125364033738,3.1748526149327,0.12921026274944325,0.01656843244487413
maxent,6,15.0,30,1.5493499300791882,3.844232177855831,0.3892736956940664,0.29759144031409995
maxent,6,30.0,60,1.8094667990808375,3.8323975014965472,0.3891802987541742,0.29759144031409995
maxent,6,60.0,120,2.356358986988198,3.8366182451158184,0.3891903519665672,0.29759144031409995
maxent,6,90.0,180,2.904804653924657,3.8351890655028047,0.3891861369626381,0.29759144031409995
maxent,6,120.0,240,3.4423732548893895,3.834249062024347,0.3891837681455681,0.29759144031409995
d-optimality,6,15.0,30,0.04180183497373946,4.013191887093657,0.3393027871049689,0.4095159494902337
d-optimality,6,30.0,60,0.05694248405052349,3.657668217688745,0.23768929488542298,0.15261581390971632
d-optimality,6,60.0,120,0.0855175478500314,3.3568479107480456,0.1732861231349279,0.013364021074932652
d-optimality,6,90.0,180,0.11994549492374063,3.229037581066496,0.14128518662369358,0.009551013905861213
d-optimality,6,120.0,240,0.1531681128544733,3.1705219831803437,0.12865129115426516,0.01656843244487413
neyman,6,15.0,30,0.12794431310612708,3.842779917189334,0.30660403411582343,0.15261581390971632
neyman,6,30.0,60,0.24505286096245982,3.67070843485662,0.24156462780303453,0.15261581390971632
neyman,6,60.0,120,0.479661947931163,3.3362380538694416,0.16876825772254742,0.013364021074932652
neyman,6,90.0,180,0.7254612639080733,3.278831688860889,0.15727968594442773,0.009551013905861213
neyman,6,120.0,240,0.9656852557964157,3.2070545256841214,0.14078197713189217,0.01656843244487413
predictive-variance,6,15.0,1,0.027571416983846575,4.081460596546728,0.4459168022565415,0.4095159494902337
predictive-variance,6,30.0,2,0.028544409986352548,4.03135433870536,0.43519207620851913,0.3406559001619426
predictive-variance,6,60.0,3,0.02951150797889568,3.979227439515831,0.4248550203912037,0.3040853020571218
predictive-variance,6,90.0,4,0.03045170198311098,3.9472562510814018,0.42433756998672834,0.3040853020571218
predictive-variance,6,120.0,44,0.05108667188324034,3.6870217170461324,0.25601576081324456,0.12329975143099373
epistemic,6,15.0,1,0.02696614299202338,4.081460596546728,0.4459168022565415,0.4095159494902337
epistemic,6,30.0,2,0.027880623994860798,4.03135433870536,0.43519207620851913,0.3406559001619426
epistemic,6,60.0,3,0.028800639003748074,3.979227439515831,0.4248550203912037,0.3040853020571218
epistemic,6,90.0,4,0.029711742012295872,3.9472562510814018,0.42433756998672834,0.3040853020571218
epistemic,6,120.0,44,0.050101358065148816,3.6870217170461324,0.25601576081324456,0.12329975143099373
thompson,6,15.0,1,0.015327505010645837,4.056968216381654,0.4455839370349972,0.3665898197541636
thompson,6,30.0,2,0.030304420011816546,4.027641904658119,0.44501278731097454,0.3665898197541636
thompson,6,60.0,3,0.04488396699889563,4.01512468733241,0.4379746681088345,0.3665898197541636
thompson,6,90.0,4,0.059495531022548676,3.965018429491041,0.42705053397112824,0.37104657217699555
thompson,6,120.0,44,0.6654232879518531,3.6684682320423767,0.2836235770900492,0.17168474737605063
uniform,6,15.0,3,5.10402605868876e-06,4.036391505313726,0.43938417747905983,0.4095159494902337
uniform,6,30.0,6,8.873001206666231e-06,3.911341321776097,0.42035471723748447,0.27026415665545
uniform,6,60.0,12,1.506597618572414e-05,3.735023690269293,0.4015945507739441,0.17109719873019755
uniform,6,90.0,18,2.0201958250254393e-05,3.654611390229231,0.3715117259633901,0.17109719873019755
uniform,6,120.0,24,2.4825974833220243e-05,3.5274818430888915,0.3278732622142892,0.13368910817613164
random,6,15.0,2,2.3361004423350096e-05,4.081850325156505,0.43131848489994573,0.3665898197541636
random,6,30.0,3,3.580300835892558e-05,4.075099008949464,0.4304046246088939,0.3665898197541636
random,6,60.0,5,5.218200385570526e-05,4.033988026813998,0.42194073071957133,0.3665898197541636
random,6,90.0,7,6.888699135743082e-05,3.99056552709407,0.41838083932552567,0.3665898197541636
random,6,120.0,17,0.00011882401304319501,3.955639436061105,0.4085851617716516,0.5125115050684663
eig@gamma-poisson,6,15.0,30,0.08403731897124089,3.8911635586016513,0.30687987150377577,0.1533286533535273
eig@gamma-poisson,6,30.0,60,0.11213857095572166,3.698221908451784,0.24374771182150037,0.12329975143099373
eig@gamma-poisson,6,60.0,120,0.1649769808864221,3.410851649351517,0.17576622531454808,0.013364021074932652
eig@gamma-poisson,6,90.0,180,0.21602025086758658,3.2695601204583173,0.14932535451807005,0.009551013905861213
eig@gamma-poisson,6,120.0,240,0.26687513673095964,3.210512354546484,0.13114517310378854,0.01656843244487413
eig@lognormal-poisson,6,15.0,30,33.16960123201716,3.852582581100465,0.3039419039068494,0.15261581390971632
eig@lognormal-poisson,6,30.0,60,33.67172516605933,3.6438886051683355,0.24046865707014256,0.15261581390971632
eig@lognormal-poisson,6,60.0,120,34.55292859507608,3.3456502371076957,0.17356570317314268,0.013364021074932652
eig@lognormal-poisson,6,90.0,180,35.30280522306566,3.2358796166134405,0.14004105746039247,0.009551013905861213
eig@lognormal-poisson,6,120.0,240,36.0235225300421,3.1889253283176147,0.12741742757058042,0.01656843244487413
eig,7,15.0,30,1.7232179950224236,3.916619701315559,0.24553991083278168,0.06784449328417355
eig,7,30.0,60,2.0324746780388523,3.7901659515636505,0.21279882291061666,0.027786278363545348
eig,7,60.0,120,2.6172701551113278,3.5779740091892656,0.1659062177969599,0.01868474209404608
eig,7,90.0,180,3.172123821103014,3.483260978405417,0.14587071332167023,0.0034938771235325555
eig,7,120.0,240,3.721482383145485,3.3712481320698267,0.11606691145400015,0.0034938771235325555
epig,7,15.0,30,8.949279859894887,3.916619701315559,0.24553991083278168,0.06784449328417355
epig,7,30.0,60,12.080501021904638,3.7901659515636505,0.21279882291061666,0.027786278363545348
epig,7,60.0,120,17.770996684994316,3.5796906996554334,0.16594019270040655,0.01868474209404608
epig,7,90.0,180,23.75807936800993,3.483260978405417,0.14587071332167023,0.0034938771235325555
epig,7,120.0,240,29.242902804049663,3.3712481320698267,0.11606691145400015,0.0034938771235325555
maxent,7,15.0,30,1.4441931350738741,4.029153254049743,0.3227883070561035,0.037127831172366205
maxent,7,30.0,60,1.6726674810342956,4.022549490181331,0.32274165961509993,0.037127831172366205
maxent,7,60.0,120,2.1237742431112565,4.021568696680352,0.32272380433089154,0.037127831172366205
maxent,7,90.0,180,2.5648959301179275,4.0174331407713355,0.32269756678770056,0.037127831172366205
maxent,7,120.0,240,2.999161751184147,4.0183392402942415,0.32270556337767486,0.037127831172366205
d-optimality,7,15.0,30,0.03845737609663047,3.9376774582724874,0.23589304945932188,0.1756845244426844
d-optimality,7,30.0,60,0.05239662402891554,3.8012414012110867,0.19637965300508353,0.07369380544586607
d-optimality,7,60.0,120,0.07805505115538836,3.586974365919128,0.1685518480836196,0.01868474209404608
d-optimality,7,90.0,180,0.10559840215137228,3.475143257213046,0.14175714334026424,0.0034938771235325555
d-optimality,7,120.0,240,0.13623367898981087,3.369189517173504,0.11516506633427408,0.0034938771235325555
neyman,7,15.0,30,0.11574715995811857,3.916619701315559,0.24553991083278168,0.06784449328417355
neyman,7,30.0,60,0.21860715694492683,3.708781670577102,0.19143740848555205,0.027786278363545348
neyman,7,60.0,120,0.42679496289929375,3.623855226368805,0.17196303115939976,0.0034938771235325555
neyman,7,90.0,180,0.6427530028740875,3.4664037212243515,0.14094196937788106,0.0034938771235325555
neyman,7,120.0,240,0.8781116998870857,3.3464244196938764,0.11833923576011239,0.0034938771235325555
predictive-variance,7,15.0,1,0.024812653980916366,4.159205574362623,0.3366435418915639,0.1756845244426844
predictive-variance,7,30.0,2,0.02570476898108609,4.121545622272561,0.33528912918889536,0.1756845244426844
predictive-variance,7,60.0,3,0.026666701975045726,4.095005637075823,0.33493767565532745,0.22301425861891208
predictive-variance,7,90.0,4,0.0276066139631439,4.079186454043614,0.33478502378997427,0.22301425861891208
predictive-variance,7,120.0,44,0.047007227956783026,3.745206270009046,0.21400395524660906,0.02193696620185284
epistemic,7,15.0,1,0.024763135006651282,4.159205574362623,0.3366435418915639,0.1756845244426844
epistemic,7,30.0,2,0.025613505014916882,4.121545622272561,0.33528912918889536,0.1756845244426844
epistemic,7,60.0,3,0.02646292300778441,4.095005637075823,0.33493767565532745,0.22301425861891208
epistemic,7,90.0,4,0.02732723898952827,4.079186454043614,0.33478502378997427,0.22301425861891208
epistemic,7,120.0,44,0.0460193109465763,3.745206270009046,0.21400395524660906,0.02193696620185284
thompson,7,15.0,1,0.013953891000710428,4.1478159967375765,0.33527882262183734,0.1756845244426844
thompson,7,30.0,2,0.028021642996463925,4.1170620884290186,0.3352755825890042,0.1756845244426844
thompson,7,60.0,3,0.042079150007339194,4.117035674188775,0.3352755876946684,0.1756845244426844
thompson,7,90.0,4,0.05549465399235487,4.102175605365043,0.3269949984615943,0.1756845244426844
thompson,7,120.0,44,0.6197167760401499,3.934174319881206,0.2607094946592008,0.08354053852074529
uniform,7,15.0,3,5.1000097300857306e-06,4.135289973467578,0.3213910666175812,0.25285540585433075
uniform,7,30.0,6,8.873030310496688e-06,4.085160269126889,0.3188936905774543,0.25285540585433075
uniform,7,60.0,12,1.531600719317794e-05,3.884252011251705,0.28293821962175375,0.16071141993239166
uniform,7,90.0,18,2.0097970264032483e-05,3.783140050940549,0.2614050128436124,0.16071141993239166
uniform,7,120.0,24,2.5026994990184903e-05,3.6661652277585746,0.2512405400281814,0.130870272696973
random,7,15.0,1,1.7954997019842267e-05,4.164856296883634,0.3363838109559961,0.1756845244426844
random,7,30.0,2,2.9274990083649755e-05,4.152504939159885,0.3284770491890911,0.1756845244426844
random,7,60.0,8,5.957798566669226e-05,4.034892156449438,0.3081523592563479,0.07443900225124603
random,7,90.0,10,7.536498014815152e-05,3.966799292980408,0.30080163491516354,0.060165164108581255
random,7,120.0,13,9.45909705478698e-05,3.9589165420493906,0.29658731257611476,0.060165164108581255
eig@gamma-poisson,7,15.0,30,0.07964151998749003,4.007718582864758,0.25940905771194794,0.06784449328417355
eig@gamma-poisson,7,30.0,60,0.10601717201643623,3.8422130219343504,0.22294174561479188,0.027786278363545348
eig@gamma-poisson,7,60.0,120,0.15556694500264712,3.6559897302466937,0.18697357200848208,0.01868474209404608
eig@gamma-poisson,7,90.0,180,0.2065759000252001,3.4873994229348035,0.14525389776804412,0.0034938771235325555
eig@gamma-poisson,7,120.0,240,0.25422675610752776,3.440330003655958,0.1319992296884983,0.0034938771235325555
eig@lognormal-poisson,7,15.0,30,32.12815616300213,3.93814232730438,0.2451266999372966,0.06784449328417355
eig@lognormal-poisson,7,30.0,60,32.684615272970404,3.8030286771602166,0.21566435966064484,0.027786278363545348
eig@lognormal-poisson,7,60.0,120,33.6034250180528,3.60029125942147,0.17381926494335728,0.01868474209404608
eig@lognormal-poisson,7,90.0,180,34.40842449889169,3.49314327563977,0.14588792148514948,0.0034938771235325555
eig@lognormal-poisson,7,120.0,240,35.185475328034954,3.3928029648931814,0.11831486167808272,0.0034938771235325555
eig,8,15.0,30,1.7398001299006864,3.795363231831619,0.2609310272239799,0.038068667614190636
eig,8,30.0,60,2.039464966976084,3.668896478820099,0.22340534400829032,0.03806866761419048
eig,8,60.0,120,2.628360627917573,3.541991027538055,0.17762194244421137,-1.5841322871779957e-16
eig,8,90.0,180,3.1813165199710056,3.3741295955439434,0.13482597924753892,-1.5841322871779957e-16
eig,8,120.0,240,3.73542790391366,3.302603038435258,0.11746659676497727,-1.5841322871779957e-16
epig,8,15.0,30,9.052375016908627,3.795363231831619,0.2609310272239799,0.038068667614190636
epig,8,30.0,60,12.216640068858396,3.668896478820099,0.22340534400829032,0.03806866761419048
epig,8,60.0,120,18.007466761860996,3.540928308038018,0.17755822968884608,-1.5841322871779957e-16
epig,8,90.0,180,23.92804345698096,3.3741295955439434,0.13482597924753892,-1.5841322871779957e-16
epig,8,120.0,240,29.775719179975567,3.302603038435258,0.11746659676497727,-1.5841322871779957e-16
maxent,8,15.0,30,1.7329528930713423,4.034041274114202,0.37002585260028026,0.22570459549090097
maxent,8,30.0,60,1.9837537759740371,4.030716881467695,0.37004446087135573,0.22570459549090097
maxent,8,60.0,120,2.5851078628911637,4.027300872660143,0.37003112476707256,0.22570459549090097
maxent,8,90.0,180,3.1792772007756867,4.020192231845962,0.3699747760684061,0.22570459549090097
maxent,8,120.0,240,3.779817359696608,4.02043290880106,0.3699746420614311,0.22570459549090097
d-optimality,8,15.0,30,0.04685234898352064,3.928457912557537,0.2857454241944064,0.23389036591143433
d-optimality,8,30.0,60,0.06370980199426413,3.7305597088439697,0.22991086559361015,0.038068667614190636
d-optimality,8,60.0,120,0.09587742693838663,3.5234205566265615,0.16553741310450856,0.06330853050190895
d-optimality,8,90.0,180,0.1323969958757516,3.3799429527865334,0.13761799824125379,-1.5841322871779957e-16
d-optimality,8,120.0,240,0.16759120376082137,3.3113082110476353,0.12050925187811819,-1.5841322871779957e-16
neyman,8,15.0,30,0.1428050751273986,3.795363231831619,0.2609310272239799,0.038068667614190636
neyman,8,30.0,60,0.2687465212366078,3.7834538747939193,0.23430635742189296,0.03806866761419048
neyman,8,60.0,120,0.5240051641885657,3.6092380338614483,0.1871841393869068,-1.5841322871779957e-16
neyman,8,90.0,180,0.7964240580913611,3.386982708303067,0.14063207148533663,-1.5841322871779957e-16
neyman,8,120.0,240,1.080315633182181,3.296898039898835,0.1306613682658729,-1.5841322871779957e-16
predictive-variance,8,15.0,1,0.02966480900067836,4.195795688702051,0.4019875825718416,0.237227879497255
predictive-variance,8,30.0,2,0.030661152995890006,4.156207888533552,0.39571411137392465,0.2191404843519214
predictive-variance,8,60.0,3,0.03167727397521958,4.130582205606057,0.39555384178356856,0.2191404843519214
predictive-variance,8,90.0,4,0.03270898497430608,4.102158016294028,0.3909021222505445,0.23690365911434377
predictive-variance,8,120.0,44,0.0551245829265099,3.7028512230712973,0.2362559716124608,0.03806866761419048
epistemic,8,15.0,1,0.029671957017853856,4.195795688702051,0.4019875825718416,0.237227879497255
epistemic,8,30.0,2,0.030651455017505214,4.156207888533552,0.39571411137392465,0.2191404843519214
epistemic,8,60.0,3,0.031728803005535156,4.130582205606057,0.39555384178356856,0.2191404843519214
epistemic,8,90.0,4,0.032745142991188914,4.102158016294028,0.3909021222505445,0.23690365911434377
epistemic,8,120.0,44,0.05488947289995849,3.7028512230712973,0.2362559716124608,0.03806866761419048
thompson,8,15.0,1,0.016460088023450226,4.199023046498331,0.4023697515705566,0.237227879497255
thompson,8,30.0,2,0.03261006803950295,4.172603201151887,0.4017713148941859,0.237227879497255
thompson,8,60.0,3,0.05022989201825112,4.154157560394446,0.39403392219304473,0.237227879497255
thompson,8,90.0,4,0.06632745001115836,4.089662367687761,0.37886513693602814,0.20294273054092463
thompson,8,120.0,44,0.7115765530033968,3.8720252983540413,0.29811281368659764,0.08041462531003529
uniform,8,15.0,3,6.744026904925704e-06,4.170763414218837,0.39560328478363316,0.237227879497255
uniform,8,30.0,6,1.1536030797287822e-05,4.101630863590717,0.38796388031930457,0.2191404843519214
uniform,8,60.0,12,1.8090067896991968e-05,3.9903116195605643,0.35897838044815117,0.2191404843519214
uniform,8,90.0,18,2.3646076442673802e-05,3.9090309663663376,0.3315849763444802,0.23690365911434377
uniform,8,120.0,24,2.9251037631183863e-05,3.750216399219705,0.2822101834054672,0.19771039210768326
random,8,15.0,6,8.601800072938204e-05,4.135651053471269,0.3828029192733715,0.2191404843519214
random,8,30.0,6,8.601800072938204e-05,4.135651053471269,0.3828029192733715,0.2191404843519214
random,8,60.0,9,0.00012213902664370835,4.0652726710825995,0.35647387009171083,0.2191404843519214
random,8,90.0,15,0.00015899896970950067,4.034999600734932,0.3568732924424154,0.2191404843519214
random,8,120.0,27,0.0002239349123556167,3.919267288540945,0.3454368414504537,0.2484269431206978
eig@gamma-poisson,8,15.0,30,0.09417614003177732,3.8537900743005573,0.2665912327380438,0.038068667614190636
eig@gamma-poisson,8,30.0,60,0.12561455808463506,3.7715144130052143,0.23906765003965416,0.03806866761419048
eig@gamma-poisson,8,60.0,120,0.18466170618194155,3.6215243030065074,0.18446342378760897,0.06330853050190895
eig@gamma-poisson,8,90.0,180,0.24234336923109367,3.421801870394044,0.14536710259616087,-1.5841322871779957e-16
eig@gamma-poisson,8,120.0,240,0.29817735112737864,3.338348832048712,0.12076871942081173,-1.5841322871779957e-16
eig@lognormal-poisson,8,15.0,30,35.39264515598188,3.8072306222923094,0.25761994831376084,0.038068667614190636
eig@lognormal-poisson,8,30.0,60,35.9624616309884,3.7035555230669495,0.2305386758277823,0.03806866761419048
eig@lognormal-poisson,8,60.0,120,36.841484253905946,3.549404611768607,0.16976835546524344,0.06330853050190895
eig@lognormal-poisson,8,90.0,180,37.62545547593618,3.421492678139925,0.14109962442296653,-1.5841322871779957e-16
eig@lognormal-poisson,8,120.0,240,38.35167584690498,3.3047244299562544,0.11818214753447313,-1.5841322871779957e-16
eig,9,15.0,30,1.6764660820772406,3.9214543402145856,0.2761254187102213,0.03544535659808863
eig,9,30.0,60,1.9735350820992608,3.7726575452556346,0.2146983710328316,0.03544535659808863
eig,9,60.0,120,2.545794544130331,3.5689882504681196,0.1670567027771848,0.004375578456739361
eig,9,90.0,180,3.082767455285648,3.515318673677894,0.1532542995420365,0.010709175869122888
eig,9,120.0,240,3.6188427151937503,3.383064955590219,0.1315328872564716,1.527593901085591e-16
epig,9,15.0,30,8.741952632903121,3.9214543402145856,0.2761254187102213,0.03544535659808863
epig,9,30.0,60,11.760859231988434,3.7726575452556346,0.2146983710328316,0.03544535659808863
epig,9,60.0,120,17.364807595004095,3.5689882504681196,0.1670567027771848,0.004375578456739361
epig,9,90.0,180,23.304312995052896,3.515318673677894,0.1532542995420365,0.010709175869122888
epig,9,120.0,240,28.762717722944217,3.383064955590219,0.1315328872564716,1.527593901085591e-16
maxent,9,15.0,30,1.4338370410259813,4.218055285474846,0.3729756413058107,0.5379189209235529
maxent,9,30.0,60,1.6861302370671183,4.212461033503635,0.37292679064277573,0.5379189209235529
maxent,9,60.0,120,2.186970176117029,4.211365972628591,0.3729186910510399,0.5379189209235529
maxent,9,90.0,180,2.6790158382209484,4.211151899059239,0.37291158913231737,0.5379189209235529
maxent,9,120.0,240,3.1758055002137553,4.210881621091363,0.3729114693710616,0.5379189209235529
d-optimality,9,15.0,30,0.04673811496468261,3.9831689681188114,0.29010293190398423,0.28150491735257355
d-optimality,9,30.0,60,0.06104825297370553,3.7821542020893753,0.21816696892092438,0.004375578456739209
d-optimality,9,60.0,120,0.08866943483008072,3.558178240577955,0.16290623360472206,0.004375578456739209
d-optimality,9,90.0,180,0.11667290568584576,3.5119419193029997,0.14997248675960315,0.010709175869122888
d-optimality,9,120.0,240,0.14639995869947597,3.3853047674729217,0.13293777638079454,1.527593901085591e-16
neyman,9,15.0,30,0.11916425701929256,3.9214543402145856,0.2761254187102213,0.03544535659808863
neyman,9,30.0,60,0.2282322508690413,3.750983452135214,0.2162511451474093,0.004375578456739209
neyman,9,60.0,120,0.44271477399161085,3.6206818794279365,0.17648099145525767,0.004375578456739361
neyman,9,90.0,180,0.6680549039447214,3.5364516863474003,0.16247471726607726,0.010709175869122888
neyman,9,120.0,240,0.8963453489996027,3.395818669142436,0.13595895053238885,1.527593901085591e-16
predictive-variance,9,15.0,1,0.02577408801880665,4.316731732808822,0.4056432101672445,0.5070689160325366
predictive-variance,9,30.0,2,0.026643791992682964,4.2615682079120125,0.39252931790583606,0.4986579266175559
predictive-variance,9,60.0,3,0.02751667599659413,4.23561010262545,0.39152707532402337,0.4986579266175559
predictive-variance,9,90.0,4,0.02848315000301227,4.207300074653382,0.391188025772343,0.4986579266175559
predictive-variance,9,120.0,44,0.047881872073048726,3.7266581257497577,0.2204507309534467,0.03544535659808863
epistemic,9,15.0,1,0.025360355008160695,4.316731732808822,0.4056432101672445,0.5070689160325366
epistemic,9,30.0,2,0.026236275996780023,4.2615682079120125,0.39252931790583606,0.4986579266175559
epistemic,9,60.0,3,0.027133111987495795,4.23561010262545,0.39152707532402337,0.4986579266175559
