policy,env,spent,rounds,decide_seconds,nlpd,flux_dex,topm_regret
epistemic,9,90.0,4,0.028008071007207036,4.207300074653382,0.391188025772343,0.4986579266175559
epistemic,9,120.0,44,0.047334690956631675,3.7266581257497577,0.2204507309534467,0.03544535659808863
thompson,9,15.0,1,0.01468796402332373,4.346757172742051,0.41283136116550795,0.5463299103385336
thompson,9,30.0,2,0.02939655602676794,4.296115672813329,0.40472049855252207,0.5463299103385336
thompson,9,60.0,3,0.04285135501413606,4.263919790929467,0.39672212110843785,0.5070689160325366
thompson,9,90.0,4,0.05660494902986102,4.208756266032657,0.383303134395757,0.4940289827653484
thompson,9,120.0,44,0.6235166491242126,3.943896599892368,0.2838342497311453,0.18962212330305925
uniform,9,15.0,3,5.938985850661993e-06,4.277693120829618,0.39362876024702126,0.5070689160325366
uniform,9,30.0,6,1.0059971828013659e-05,4.14444326039214,0.368865293715435,0.35779977361581555
uniform,9,60.0,12,1.5672994777560234e-05,4.026517551164268,0.3638675088050759,0.3970607679218126
uniform,9,90.0,18,2.018202212639153e-05,3.918398366465297,0.33812307583049517,0.3970607679218126
uniform,9,120.0,24,2.4648092221468687e-05,3.687772860002036,0.2947780222679876,0.1951600437289109
random,9,15.0,3,2.5968998670578003e-05,4.308839106856509,0.39221777836984184,0.4986579266175559
random,9,30.0,4,3.723098780028522e-05,4.288283127220184,0.39222875961941805,0.4986579266175559
random,9,60.0,6,5.1772978622466326e-05,4.238919394366146,0.3915461338850711,0.4986579266175559
random,9,90.0,7,6.221496732905507e-05,4.192055718593017,0.3829962421630528,0.4986579266175559
random,9,120.0,25,0.00014092508354224265,3.973101773555866,0.33468427098757914,0.1951600437289109
eig@gamma-poisson,9,15.0,30,0.08028912293957546,3.979496233013078,0.2830627740919516,0.03544535659808863
eig@gamma-poisson,9,30.0,60,0.10672410108963959,3.8269124762201527,0.2253928569409688,0.03544535659808863
eig@gamma-poisson,9,60.0,120,0.15655582104227506,3.5836134633258196,0.16676452611141068,0.004375578456739209
eig@gamma-poisson,9,90.0,180,0.20516611720086075,3.528631361646481,0.16068655989258118,0.010709175869122888
eig@gamma-poisson,9,120.0,240,0.25311572817736305,3.4038833688833505,0.13531130650539067,0.010709175869122888
eig@lognormal-poisson,9,15.0,30,31.920826150890207,3.9284313386121763,0.2716274450166622,0.03544535659808863
eig@lognormal-poisson,9,30.0,60,32.47976271691732,3.7571981530237757,0.21406783368869958,0.03544535659808863
eig@lognormal-poisson,9,60.0,120,33.406481733953115,3.564422862971289,0.16413889841971255,0.004375578456739209
eig@lognormal-poisson,9,90.0,180,34.22204726515338,3.503916309371668,0.148308772912929,0.010709175869122888
eig@lognormal-poisson,9,120.0,240,34.97713108023163,3.3910415788768518,0.13433338871809686,0.010709175869122888
eig,10,15.0,30,1.7761493299622089,4.0308345213164065,0.28624002459926345,0.09418252612662198
eig,10,30.0,60,2.081381928990595,3.8426564805638854,0.24226261901272458,0.040339828224037186
eig,10,60.0,120,2.688729736051755,3.5480065749809504,0.1653246487391409,0.03836667125383496
eig,10,90.0,180,3.276981326227542,3.443125973237716,0.14952647398645155,0.005541029522475659
eig,10,120.0,240,3.8517966051585972,3.3968551362946564,0.13898085696689505,0.02563889810819766
epig,10,15.0,30,8.98927445692243,4.0308345213164065,0.28624002459926345,0.09418252612662198
epig,10,30.0,60,12.224221106967889,3.8426564805638854,0.24226261901272458,0.040339828224037186
epig,10,60.0,120,18.107700031891,3.5669353526632404,0.16618057787664187,0.03836667125383496
epig,10,90.0,180,24.34730006090831,3.443125973237716,0.14952647398645155,0.005541029522475659
epig,10,120.0,240,30.076569249882596,3.4031255932359095,0.1410976027040504,0.02563889810819789
maxent,10,15.0,30,1.4831092171079945,4.294335267670513,0.4224360638318473,0.5055210348651777
maxent,10,30.0,60,1.725528353214031,4.291737958860938,0.422425893301393,0.5055210348651777
maxent,10,60.0,120,2.2147307962877676,4.292637919920325,0.4224302022349429,0.5055210348651777
maxent,10,90.0,180,2.686711392190773,4.290481969163607,0.4224211822750176,0.5055210348651777
maxent,10,120.0,240,3.1482337430643383,4.2901944359882735,0.4224193698397074,0.5055210348651777
d-optimality,10,15.0,30,0.03830624994589016,4.129084743329552,0.31971398957001784,0.19367832886758998
d-optimality,10,30.0,60,0.053680873912526295,3.7474055136598587,0.20422885828145473,0.05617405875353137
d-optimality,10,60.0,120,0.08095517588662915,3.5938930120359487,0.16780007855596324,0.03836667125383496
d-optimality,10,90.0,180,0.1118152198032476,3.497918340571973,0.16368831836458733,0.005541029522475775
d-optimality,10,120.0,240,0.1417354566801805,3.4034049409887452,0.1381639970679025,0.02563889810819766
neyman,10,15.0,30,0.11621396505506709,4.043859888759456,0.2867522208673018,0.09418252612662198
neyman,10,30.0,60,0.22468962194398046,3.816606579984773,0.223195622159319,0.040339828224037186
neyman,10,60.0,120,0.4477591010509059,3.575388445551544,0.1824551165069219,0.005541029522475659
neyman,10,90.0,180,0.673612745187711,3.464182763933247,0.16410774881367593,0.02563889810819766
neyman,10,120.0,240,0.9110501352406573,3.409990870847589,0.1512924304993847,0.005541029522475659
predictive-variance,10,15.0,1,0.024954108987003565,4.483498389991432,0.4596610361811347,0.5971744796936852
predictive-variance,10,30.0,2,0.025832566985627636,4.423753070293607,0.446841179890919,0.5653366306978701
predictive-variance,10,60.0,3,0.026719932968262583,4.393082568532247,0.4450899055870102,0.529404531582654
predictive-variance,10,90.0,4,0.027576447959290817,4.371254370125659,0.4446645378653712,0.5294045315826541
predictive-variance,10,120.0,44,0.046780750970356166,3.838520439255402,0.2530766073975234,0.020241959638315186
epistemic,10,15.0,1,0.025112162984441966,4.483498389991432,0.4596610361811347,0.5971744796936852
epistemic,10,30.0,2,0.02598804997978732,4.423753070293607,0.446841179890919,0.5653366306978701
epistemic,10,60.0,3,0.026857399963773787,4.393082568532247,0.4450899055870102,0.529404531582654
epistemic,10,90.0,4,0.027729937952244654,4.371254370125659,0.4446645378653712,0.5294045315826541
epistemic,10,120.0,44,0.046680525003466755,3.838520439255402,0.2530766073975234,0.020241959638315186
thompson,10,15.0,1,0.017440380004700273,4.47214548213071,0.45793246414643807,0.5612423805784689
thompson,10,30.0,2,0.03101182298269123,4.443241112798078,0.45660697624209534,0.5612423805784689
thompson,10,60.0,3,0.04483478399924934,4.396645005195704,0.44513955111532516,0.5307155982611934
thompson,10,90.0,4,0.05880077098845504,4.384624802991163,0.44194900494055983,0.5307155982611934
thompson,10,120.0,44,0.6035185270593502,3.9848717435114174,0.33436691906806926,0.0783482955971278
uniform,10,15.0,3,4.569970769807696e-06,4.410234173050342,0.4496055390645598,0.44407846486363967
uniform,10,30.0,6,8.328963303938508e-06,4.349299227136114,0.42921101633561815,0.44054163664769735
uniform,10,60.0,12,1.4633988030254841e-05,4.2328740932706905,0.38941125397700793,0.4374351792638405
uniform,10,90.0,18,1.9140017684549093e-05,4.078043834865528,0.36929600651564437,0.32457221956886007
uniform,10,120.0,24,2.4918030248954892e-05,3.983896260871532,0.34824822229514896,0.3245722195688602
random,10,15.0,2,2.2280990378931165e-05,4.463917333347815,0.4454387158446236,0.5360478171824532
random,10,30.0,2,2.2280990378931165e-05,4.463917333347815,0.4454387158446236,0.5360478171824532
random,10,60.0,6,4.777198773808777e-05,4.395145812277206,0.4265548660619853,0.48700946305845405
random,10,90.0,8,6.245396798476577e-05,4.378019288888926,0.4272583719821356,0.48700946305845405
random,10,120.0,16,0.00010095501784235239,4.254267572685546,0.3841778347172603,0.4631404563962666
eig@gamma-poisson,10,15.0,30,0.08030846295878291,4.0778283665302135,0.28875239069162306,0.09418252612662198
eig@gamma-poisson,10,30.0,60,0.10705238083028235,3.952944708136799,0.25531246216416886,0.040339828224037186
eig@gamma-poisson,10,60.0,120,0.1573840048222337,3.689413873713138,0.18138329784867774,0.020241959638315186
eig@gamma-poisson,10,90.0,180,0.20592251981724985,3.5663782691084935,0.1645413864614267,0.005541029522475659
eig@gamma-poisson,10,120.0,240,0.25421196880051866,3.4313204781517057,0.13795969343010261,0.02563889810819766
eig@lognormal-poisson,10,15.0,30,32.024244920001365,4.056249930258466,0.2866979522922134,0.09418252612662198
eig@lognormal-poisson,10,30.0,60,32.59694264890277,3.881777610826314,0.2441281335665517,0.040339828224037186
eig@lognormal-poisson,10,60.0,120,33.53790661194944,3.5988371716832854,0.17366224399570293,0.03836667125383496
eig@lognormal-poisson,10,90.0,180,34.38844448712189,3.5043123883213974,0.16130770293434957,0.005541029522475659
eig@lognormal-poisson,10,120.0,240,35.17561808414757,3.429856199959899,0.14404623672458663,0.005541029522475659
eig,11,15.0,30,1.7669781850709114,4.08578713492583,0.332204096731397,0.2943335118547897
eig,11,30.0,60,2.0706618079566397,3.896430980070839,0.2771008770202149,0.16896238022175253
eig,11,60.0,120,2.6597536859917454,3.4582555801523136,0.16829874612428922,0.023164606432562195
eig,11,90.0,180,3.223947739985306,3.292597216995189,0.1396345219214396,0.03133775294560392
eig,11,120.0,240,3.781741186976433,3.2842749120529944,0.1358859517768131,0.012352719798511906
epig,11,15.0,30,8.84157520905137,4.08578713492583,0.332204096731397,0.2943335118547897
epig,11,30.0,60,11.817502827121643,3.896430980070839,0.2771008770202149,0.16896238022175253
epig,11,60.0,120,17.384484443085967,3.4582555801523136,0.16829874612428922,0.023164606432562195
epig,11,90.0,180,23.171604125091108,3.2910812434649372,0.13939391767828618,0.03133775294560392
epig,11,120.0,240,28.45257168705575,3.2842749120529944,0.1358859517768131,0.012352719798511906
maxent,11,15.0,30,1.4614732369664125,4.159130141999289,0.3926375208261837,0.5180855021277827
maxent,11,30.0,60,1.7012648039963096,4.157973393266459,0.3926353930128232,0.5180855021277827
maxent,11,60.0,120,2.190450743888505,4.15762413818668,0.39263485208878607,0.5180855021277827
maxent,11,90.0,180,2.6605678127671126,4.155369684813609,0.3926340426741823,0.5180855021277827
maxent,11,120.0,240,3.1351982549822424,4.1585982244266715,0.39263655632025385,0.5180855021277827
d-optimality,11,15.0,30,0.04137230891501531,4.254998270992885,0.361693322153105,0.3226919346900963
d-optimality,11,30.0,60,0.055251728859730065,3.853710796212701,0.25146215738357214,0.16304656515068175
d-optimality,11,60.0,120,0.08136915980139747,3.4656241977209135,0.16908526700928306,0.023164606432562195
d-optimality,11,90.0,180,0.10895305871963501,3.3168491314909994,0.14462396299310237,0.03133775294560392
d-optimality,11,120.0,240,0.13762733474140987,3.287307574366608,0.136316561774136,0.012352719798511906
neyman,11,15.0,30,0.11699416392366402,4.08578713492583,0.332204096731397,0.2943335118547897
neyman,11,30.0,60,0.2232365729578305,3.879910220770648,0.2542872161593262,0.19963284891294897
neyman,11,60.0,120,0.42816420196322724,3.513561634062421,0.17847581268917992,0.023164606432562195
neyman,11,90.0,180,0.6315095758764073,3.3271253245821275,0.1423809205521942,0.04302318848970854
neyman,11,120.0,240,0.8462981898628641,3.339393775533825,0.13764413371696546,0.012352719798511906
predictive-variance,11,15.0,1,0.02613305501290597,4.35590609699539,0.4386700684730622,0.5113267521639695
predictive-variance,11,30.0,2,0.02717413502978161,4.329056617177501,0.4331672808483867,0.5270732854702834
predictive-variance,11,60.0,3,0.02810591401066631,4.308193101462157,0.43183034624715255,0.5270732854702834
predictive-variance,11,90.0,4,0.029042929032584652,4.279277954009406,0.42749229628312563,0.4708988796572388
predictive-variance,11,120.0,44,0.048747735942015424,3.9480034847894907,0.28703008680124753,0.25883333815823745
epistemic,11,15.0,1,0.028926766011863947,4.35590609699539,0.4386700684730622,0.5113267521639695
epistemic,11,30.0,2,0.02982763302861713,4.329056617177501,0.4331672808483867,0.5270732854702834
epistemic,11,60.0,3,0.03070474401465617,4.308193101462157,0.43183034624715255,0.5270732854702834
epistemic,11,90.0,4,0.03158509702188894,4.279277954009406,0.42749229628312563,0.4708988796572388
epistemic,11,120.0,44,0.05019798409193754,3.9480034847894907,0.28703008680124753,0.25883333815823745
thompson,11,15.0,1,0.014310858998214826,4.357682394350295,0.44818137807305214,0.5069417103320498
thompson,11,30.0,2,0.028920712997205555,4.337654805736398,0.44587183955834514,0.5069417103320498
thompson,11,60.0,3,0.04353122299653478,4.3167912900210546,0.44457311215759915,0.5643017398604637
thompson,11,90.0,4,0.05760796499089338,4.254575446038784,0.43127165033811055,0.5591821787337521
thompson,11,120.0,44,0.6202523639949504,3.927997541229439,0.3223941615717244,0.21430528616506953
uniform,11,15.0,3,4.824018105864525e-06,4.260286120843457,0.42806190399964145,0.3226919346900963
uniform,11,30.0,6,8.148024789988995e-06,4.11938407645379,0.4103996353000038,0.34355802912312194
uniform,11,60.0,12,1.3962970115244389e-05,3.960599425583554,0.39627778994746343,0.39579849752482404
uniform,11,90.0,18,1.869292464107275e-05,3.8160467088305743,0.3672841106007676,0.32543742581709756
uniform,11,120.0,24,2.3652886739000678e-05,3.6985086900631416,0.3269051916102621,0.23169658107286564
random,11,15.0,2,2.2752996301278472e-05,4.371834551488263,0.4412066425441877,0.5069417103320498
random,11,30.0,3,3.363698488101363e-05,4.362947466997046,0.4347660267378142,0.5069417103320498
random,11,60.0,6,5.285697989165783e-05,4.348854444973128,0.43035071521513196,0.5069417103320498
random,11,90.0,9,7.255797390826046e-05,4.231590530150592,0.4045855617194466,0.34566851460498504
random,11,120.0,20,0.00012225497630424798,4.031174261213001,0.3572873189943059,0.4570504154242538
eig@gamma-poisson,11,15.0,30,0.07975445702322759,4.142574808164227,0.33340047644980564,0.22900580435978346
eig@gamma-poisson,11,30.0,60,0.10587079304968938,3.9638415491207097,0.28675941727385484,0.16896238022175253
eig@gamma-poisson,11,60.0,120,0.155491910118144,3.596409414720604,0.19463580914737358,0.131902049619315
eig@gamma-poisson,11,90.0,180,0.20346933012478985,3.415104773243087,0.1623169485102464,0.015367802449121412
eig@gamma-poisson,11,120.0,240,0.25046869897050783,3.280332137039821,0.12817094228294304,0.03538415887444624
eig@lognormal-poisson,11,15.0,30,31.075219646008918,4.108775626753426,0.3278614135182489,0.22900580435978346
eig@lognormal-poisson,11,30.0,60,31.59629913282697,3.9318644046161713,0.27919836982836194,0.16896238022175253
eig@lognormal-poisson,11,60.0,120,32.488956759654684,3.494256091935122,0.1797914776446011,0.023164606432562195
eig@lognormal-poisson,11,90.0,180,33.29028143652249,3.3671190599953724,0.15270273846337687,0.03133775294560412
eig@lognormal-poisson,11,120.0,240,34.025961234467104,3.2405272517372734,0.12299322988636965,0.012352719798511906
eig,12,15.0,30,1.751739971950883,4.100009360625781,0.3138329666998653,0.09887747857830766
eig,12,30.0,60,2.06211765401531,3.845642871971844,0.23934577874920615,0.003657675456126906
eig,12,60.0,120,2.667769917898113,3.5632612733934024,0.16995822312094572,0.003657675456126906
eig,12,90.0,180,3.2284855908656027,3.5071841878106724,0.15735478720748994,0.0
eig,12,120.0,240,3.789421718887752,3.4151157378628447,0.13529395992389906,0.0
epig,12,15.0,30,9.001747782953316,4.100009360625781,0.3138329666998653,0.09887747857830766
epig,12,30.0,60,12.173469802975887,3.845642871971844,0.23934577874920615,0.003657675456126906
epig,12,60.0,120,17.983804760995554,3.5632612733934024,0.16995822312094572,0.003657675456126906
epig,12,90.0,180,23.911222991067916,3.518457583703631,0.16000366592252124,0.0
epig,12,120.0,240,29.436969450238394,3.408747303782983,0.13298061227673025,0.0
maxent,12,15.0,30,1.4747950930614024,4.216132965896478,0.37373530444812736,0.15874972877910623
maxent,12,30.0,60,1.7068643939273898,4.215189272716928,0.37372403583334995,0.15874972877910623
maxent,12,60.0,120,2.178449436905794,4.215731002562207,0.3737245130628467,0.15874972877910623
maxent,12,90.0,180,2.643223342834972,4.21657052563278,0.37372560375464725,0.15874972877910623
maxent,12,120.0,240,3.1020448108029086,4.216264293303481,0.3737251720696011,0.15874972877910623
d-optimality,12,15.0,30,0.038753039989387617,4.098686945284309,0.304530908319127,0.13670422838131566
d-optimality,12,30.0,60,0.05275180598255247,3.8729808663946446,0.2364995748548769,0.09887747857830766
d-optimality,12,60.0,120,0.0792232061503455,3.5497282197936904,0.1601209082333104,0.003657675456126906
d-optimality,12,90.0,180,0.10743093909695745,3.484053473567794,0.1512633348979817,0.0
d-optimality,12,120.0,240,0.1390512361540459,3.421471804569915,0.13676650837720444,0.0
neyman,12,15.0,30,0.11625093687325716,4.100009360625781,0.3138329666998653,0.09887747857830766
neyman,12,30.0,60,0.22083409992046654,3.9061239644207775,0.2461329068745401,0.018075683000826036
neyman,12,60.0,120,0.4376297219423577,3.571513633822063,0.18021252097863183,0.003657675456126906
neyman,12,90.0,180,0.6640130530577153,3.4519842491049952,0.15295159088528,0.0
neyman,12,120.0,240,0.8966083288833033,3.500700969087448,0.15712097132002928,0.0
predictive-variance,12,15.0,1,0.025843754992820323,4.253705686534919,0.39360883228755406,0.18725076227345916
predictive-variance,12,30.0,2,0.026764391019241884,4.206630733012127,0.39185462169632146,0.18725076227345916
predictive-variance,12,60.0,3,0.02768793801078573,4.185401738374988,0.39185416818933727,0.18725076227345916
predictive-variance,12,90.0,4,0.02867321702069603,4.130868238121688,0.3797545449111972,0.19703155869220126
predictive-variance,12,120.0,44,0.04943015199387446,3.870859211166825,0.26176637442256917,0.018075683000826036
epistemic,12,15.0,1,0.02494122600182891,4.253705686534919,0.39360883228755406,0.18725076227345916
epistemic,12,30.0,2,0.025815831002546474,4.206630733012127,0.39185462169632146,0.18725076227345916
epistemic,12,60.0,3,0.026694261992815882,4.185401738374988,0.39185416818933727,0.18725076227345916
epistemic,12,90.0,4,0.02758658697712235,4.130868238121688,0.3797545449111972,0.19703155869220126
epistemic,12,120.0,44,0.04626096395077184,3.870859211166825,0.26176637442256917,0.018075683000826036
thompson,12,15.0,1,0.014208567998139188,4.277994292581593,0.39583497891993286,0.18725076227345927
thompson,12,30.0,2,0.02721258398378268,4.25726186686001,0.39358484457369247,0.18725076227345927
thompson,12,60.0,3,0.04001897099078633,4.2101869133372185,0.39183052659037815,0.18725076227345927
thompson,12,90.0,4,0.05373240899643861,4.182107022616587,0.39172931142707546,0.18725076227345916
thompson,12,120.0,44,0.6028186609328259,4.104378881634555,0.33249258563269524,0.09887747857830766
uniform,12,15.0,3,5.586014594882727e-06,4.2093939020819855,0.3778921441931951,0.18725076227345916
uniform,12,30.0,6,9.348994353786111e-06,4.147338282004726,0.36743539283816856,0.18725076227345916
uniform,12,60.0,12,1.5247962437570095e-05,4.047796362179099,0.354348326954559,0.27783335426968303
uniform,12,90.0,18,1.9617931684479117e-05,3.945799116741245,0.3200782957714985,0.21498638185617874
uniform,12,120.0,24,2.4221924832090735e-05,3.8822464876046543,0.3045490775795976,0.1685305251978485
random,12,15.0,6,3.8945028791204095e-05,4.154803571578976,0.3499787834247445,0.18725076227345916
random,12,30.0,6,3.8945028791204095e-05,4.154803571578976,0.3499787834247445,0.18725076227345916
random,12,60.0,7,5.019703530706465e-05,4.150324104857827,0.34973584925529183,0.18725076227345916
random,12,90.0,11,7.377605652436614e-05,4.054993135213495,0.3358268520003828,0.2145313017460916
random,12,120.0,32,0.00015933913527987897,3.903267311654042,0.2893180649249284,0.2145313017460916
eig@gamma-poisson,12,15.0,30,0.08159337099641562,4.160957303490487,0.3183617309097571,0.09887747857830766
eig@gamma-poisson,12,30.0,60,0.10803884302731603,3.903402465921401,0.24967133116413406,0.003657675456126906
eig@gamma-poisson,12,60.0,120,0.15834396294667386,3.6077799696496595,0.1676507691699932,0.003657675456126906
eig@gamma-poisson,12,90.0,180,0.2072596239449922,3.5283092854383056,0.15793267787715073,0.003657675456126906
eig@gamma-poisson,12,120.0,240,0.25579451402882114,3.462192682843502,0.13864259429950682,0.0
eig@lognormal-poisson,12,15.0,30,32.23714462199132,4.123331321716791,0.3096151528655263,0.09887747857830766
eig@lognormal-poisson,12,30.0,60,32.800974710989976,3.905817635456524,0.2529087589146463,0.003657675456126906
eig@lognormal-poisson,12,60.0,120,33.711833713925444,3.5726427225359294,0.1639444448419785,0.003657675456126906
eig@lognormal-poisson,12,90.0,180,34.535131983837346,3.5127092139675056,0.15531242278308258,0.0
eig@lognormal-poisson,12,120.0,240,35.313695877965074,3.436688746528409,0.13667191548623037,0.0
eig,13,15.0,30,1.8108206240576692,4.044687162958823,0.2859196506623415,0.07338250851264895
eig,13,30.0,60,2.118735803087475,3.8065867915681637,0.2231860881527455,0.05118418680877165
eig,13,60.0,120,2.7528832730604336,3.5568002691850595,0.15744996688649304,0.011515754176780099
eig,13,90.0,180,3.362573827034794,3.420166945205516,0.13223732079396322,0.010157328356318891
eig,13,120.0,240,3.947850833996199,3.356247278308878,0.1209579245812239,0.0
epig,13,15.0,30,9.123757316876436,4.044687162958823,0.2859196506623415,0.07338250851264895
epig,13,30.0,60,12.60819136587088,3.8065867915681637,0.2231860881527455,0.05118418680877165
epig,13,60.0,120,18.925913092913106,3.5455922012584,0.15993451049446172,0.011515754176780099
epig,13,90.0,180,25.296117619029246,3.4210523574510305,0.13234029427942906,0.010157328356318891
epig,13,120.0,240,31.453436103096465,3.3571121492210505,0.12136289482198416,0.0
maxent,13,15.0,30,1.4963641099748202,4.224132947597133,0.4103079753547085,0.17996267239150324
maxent,13,30.0,60,1.7362433289818,4.219297578000844,0.41029410837616326,0.17996267239150324
maxent,13,60.0,120,2.2147552790411282,4.2214560226516,0.41029790723960313,0.17996267239150324
maxent,13,90.0,180,2.691622098092921,4.22162922252437,0.41030153747484344,0.17996267239150324
maxent,13,120.0,240,3.169401654129615,4.226103818821623,0.41030955995379814,0.17996267239150324
d-optimality,13,15.0,30,0.03967137789004482,4.016406585271048,0.2402127878139067,0.21601475043731713
d-optimality,13,30.0,60,0.05392844777088612,3.7872724243513503,0.2012024688784574,0.07474093433311037
d-optimality,13,60.0,120,0.08353536381036974,3.6089236393126622,0.15916754392300994,0.011515754176780099
d-optimality,13,90.0,180,0.11679854476824403,3.40537541200054,0.12657415420956852,0.010157328356318891
d-optimality,13,120.0,240,0.1500055137439631,3.330552234550074,0.1155666645907305,0.0
neyman,13,15.0,30,0.11933159700129181,4.044687162958823,0.2859196506623415,0.07338250851264895
neyman,13,30.0,60,0.23841902604908682,3.7804751114667616,0.20627021604208312,0.010157328356318891
neyman,13,60.0,120,0.4823327411140781,3.610362311181064,0.17267019970314038,0.010157328356318891
neyman,13,90.0,180,0.7357952290331014,3.460747240138661,0.14768633292911668,0.0
neyman,13,120.0,240,0.9997330400510691,3.387009777976287,0.13619250834479285,0.0
predictive-variance,13,15.0,1,0.02604698101640679,4.3790050663258775,0.41594868634633425,0.2667110891781331
predictive-variance,13,30.0,2,0.026927792001515627,4.338179688214559,0.4135645565082432,0.2667110891781331
predictive-variance,13,60.0,3,0.027797253016615286,4.287120496931461,0.41115216753194295,0.2667110891781331
predictive-variance,13,90.0,4,0.028704030002700165,4.268699144752408,0.4106993582618194,0.18359842802159806
predictive-variance,13,120.0,44,0.04812012196634896,3.7932717738136574,0.2243403816404572,0.010157328356318891
epistemic,13,15.0,1,0.026212862983811647,4.3790050663258775,0.41594868634633425,0.2667110891781331
epistemic,13,30.0,2,0.02711540399468504,4.338179688214559,0.4135645565082432,0.2667110891781331
epistemic,13,60.0,3,0.02803802097332664,4.287120496931461,0.41115216753194295,0.2667110891781331
epistemic,13,90.0,4,0.02891993397497572,4.268699144752408,0.4106993582618194,0.18359842802159806
epistemic,13,120.0,44,0.048604048031847924,3.7932717738136574,0.2243403816404572,0.010157328356318891
thompson,13,15.0,1,0.014617762004490942,4.389945454986592,0.4204667703909979,0.3552907528628004
thompson,13,30.0,2,0.02838859800249338,4.3292478296200505,0.414256214036461,0.35664917868326174
thompson,13,60.0,3,0.04209817500668578,4.293618367269903,0.4131662933448294,0.2899374545618733
thompson,13,90.0,4,0.056120972003554925,4.274214898028394,0.40308367961928593,0.2899374545618733
thompson,13,120.0,44,0.6278498850297183,3.874988855525084,0.2848799516528944,0.051447688259793393
uniform,13,15.0,3,5.626992788165808e-06,4.3307035132895635,0.413242623550924,0.2667110891781331
uniform,13,30.0,6,1.1247000657022e-05,4.254642142600719,0.3981576908826123,0.2667110891781331
uniform,13,60.0,12,1.8331949831917882e-05,4.072841941701513,0.37468134833087013,0.2667110891781331
uniform,13,90.0,18,2.4433975340798497e-05,3.9939443734977487,0.3525995065165343,0.18359842802159806
uniform,13,120.0,24,2.9777991585433483e-05,3.905259967810284,0.32566794625227946,0.18359842802159806
random,13,15.0,1,1.844798680394888e-05,4.380899878554344,0.4201565428816049,0.3552907528628004
random,13,30.0,4,4.282296868041158e-05,4.360388474511859,0.41564871879603166,0.3552907528628004
random,13,60.0,6,5.884695565328002e-05,4.338204233655517,0.40661526075372223,0.3552907528628004
random,13,90.0,13,9.604595834389329e-05,4.202710362632392,0.3626267601879301,0.3552907528628004
random,13,120.0,23,0.00015708597493357956,4.070595765349144,0.33489925020288436,0.1612794670991807
eig@gamma-poisson,13,15.0,30,0.08086561507661827,4.133762257810461,0.29254604741203394,0.07338250851264895
eig@gamma-poisson,13,30.0,60,0.10810913416207768,3.8306982216262626,0.217418630451099,0.010157328356318891
eig@gamma-poisson,13,60.0,120,0.15918979607522488,3.6884328094170136,0.16312139635579676,0.011515754176780099
eig@gamma-poisson,13,90.0,180,0.20857428392628208,3.5019647780070593,0.14279309240622304,0.010157328356318891
eig@gamma-poisson,13,120.0,240,0.2580752908834256,3.4318388059741167,0.14071298778845961,0.010157328356318891
eig@lognormal-poisson,13,15.0,30,31.34382469797856,4.07051548547493,0.2851496303380958,0.07338250851264895
eig@lognormal-poisson,13,30.0,60,31.956148119963473,3.834799783655582,0.22285782914871224,0.05118418680877165
eig@lognormal-poisson,13,60.0,120,32.92496171101811,3.6353423232245006,0.1586013566770509,0.011515754176780099
eig@lognormal-poisson,13,90.0,180,33.830821869079955,3.4678260957747162,0.13674084865622668,0.010157328356318891
eig@lognormal-poisson,13,120.0,240,34.63342236308381,3.3572486227005,0.11766888110382315,0.0
eig,14,15.0,30,1.7614598080108408,4.1347463918209675,0.291582479924738,0.09756701008644414
eig,14,30.0,60,2.0725315159070306,3.760723507092358,0.208493399453302,0.022007454056732812
eig,14,60.0,120,2.69131813783315,3.5678606636622274,0.15788636540698628,0.019911193590869777
eig,14,90.0,180,3.274644826859003,3.436445390596654,0.1386770432124051,0.0
eig,14,120.0,240,3.8405307257780805,3.3996177369873606,0.12319929085659614,0.0
epig,14,15.0,30,9.084033920080401,4.1347463918209675,0.291582479924738,0.09756701008644414
epig,14,30.0,60,12.516559033159865,3.760723507092358,0.208493399453302,0.022007454056732812
epig,14,60.0,120,18.62348547205329,3.5712812963015073,0.15810520875560885,0.019911193590869777
epig,14,90.0,180,24.989317894156557,3.4354517537050526,0.1385614951750295,0.0
epig,14,120.0,240,30.92578552113264,3.3854020075693163,0.11837381220155418,0.0
maxent,14,15.0,30,1.5098169910779689,4.296186924221943,0.39412007118150777,0.25109711116703526
maxent,14,30.0,60,1.7478871850762516,4.253767915952335,0.3932473647071553,0.25109711116703526
maxent,14,60.0,120,2.239490625070175,4.254052882909821,0.393245439677914,0.25109711116703526
maxent,14,90.0,180,2.7251854759815615,4.253986218305397,0.39324495840921336,0.25109711116703526
maxent,14,120.0,240,3.202686325996183,4.253953134805216,0.39324492775786113,0.25109711116703526
d-optimality,14,15.0,30,0.03969414401217364,4.073778929409516,0.2754275407873883,0.2504509024997646
d-optimality,14,30.0,60,0.0554844950675033,3.768344062639836,0.20463851327481383,0.022007454056732812
d-optimality,14,60.0,120,0.08330911610391922,3.5784902503947458,0.1550837694765709,0.019911193590869777
d-optimality,14,90.0,180,0.11457463313126937,3.431702897401794,0.13605888311130376,0.019911193590869777
d-optimality,14,120.0,240,0.14897306903731078,3.386430800252205,0.1185336120198432,0.0
neyman,14,15.0,30,0.12993045200710185,4.1347463918209675,0.291582479924738,0.09756701008644414
