policy,env,source,flux_true,time_allocated
epistemic,18,11,1.5671899999999999,0.5
epistemic,18,12,9.31087,0.5
epistemic,18,13,4.87416,0.0
epistemic,18,14,21.938499999999998,1.0
epistemic,18,15,38.1584,25.0
epistemic,18,16,10.796500000000002,0.5
epistemic,18,17,5.16789,0.5
epistemic,18,18,1.64044,0.0
epistemic,18,19,5.60085,0.5
epistemic,18,20,3.61176,0.5
epistemic,18,21,3.60401,0.5
epistemic,18,22,7.238390000000001,0.5
epistemic,18,23,1.72871,0.0
epistemic,18,24,37.79130000000001,1.0
epistemic,18,25,3.3493999999999997,0.5
epistemic,18,26,2.71469,0.5
epistemic,18,27,2.3714600000000003,0.5
epistemic,18,28,1.4721499999999998,0.0
epistemic,18,29,2.2972900000000003,0.5
epistemic,18,30,3.61176,0.5
epistemic,18,31,11.1456,1.0
epistemic,18,32,4.91353,0.5
epistemic,18,33,4.30819,0.0
epistemic,18,34,10.014000000000001,0.5
epistemic,18,35,15.6086,1.0
epistemic,18,36,2.8673200000000003,0.5
epistemic,18,37,1.54191,0.5
epistemic,18,38,1.67434,0.0
epistemic,18,39,4.82932,0.5
epistemic,18,40,9.71441,0.5
epistemic,18,41,1.5671899999999999,0.5
epistemic,18,42,1.32263,0.5
epistemic,18,43,1.2558,0.0
epistemic,18,44,9.99402,0.5
epistemic,18,45,23.2348,1.0
epistemic,18,46,1.59833,0.5
epistemic,18,47,1.68551,0.5
thompson,18,0,6.93208,0.5
thompson,18,1,4.53103,25.0
thompson,18,2,1.9938500000000001,0.0
thompson,18,3,3.39901,0.0
thompson,18,4,4.40461,0.5
thompson,18,5,13.909,0.5
thompson,18,6,19.540899999999997,0.5
thompson,18,7,2.20438,25.0
thompson,18,8,7.407360000000001,0.0
thompson,18,9,2.6683,0.5
thompson,18,10,19.5623,0.5
thompson,18,11,1.5671899999999999,0.0
thompson,18,12,9.31087,0.0
thompson,18,13,4.87416,0.0
thompson,18,14,21.938499999999998,1.0
thompson,18,15,38.1584,9.0
thompson,18,16,10.796500000000002,0.5
thompson,18,17,5.16789,0.0
thompson,18,18,1.64044,0.0
thompson,18,19,5.60085,0.0
thompson,18,20,3.61176,25.0
thompson,18,21,3.60401,0.5
thompson,18,22,7.238390000000001,0.0
thompson,18,23,1.72871,0.0
thompson,18,24,37.79130000000001,0.0
thompson,18,25,3.3493999999999997,0.5
thompson,18,26,2.71469,0.5
thompson,18,27,2.3714600000000003,0.0
thompson,18,28,1.4721499999999998,0.0
thompson,18,29,2.2972900000000003,0.5
thompson,18,30,3.61176,0.5
thompson,18,31,11.1456,0.0
thompson,18,32,4.91353,0.0
thompson,18,33,4.30819,0.0
thompson,18,34,10.014000000000001,0.5
thompson,18,35,15.6086,0.5
thompson,18,36,2.8673200000000003,25.0
thompson,18,37,1.54191,0.0
thompson,18,38,1.67434,0.0
thompson,18,39,4.82932,0.5
thompson,18,40,9.71441,0.5
thompson,18,41,1.5671899999999999,0.5
thompson,18,42,1.32263,0.0
thompson,18,43,1.2558,0.0
thompson,18,44,9.99402,0.0
thompson,18,45,23.2348,1.0
thompson,18,46,1.59833,0.0
thompson,18,47,1.68551,0.5
uniform,18,0,6.93208,5.0
uniform,18,1,4.53103,5.0
uniform,18,2,1.9938500000000001,5.0
uniform,18,3,3.39901,5.0
uniform,18,4,4.40461,5.0
uniform,18,5,13.909,5.0
uniform,18,6,19.540899999999997,5.0
uniform,18,7,2.20438,5.0
uniform,18,8,7.407360000000001,5.0
uniform,18,9,2.6683,5.0
uniform,18,10,19.5623,5.0
uniform,18,11,1.5671899999999999,5.0
uniform,18,12,9.31087,5.0
uniform,18,13,4.87416,5.0
uniform,18,14,21.938499999999998,5.0
uniform,18,15,38.1584,5.0
uniform,18,16,10.796500000000002,5.0
uniform,18,17,5.16789,5.0
uniform,18,18,1.64044,5.0
uniform,18,19,5.60085,5.0
uniform,18,20,3.61176,5.0
uniform,18,21,3.60401,5.0
uniform,18,22,7.238390000000001,5.0
uniform,18,23,1.72871,5.0
uniform,18,24,37.79130000000001,0.0
uniform,18,25,3.3493999999999997,0.0
uniform,18,26,2.71469,0.0
uniform,18,27,2.3714600000000003,0.0
uniform,18,28,1.4721499999999998,0.0
uniform,18,29,2.2972900000000003,0.0
uniform,18,30,3.61176,0.0
uniform,18,31,11.1456,0.0
uniform,18,32,4.91353,0.0
uniform,18,33,4.30819,0.0
uniform,18,34,10.014000000000001,0.0
uniform,18,35,15.6086,0.0
uniform,18,36,2.8673200000000003,0.0
uniform,18,37,1.54191,0.0
uniform,18,38,1.67434,0.0
uniform,18,39,4.82932,0.0
uniform,18,40,9.71441,0.0
uniform,18,41,1.5671899999999999,0.0
uniform,18,42,1.32263,0.0
uniform,18,43,1.2558,0.0
uniform,18,44,9.99402,0.0
uniform,18,45,23.2348,0.0
uniform,18,46,1.59833,0.0
uniform,18,47,1.68551,0.0
random,18,0,6.93208,1.0
random,18,1,4.53103,25.0
random,18,2,1.9938500000000001,0.5
random,18,3,3.39901,2.5
random,18,4,4.40461,1.5
random,18,5,13.909,15.0
random,18,6,19.540899999999997,0.0
random,18,7,2.20438,0.0
random,18,8,7.407360000000001,0.0
random,18,9,2.6683,0.0
random,18,10,19.5623,3.0
random,18,11,1.5671899999999999,0.0
random,18,12,9.31087,0.0
random,18,13,4.87416,1.0
random,18,14,21.938499999999998,0.0
random,18,15,38.1584,1.0
random,18,16,10.796500000000002,0.0
random,18,17,5.16789,1.0
random,18,18,1.64044,0.0
random,18,19,5.60085,0.0
random,18,20,3.61176,10.0
random,18,21,3.60401,0.0
random,18,22,7.238390000000001,0.0
random,18,23,1.72871,1.0
random,18,24,37.79130000000001,1.0
random,18,25,3.3493999999999997,0.0
random,18,26,2.71469,0.0
random,18,27,2.3714600000000003,0.0
random,18,28,1.4721499999999998,0.0
random,18,29,2.2972900000000003,0.0
random,18,30,3.61176,0.0
random,18,31,11.1456,0.0
random,18,32,4.91353,10.0
random,18,33,4.30819,0.0
random,18,34,10.014000000000001,0.5
random,18,35,15.6086,0.0
random,18,36,2.8673200000000003,10.0
random,18,37,1.54191,0.0
random,18,38,1.67434,0.0
random,18,39,4.82932,1.0
random,18,40,9.71441,0.0
random,18,41,1.5671899999999999,0.0
random,18,42,1.32263,0.0
random,18,43,1.2558,0.0
random,18,44,9.99402,0.0
random,18,45,23.2348,0.0
random,18,46,1.59833,25.0
random,18,47,1.68551,10.0
eig@gamma-poisson,18,0,6.93208,2.5
eig@gamma-poisson,18,1,4.53103,2.5
eig@gamma-poisson,18,2,1.9938500000000001,2.5
eig@gamma-poisson,18,3,3.39901,2.0
eig@gamma-poisson,18,4,4.40461,2.5
eig@gamma-poisson,18,5,13.909,2.5
eig@gamma-poisson,18,6,19.540899999999997,3.0
eig@gamma-poisson,18,7,2.20438,2.5
eig@gamma-poisson,18,8,7.407360000000001,2.0
eig@gamma-poisson,18,9,2.6683,2.5
eig@gamma-poisson,18,10,19.5623,3.0
eig@gamma-poisson,18,11,1.5671899999999999,2.5
eig@gamma-poisson,18,12,9.31087,2.5
eig@gamma-poisson,18,13,4.87416,2.0
eig@gamma-poisson,18,14,21.938499999999998,3.0
eig@gamma-poisson,18,15,38.1584,3.0
eig@gamma-poisson,18,16,10.796500000000002,3.0
eig@gamma-poisson,18,17,5.16789,2.5
eig@gamma-poisson,18,18,1.64044,2.0
eig@gamma-poisson,18,19,5.60085,2.5
eig@gamma-poisson,18,20,3.61176,2.5
eig@gamma-poisson,18,21,3.60401,2.5
eig@gamma-poisson,18,22,7.238390000000001,2.5
eig@gamma-poisson,18,23,1.72871,2.0
eig@gamma-poisson,18,24,37.79130000000001,3.0
eig@gamma-poisson,18,25,3.3493999999999997,2.5
eig@gamma-poisson,18,26,2.71469,2.5
eig@gamma-poisson,18,27,2.3714600000000003,2.5
eig@gamma-poisson,18,28,1.4721499999999998,2.0
eig@gamma-poisson,18,29,2.2972900000000003,2.5
eig@gamma-poisson,18,30,3.61176,2.5
eig@gamma-poisson,18,31,11.1456,3.0
eig@gamma-poisson,18,32,4.91353,2.5
eig@gamma-poisson,18,33,4.30819,2.0
eig@gamma-poisson,18,34,10.014000000000001,2.5
eig@gamma-poisson,18,35,15.6086,3.0
eig@gamma-poisson,18,36,2.8673200000000003,2.5
eig@gamma-poisson,18,37,1.54191,2.5
eig@gamma-poisson,18,38,1.67434,2.0
eig@gamma-poisson,18,39,4.82932,2.5
eig@gamma-poisson,18,40,9.71441,2.5
eig@gamma-poisson,18,41,1.5671899999999999,2.5
eig@gamma-poisson,18,42,1.32263,2.5
eig@gamma-poisson,18,43,1.2558,2.0
eig@gamma-poisson,18,44,9.99402,2.5
eig@gamma-poisson,18,45,23.2348,3.0
eig@gamma-poisson,18,46,1.59833,2.5
eig@gamma-poisson,18,47,1.68551,2.5
eig@lognormal-poisson,18,0,6.93208,2.5
eig@lognormal-poisson,18,1,4.53103,3.0
eig@lognormal-poisson,18,2,1.9938500000000001,2.0
eig@lognormal-poisson,18,3,3.39901,2.0
eig@lognormal-poisson,18,4,4.40461,2.5
eig@lognormal-poisson,18,5,13.909,3.0
eig@lognormal-poisson,18,6,19.540899999999997,3.0
eig@lognormal-poisson,18,7,2.20438,2.5
eig@lognormal-poisson,18,8,7.407360000000001,2.5
eig@lognormal-poisson,18,9,2.6683,2.5
eig@lognormal-poisson,18,10,19.5623,3.0
eig@lognormal-poisson,18,11,1.5671899999999999,2.0
eig@lognormal-poisson,18,12,9.31087,3.0
eig@lognormal-poisson,18,13,4.87416,2.5
eig@lognormal-poisson,18,14,21.938499999999998,3.0
eig@lognormal-poisson,18,15,38.1584,3.0
eig@lognormal-poisson,18,16,10.796500000000002,3.0
eig@lognormal-poisson,18,17,5.16789,2.5
eig@lognormal-poisson,18,18,1.64044,1.0
eig@lognormal-poisson,18,19,5.60085,2.5
eig@lognormal-poisson,18,20,3.61176,2.0
eig@lognormal-poisson,18,21,3.60401,3.0
eig@lognormal-poisson,18,22,7.238390000000001,3.0
eig@lognormal-poisson,18,23,1.72871,1.5
eig@lognormal-poisson,18,24,37.79130000000001,3.0
eig@lognormal-poisson,18,25,3.3493999999999997,2.5
eig@lognormal-poisson,18,26,2.71469,2.5
eig@lognormal-poisson,18,27,2.3714600000000003,2.0
eig@lognormal-poisson,18,28,1.4721499999999998,1.0
eig@lognormal-poisson,18,29,2.2972900000000003,2.0
eig@lognormal-poisson,18,30,3.61176,2.5
eig@lognormal-poisson,18,31,11.1456,3.0
eig@lognormal-poisson,18,32,4.91353,3.0
eig@lognormal-poisson,18,33,4.30819,2.0
eig@lognormal-poisson,18,34,10.014000000000001,3.0
eig@lognormal-poisson,18,35,15.6086,3.0
eig@lognormal-poisson,18,36,2.8673200000000003,2.5
eig@lognormal-poisson,18,37,1.54191,2.0
eig@lognormal-poisson,18,38,1.67434,2.0
eig@lognormal-poisson,18,39,4.82932,3.0
eig@lognormal-poisson,18,40,9.71441,3.0
eig@lognormal-poisson,18,41,1.5671899999999999,2.5
eig@lognormal-poisson,18,42,1.32263,2.5
eig@lognormal-poisson,18,43,1.2558,1.5
eig@lognormal-poisson,18,44,9.99402,3.0
eig@lognormal-poisson,18,45,23.2348,3.0
eig@lognormal-poisson,18,46,1.59833,2.5
eig@lognormal-poisson,18,47,1.68551,2.5
eig,19,0,36.251400000000004,3.0
eig,19,1,2.94735,2.5
eig,19,2,4.8224,2.5
eig,19,3,2.14939,1.0
eig,19,4,21.923,3.5
eig,19,5,8.630279999999999,3.0
eig,19,6,2.7273,3.0
eig,19,7,7.95621,1.5
eig,19,8,2.8813799999999996,2.5
eig,19,9,20.4589,3.0
eig,19,10,4.29353,3.0
eig,19,11,12.0726,3.0
eig,19,12,9.727219999999999,3.0
eig,19,13,1.5206,1.0
eig,19,14,1.81163,2.0
eig,19,15,15.6086,3.0
eig,19,16,2.49325,2.0
eig,19,17,10.5807,3.0
eig,19,18,1.8803199999999998,1.5
eig,19,19,3.1448,2.0
eig,19,20,11.165899999999999,3.0
eig,19,21,2.82011,2.0
eig,19,22,2.7927999999999997,1.5
eig,19,23,1.37592,1.0
eig,19,24,29.890800000000002,3.5
eig,19,25,4.1920399999999995,3.0
eig,19,26,2.48898,2.0
eig,19,27,2.9345999999999997,2.0
eig,19,28,2.07663,1.5
eig,19,29,5.91766,3.0
eig,19,30,21.0791,3.0
eig,19,31,4.87671,3.0
eig,19,32,5.92539,3.0
eig,19,33,1.3409,1.5
eig,19,34,7.37334,3.0
eig,19,35,9.80729,3.0
eig,19,36,22.798099999999998,3.5
eig,19,37,2.34996,2.0
eig,19,38,2.6900299999999997,2.5
eig,19,39,23.4829,3.5
eig,19,40,13.909,3.0
eig,19,41,9.92291,3.0
eig,19,42,7.1786900000000005,3.0
eig,19,43,3.8268299999999997,1.0
eig,19,44,1.9970800000000002,1.5
eig,19,45,36.3074,3.0
eig,19,46,2.38557,3.0
eig,19,47,4.19858,3.0
epig,19,0,36.251400000000004,3.0
epig,19,1,2.94735,2.0
epig,19,2,4.8224,2.5
epig,19,3,2.14939,1.0
epig,19,4,21.923,3.5
epig,19,5,8.630279999999999,3.0
epig,19,6,2.7273,3.0
epig,19,7,7.95621,1.5
epig,19,8,2.8813799999999996,2.5
epig,19,9,20.4589,3.5
epig,19,10,4.29353,3.0
epig,19,11,12.0726,3.0
epig,19,12,9.727219999999999,3.0
epig,19,13,1.5206,1.0
epig,19,14,1.81163,2.0
epig,19,15,15.6086,3.0
epig,19,16,2.49325,2.0
epig,19,17,10.5807,3.0
epig,19,18,1.8803199999999998,1.5
epig,19,19,3.1448,2.0
epig,19,20,11.165899999999999,3.0
epig,19,21,2.82011,2.0
epig,19,22,2.7927999999999997,1.5
epig,19,23,1.37592,1.0
epig,19,24,29.890800000000002,3.5
epig,19,25,4.1920399999999995,3.0
epig,19,26,2.48898,2.0
epig,19,27,2.9345999999999997,2.0
epig,19,28,2.07663,1.5
epig,19,29,5.91766,3.0
epig,19,30,21.0791,3.0
epig,19,31,4.87671,3.0
epig,19,32,5.92539,3.0
epig,19,33,1.3409,1.5
epig,19,34,7.37334,3.0
epig,19,35,9.80729,3.0
epig,19,36,22.798099999999998,3.5
epig,19,37,2.34996,2.0
epig,19,38,2.6900299999999997,2.5
epig,19,39,23.4829,3.5
epig,19,40,13.909,3.0
epig,19,41,9.92291,3.0
epig,19,42,7.1786900000000005,3.0
epig,19,43,3.8268299999999997,1.0
epig,19,44,1.9970800000000002,1.5
epig,19,45,36.3074,3.0
epig,19,46,2.38557,3.0
epig,19,47,4.19858,3.0
maxent,19,0,36.251400000000004,1.5
maxent,19,1,2.94735,0.0
maxent,19,2,4.8224,0.0
maxent,19,3,2.14939,0.0
maxent,19,4,21.923,0.0
maxent,19,5,8.630279999999999,0.5
maxent,19,6,2.7273,0.0
maxent,19,7,7.95621,0.0
maxent,19,8,2.8813799999999996,0.0
maxent,19,9,20.4589,0.0
maxent,19,10,4.29353,0.5
maxent,19,11,12.0726,0.0
maxent,19,12,9.727219999999999,0.0
maxent,19,13,1.5206,0.0
maxent,19,14,1.81163,0.0
maxent,19,15,15.6086,0.5
maxent,19,16,2.49325,0.0
maxent,19,17,10.5807,0.0
maxent,19,18,1.8803199999999998,0.0
maxent,19,19,3.1448,0.0
maxent,19,20,11.165899999999999,0.5
maxent,19,21,2.82011,0.0
maxent,19,22,2.7927999999999997,0.0
maxent,19,23,1.37592,0.0
maxent,19,24,29.890800000000002,0.0
maxent,19,25,4.1920399999999995,0.5
maxent,19,26,2.48898,0.0
maxent,19,27,2.9345999999999997,0.0
maxent,19,28,2.07663,0.0
maxent,19,29,5.91766,0.0
maxent,19,30,21.0791,0.5
maxent,19,31,4.87671,0.0
maxent,19,32,5.92539,0.0
maxent,19,33,1.3409,0.0
maxent,19,34,7.37334,0.0
maxent,19,35,9.80729,0.5
maxent,19,36,22.798099999999998,0.0
maxent,19,37,2.34996,0.0
maxent,19,38,2.6900299999999997,0.0
maxent,19,39,23.4829,0.0
maxent,19,40,13.909,0.5
maxent,19,41,9.92291,0.0
maxent,19,42,7.1786900000000005,0.0
maxent,19,43,3.8268299999999997,0.0
maxent,19,44,1.9970800000000002,0.0
maxent,19,45,36.3074,114.5
maxent,19,46,2.38557,0.0
maxent,19,47,4.19858,0.0
d-optimality,19,0,36.251400000000004,3.0
d-optimality,19,1,2.94735,2.5
d-optimality,19,2,4.8224,2.5
d-optimality,19,3,2.14939,1.0
d-optimality,19,4,21.923,3.0
d-optimality,19,5,8.630279999999999,3.0
d-optimality,19,6,2.7273,3.0
d-optimality,19,7,7.95621,1.5
d-optimality,19,8,2.8813799999999996,2.5
d-optimality,19,9,20.4589,3.0
d-optimality,19,10,4.29353,3.0
d-optimality,19,11,12.0726,3.0
d-optimality,19,12,9.727219999999999,3.0
d-optimality,19,13,1.5206,1.0
d-optimality,19,14,1.81163,2.0
d-optimality,19,15,15.6086,3.0
d-optimality,19,16,2.49325,2.0
d-optimality,19,17,10.5807,3.0
d-optimality,19,18,1.8803199999999998,1.5
d-optimality,19,19,3.1448,2.0
d-optimality,19,20,11.165899999999999,3.0
d-optimality,19,21,2.82011,2.0
d-optimality,19,22,2.7927999999999997,1.5
d-optimality,19,23,1.37592,1.5
d-optimality,19,24,29.890800000000002,3.0
d-optimality,19,25,4.1920399999999995,3.0
d-optimality,19,26,2.48898,2.0
d-optimality,19,27,2.9345999999999997,2.5
d-optimality,19,28,2.07663,1.5
d-optimality,19,29,5.91766,3.0
d-optimality,19,30,21.0791,3.0
d-optimality,19,31,4.87671,3.0
d-optimality,19,32,5.92539,3.0
d-optimality,19,33,1.3409,2.0
d-optimality,19,34,7.37334,3.0
d-optimality,19,35,9.80729,3.0
d-optimality,19,36,22.798099999999998,3.0
d-optimality,19,37,2.34996,2.0
d-optimality,19,38,2.6900299999999997,2.5
d-optimality,19,39,23.4829,3.0
d-optimality,19,40,13.909,3.0
d-optimality,19,41,9.92291,3.0
d-optimality,19,42,7.1786900000000005,3.0
d-optimality,19,43,3.8268299999999997,2.0
d-optimality,19,44,1.9970800000000002,1.5
d-optimality,19,45,36.3074,3.0
d-optimality,19,46,2.38557,2.5
d-optimality,19,47,4.19858,3.0
neyman,19,0,36.251400000000004,5.5
neyman,19,1,2.94735,1.5
neyman,19,2,4.8224,2.0
neyman,19,3,2.14939,1.5
neyman,19,4,21.923,4.5
neyman,19,5,8.630279999999999,3.0
neyman,19,6,2.7273,2.0
neyman,19,7,7.95621,1.5
neyman,19,8,2.8813799999999996,2.0
neyman,19,9,20.4589,3.5
neyman,19,10,4.29353,2.0
neyman,19,11,12.0726,3.0
neyman,19,12,9.727219999999999,3.0
neyman,19,13,1.5206,1.5
neyman,19,14,1.81163,1.5
neyman,19,15,15.6086,4.0
neyman,19,16,2.49325,1.5
neyman,19,17,10.5807,2.5
neyman,19,18,1.8803199999999998,1.5
neyman,19,19,3.1448,1.5
neyman,19,20,11.165899999999999,3.0
neyman,19,21,2.82011,1.5
neyman,19,22,2.7927999999999997,1.5
neyman,19,23,1.37592,1.5
neyman,19,24,29.890800000000002,5.0
neyman,19,25,4.1920399999999995,2.0
neyman,19,26,2.48898,1.5
neyman,19,27,2.9345999999999997,1.5
neyman,19,28,2.07663,1.5
neyman,19,29,5.91766,2.5
neyman,19,30,21.0791,4.0
neyman,19,31,4.87671,2.0
neyman,19,32,5.92539,2.5
neyman,19,33,1.3409,1.5
neyman,19,34,7.37334,2.5
neyman,19,35,9.80729,3.0
neyman,19,36,22.798099999999998,4.5
neyman,19,37,2.34996,1.5
neyman,19,38,2.6900299999999997,1.5
neyman,19,39,23.4829,4.5
neyman,19,40,13.909,3.5
neyman,19,41,9.92291,2.5
neyman,19,42,7.1786900000000005,2.5
neyman,19,43,3.8268299999999997,1.5
neyman,19,44,1.9970800000000002,1.5
neyman,19,45,36.3074,6.0
neyman,19,46,2.38557,2.0
neyman,19,47,4.19858,2.5
predictive-variance,19,0,36.251400000000004,25.0
predictive-variance,19,1,2.94735,0.5
predictive-variance,19,2,4.8224,0.5
predictive-variance,19,3,2.14939,0.0
predictive-variance,19,4,21.923,0.5
predictive-variance,19,5,8.630279999999999,25.0
predictive-variance,19,6,2.7273,0.5
predictive-variance,19,7,7.95621,0.5
predictive-variance,19,8,2.8813799999999996,0.0
predictive-variance,19,9,20.4589,1.0
predictive-variance,19,10,4.29353,25.0
predictive-variance,19,11,12.0726,0.5
predictive-variance,19,12,9.727219999999999,0.5
predictive-variance,19,13,1.5206,0.0
predictive-variance,19,14,1.81163,0.5
predictive-variance,19,15,15.6086,25.0
predictive-variance,19,16,2.49325,0.5
predictive-variance,19,17,10.5807,0.5
predictive-variance,19,18,1.8803199999999998,0.0
predictive-variance,19,19,3.1448,0.5
predictive-variance,19,20,11.165899999999999,0.5
predictive-variance,19,21,2.82011,0.5
predictive-variance,19,22,2.7927999999999997,0.5
predictive-variance,19,23,1.37592,0.0
predictive-variance,19,24,29.890800000000002,1.0
predictive-variance,19,25,4.1920399999999995,0.5
predictive-variance,19,26,2.48898,0.5
predictive-variance,19,27,2.9345999999999997,0.5
predictive-variance,19,28,2.07663,0.0
predictive-variance,19,29,5.91766,0.5
predictive-variance,19,30,21.0791,1.0
predictive-variance,19,31,4.87671,0.5
predictive-variance,19,32,5.92539,0.5
predictive-variance,19,33,1.3409,0.0
predictive-variance,19,34,7.37334,0.5
predictive-variance,19,35,9.80729,0.5
predictive-variance,19,36,22.798099999999998,0.5
predictive-variance,19,37,2.34996,0.5
predictive-variance,19,38,2.6900299999999997,0.0
predictive-variance,19,39,23.4829,1.0
predictive-variance,19,40,13.909,0.5
predictive-variance,19,41,9.92291,0.5
predictive-variance,19,42,7.1786900000000005,0.5
predictive-variance,19,43,3.8268299999999997,0.0
predictive-variance,19,44,1.9970800000000002,0.5
predictive-variance,19,45,36.3074,1.0
predictive-variance,19,46,2.38557,0.5
predictive-variance,19,47,4.19858,0.5
epistemic,19,0,36.251400000000004,25.0
epistemic,19,1,2.94735,0.5
epistemic,19,2,4.8224,0.5
epistemic,19,3,2.14939,0.0
epistemic,19,4,21.923,0.5
epistemic,19,5,8.630279999999999,25.0
epistemic,19,6,2.7273,0.5
epistemic,19,7,7.95621,0.5
epistemic,19,8,2.8813799999999996,0.0
epistemic,19,9,20.4589,1.0
epistemic,19,10,4.29353,25.0
epistemic,19,11,12.0726,0.5
epistemic,19,12,9.727219999999999,0.5
epistemic,19,13,1.5206,0.0
epistemic,19,14,1.81163,0.5
epistemic,19,15,15.6086,25.0
epistemic,19,16,2.49325,0.5
epistemic,19,17,10.5807,0.5
epistemic,19,18,1.8803199999999998,0.0
epistemic,19,19,3.1448,0.5
epistemic,19,20,11.165899999999999,0.5
epistemic,19,21,2.82011,0.5
epistemic,19,22,2.7927999999999997,0.5
epistemic,19,23,1.37592,0.0
epistemic,19,24,29.890800000000002,1.0
epistemic,19,25,4.1920399999999995,0.5
epistemic,19,26,2.48898,0.5
epistemic,19,27,2.9345999999999997,0.5
epistemic,19,28,2.07663,0.0
epistemic,19,29,5.91766,0.5
epistemic,19,30,21.0791,1.0
epistemic,19,31,4.87671,0.5
epistemic,19,32,5.92539,0.5
epistemic,19,33,1.3409,0.0
epistemic,19,34,7.37334,0.5
epistemic,19,35,9.80729,0.5
epistemic,19,36,22.798099999999998,0.5
epistemic,19,37,2.34996,0.5
epistemic,19,38,2.6900299999999997,0.0
epistemic,19,39,23.4829,1.0
epistemic,19,40,13.909,0.5
epistemic,19,41,9.92291,0.5
epistemic,19,42,7.1786900000000005,0.5
epistemic,19,43,3.8268299999999997,0.0
epistemic,19,44,1.9970800000000002,0.5
epistemic,19,45,36.3074,1.0
epistemic,19,46,2.38557,0.5
epistemic,19,47,4.19858,0.5
thompson,19,0,36.251400000000004,56.5
thompson,19,1,2.94735,0.5
thompson,19,2,4.8224,0.5
thompson,19,3,2.14939,0.0
thompson,19,4,21.923,0.5
thompson,19,5,8.630279999999999,0.5
thompson,19,6,2.7273,0.0
thompson,19,7,7.95621,0.0
thompson,19,8,2.8813799999999996,0.0
thompson,19,9,20.4589,0.0
thompson,19,10,4.29353,0.5
thompson,19,11,12.0726,0.5
thompson,19,12,9.727219999999999,0.0
thompson,19,13,1.5206,0.0
thompson,19,14,1.81163,0.5
thompson,19,15,15.6086,1.0
thompson,19,16,2.49325,0.0
thompson,19,17,10.5807,0.0
thompson,19,18,1.8803199999999998,0.0
thompson,19,19,3.1448,0.0
thompson,19,20,11.165899999999999,0.5
thompson,19,21,2.82011,0.5
thompson,19,22,2.7927999999999997,0.0
thompson,19,23,1.37592,0.0
thompson,19,24,29.890800000000002,0.0
thompson,19,25,4.1920399999999995,0.5
thompson,19,26,2.48898,0.5
thompson,19,27,2.9345999999999997,0.0
thompson,19,28,2.07663,0.0
thompson,19,29,5.91766,0.0
thompson,19,30,21.0791,0.5
thompson,19,31,4.87671,25.0
thompson,19,32,5.92539,0.5
thompson,19,33,1.3409,0.0
thompson,19,34,7.37334,0.0
thompson,19,35,9.80729,25.0
thompson,19,36,22.798099999999998,0.5
thompson,19,37,2.34996,0.0
thompson,19,38,2.6900299999999997,0.0
thompson,19,39,23.4829,0.0
thompson,19,40,13.909,0.5
thompson,19,41,9.92291,0.5
thompson,19,42,7.1786900000000005,0.5
thompson,19,43,3.8268299999999997,0.0
thompson,19,44,1.9970800000000002,0.0
thompson,19,45,36.3074,3.0
thompson,19,46,2.38557,0.5
thompson,19,47,4.19858,0.5
uniform,19,0,36.251400000000004,5.0
uniform,19,1,2.94735,5.0
uniform,19,2,4.8224,5.0
uniform,19,3,2.14939,5.0
uniform,19,4,21.923,5.0
uniform,19,5,8.630279999999999,5.0
uniform,19,6,2.7273,5.0
uniform,19,7,7.95621,5.0
uniform,19,8,2.8813799999999996,5.0
uniform,19,9,20.4589,5.0
uniform,19,10,4.29353,5.0
uniform,19,11,12.0726,5.0
uniform,19,12,9.727219999999999,5.0
uniform,19,13,1.5206,5.0
uniform,19,14,1.81163,5.0
uniform,19,15,15.6086,5.0
uniform,19,16,2.49325,5.0
uniform,19,17,10.5807,5.0
uniform,19,18,1.8803199999999998,5.0
uniform,19,19,3.1448,5.0
uniform,19,20,11.165899999999999,5.0
uniform,19,21,2.82011,5.0
uniform,19,22,2.7927999999999997,5.0
uniform,19,23,1.37592,5.0
uniform,19,24,29.890800000000002,0.0
uniform,19,25,4.1920399999999995,0.0
uniform,19,26,2.48898,0.0
uniform,19,27,2.9345999999999997,0.0
uniform,19,28,2.07663,0.0
uniform,19,29,5.91766,0.0
uniform,19,30,21.0791,0.0
uniform,19,31,4.87671,0.0
uniform,19,32,5.92539,0.0
uniform,19,33,1.3409,0.0
uniform,19,34,7.37334,0.0
uniform,19,35,9.80729,0.0
uniform,19,36,22.798099999999998,0.0
uniform,19,37,2.34996,0.0
uniform,19,38,2.6900299999999997,0.0
uniform,19,39,23.4829,0.0
uniform,19,40,13.909,0.0
uniform,19,41,9.92291,0.0
uniform,19,42,7.1786900000000005,0.0
uniform,19,43,3.8268299999999997,0.0
uniform,19,44,1.9970800000000002,0.0
uniform,19,45,36.3074,0.0
uniform,19,46,2.38557,0.0
uniform,19,47,4.19858,0.0
random,19,0,36.251400000000004,0.5
random,19,1,2.94735,10.0
random,19,2,4.8224,10.0
random,19,3,2.14939,0.0
random,19,4,21.923,10.5
random,19,5,8.630279999999999,0.0
random,19,6,2.7273,0.0
random,19,7,7.95621,10.0
random,19,8,2.8813799999999996,0.0
random,19,9,20.4589,0.5
random,19,10,4.29353,0.0
random,19,11,12.0726,2.5
random,19,12,9.727219999999999,25.0
random,19,13,1.5206,0.0
random,19,14,1.81163,0.0
random,19,15,15.6086,0.0
random,19,16,2.49325,0.0
random,19,17,10.5807,25.0
random,19,18,1.8803199999999998,0.0
