policy,env,source,flux_true,time_allocated
uniform,5,39,11.1961,0.0
uniform,5,40,32.9417,0.0
uniform,5,41,14.964699999999999,0.0
uniform,5,42,3.95732,0.0
uniform,5,43,1.2022700000000002,0.0
uniform,5,44,10.0625,0.0
uniform,5,45,3.94342,0.0
uniform,5,46,1.73726,0.0
uniform,5,47,11.0428,0.0
random,5,0,10.6847,0.0
random,5,1,2.14392,0.0
random,5,2,30.8604,1.0
random,5,3,1.37534,27.5
random,5,4,2.0430099999999998,5.0
random,5,5,4.1920399999999995,0.0
random,5,6,1.3583900000000002,5.5
random,5,7,10.8552,0.0
random,5,8,2.19089,1.5
random,5,9,4.19061,0.0
random,5,10,11.4522,0.5
random,5,11,6.4809,0.0
random,5,12,5.3922799999999995,0.0
random,5,13,4.345870000000001,0.0
random,5,14,1.85391,0.5
random,5,15,26.227,0.0
random,5,16,6.7463999999999995,0.0
random,5,17,2.38376,0.0
random,5,18,2.92064,10.0
random,5,19,7.28596,0.5
random,5,20,24.9058,0.0
random,5,21,2.36286,0.0
random,5,22,2.05009,2.5
random,5,23,2.22616,5.0
random,5,24,29.241100000000003,0.0
random,5,25,40.917300000000004,0.5
random,5,26,3.3101,1.0
random,5,27,1.55376,0.0
random,5,28,32.4027,0.5
random,5,29,1.34677,0.0
random,5,30,40.3706,0.0
random,5,31,3.3101,0.0
random,5,32,1.30062,25.5
random,5,33,2.36196,0.0
random,5,34,8.116389999999999,0.0
random,5,35,7.10019,0.0
random,5,36,44.8518,0.0
random,5,37,2.32211,0.0
random,5,38,1.2693200000000002,0.5
random,5,39,11.1961,0.5
random,5,40,32.9417,10.0
random,5,41,14.964699999999999,0.0
random,5,42,3.95732,5.0
random,5,43,1.2022700000000002,0.0
random,5,44,10.0625,0.0
random,5,45,3.94342,1.0
random,5,46,1.73726,6.0
random,5,47,11.0428,10.0
eig@gamma-poisson,5,0,10.6847,2.5
eig@gamma-poisson,5,1,2.14392,2.5
eig@gamma-poisson,5,2,30.8604,2.5
eig@gamma-poisson,5,3,1.37534,2.0
eig@gamma-poisson,5,4,2.0430099999999998,2.5
eig@gamma-poisson,5,5,4.1920399999999995,2.5
eig@gamma-poisson,5,6,1.3583900000000002,2.5
eig@gamma-poisson,5,7,10.8552,2.5
eig@gamma-poisson,5,8,2.19089,2.0
eig@gamma-poisson,5,9,4.19061,2.5
eig@gamma-poisson,5,10,11.4522,2.5
eig@gamma-poisson,5,11,6.4809,2.5
eig@gamma-poisson,5,12,5.3922799999999995,2.5
eig@gamma-poisson,5,13,4.345870000000001,2.0
eig@gamma-poisson,5,14,1.85391,2.5
eig@gamma-poisson,5,15,26.227,3.0
eig@gamma-poisson,5,16,6.7463999999999995,2.5
eig@gamma-poisson,5,17,2.38376,2.5
eig@gamma-poisson,5,18,2.92064,2.0
eig@gamma-poisson,5,19,7.28596,2.5
eig@gamma-poisson,5,20,24.9058,3.0
eig@gamma-poisson,5,21,2.36286,2.5
eig@gamma-poisson,5,22,2.05009,2.5
eig@gamma-poisson,5,23,2.22616,2.0
eig@gamma-poisson,5,24,29.241100000000003,3.0
eig@gamma-poisson,5,25,40.917300000000004,3.0
eig@gamma-poisson,5,26,3.3101,2.5
eig@gamma-poisson,5,27,1.55376,2.5
eig@gamma-poisson,5,28,32.4027,2.5
eig@gamma-poisson,5,29,1.34677,2.5
eig@gamma-poisson,5,30,40.3706,3.0
eig@gamma-poisson,5,31,3.3101,2.5
eig@gamma-poisson,5,32,1.30062,2.5
eig@gamma-poisson,5,33,2.36196,2.0
eig@gamma-poisson,5,34,8.116389999999999,2.5
eig@gamma-poisson,5,35,7.10019,2.5
eig@gamma-poisson,5,36,44.8518,3.0
eig@gamma-poisson,5,37,2.32211,2.5
eig@gamma-poisson,5,38,1.2693200000000002,2.0
eig@gamma-poisson,5,39,11.1961,2.5
eig@gamma-poisson,5,40,32.9417,3.0
eig@gamma-poisson,5,41,14.964699999999999,3.0
eig@gamma-poisson,5,42,3.95732,2.5
eig@gamma-poisson,5,43,1.2022700000000002,2.0
eig@gamma-poisson,5,44,10.0625,2.5
eig@gamma-poisson,5,45,3.94342,2.5
eig@gamma-poisson,5,46,1.73726,2.5
eig@gamma-poisson,5,47,11.0428,2.5
eig@lognormal-poisson,5,0,10.6847,2.5
eig@lognormal-poisson,5,1,2.14392,2.5
eig@lognormal-poisson,5,2,30.8604,3.0
eig@lognormal-poisson,5,3,1.37534,1.0
eig@lognormal-poisson,5,4,2.0430099999999998,2.5
eig@lognormal-poisson,5,5,4.1920399999999995,2.5
eig@lognormal-poisson,5,6,1.3583900000000002,2.5
eig@lognormal-poisson,5,7,10.8552,3.0
eig@lognormal-poisson,5,8,2.19089,1.5
eig@lognormal-poisson,5,9,4.19061,2.5
eig@lognormal-poisson,5,10,11.4522,2.5
eig@lognormal-poisson,5,11,6.4809,3.0
eig@lognormal-poisson,5,12,5.3922799999999995,3.0
eig@lognormal-poisson,5,13,4.345870000000001,2.0
eig@lognormal-poisson,5,14,1.85391,2.5
eig@lognormal-poisson,5,15,26.227,3.0
eig@lognormal-poisson,5,16,6.7463999999999995,3.0
eig@lognormal-poisson,5,17,2.38376,2.0
eig@lognormal-poisson,5,18,2.92064,1.5
eig@lognormal-poisson,5,19,7.28596,3.0
eig@lognormal-poisson,5,20,24.9058,3.0
eig@lognormal-poisson,5,21,2.36286,2.5
eig@lognormal-poisson,5,22,2.05009,2.5
eig@lognormal-poisson,5,23,2.22616,1.5
eig@lognormal-poisson,5,24,29.241100000000003,3.0
eig@lognormal-poisson,5,25,40.917300000000004,3.0
eig@lognormal-poisson,5,26,3.3101,2.5
eig@lognormal-poisson,5,27,1.55376,2.5
eig@lognormal-poisson,5,28,32.4027,3.0
eig@lognormal-poisson,5,29,1.34677,2.0
eig@lognormal-poisson,5,30,40.3706,3.0
eig@lognormal-poisson,5,31,3.3101,2.5
eig@lognormal-poisson,5,32,1.30062,1.5
eig@lognormal-poisson,5,33,2.36196,1.0
eig@lognormal-poisson,5,34,8.116389999999999,3.0
eig@lognormal-poisson,5,35,7.10019,2.5
eig@lognormal-poisson,5,36,44.8518,3.0
eig@lognormal-poisson,5,37,2.32211,2.5
eig@lognormal-poisson,5,38,1.2693200000000002,2.5
eig@lognormal-poisson,5,39,11.1961,3.0
eig@lognormal-poisson,5,40,32.9417,3.0
eig@lognormal-poisson,5,41,14.964699999999999,3.0
eig@lognormal-poisson,5,42,3.95732,2.5
eig@lognormal-poisson,5,43,1.2022700000000002,1.5
eig@lognormal-poisson,5,44,10.0625,3.0
eig@lognormal-poisson,5,45,3.94342,2.5
eig@lognormal-poisson,5,46,1.73726,2.5
eig@lognormal-poisson,5,47,11.0428,3.0
eig,6,0,9.62052,3.0
eig,6,1,12.5731,3.0
eig,6,2,2.05009,1.5
eig,6,3,1.50935,1.5
eig,6,4,23.8421,3.5
eig,6,5,4.1920399999999995,3.0
eig,6,6,4.09145,2.5
eig,6,7,10.5161,3.0
eig,6,8,1.88812,1.0
eig,6,9,18.453599999999998,3.0
eig,6,10,4.45998,3.0
eig,6,11,9.168339999999999,3.0
eig,6,12,2.4007300000000003,2.5
eig,6,13,1.7639799999999999,1.0
eig,6,14,5.664409999999999,3.0
eig,6,15,28.0429,3.0
eig,6,16,1.50119,2.0
eig,6,17,1.9059300000000001,2.5
eig,6,18,2.54528,1.5
eig,6,19,8.04879,3.0
eig,6,20,8.630279999999999,3.0
eig,6,21,1.50119,2.0
eig,6,22,1.1054,1.5
eig,6,23,1.4596,1.0
eig,6,24,3.6438400000000004,2.5
eig,6,25,3.3493999999999997,3.0
eig,6,26,3.3101,3.0
eig,6,27,6.52018,3.0
eig,6,28,5.321960000000001,2.5
eig,6,29,3.8450100000000003,2.5
eig,6,30,24.154400000000003,3.0
eig,6,31,4.2338499999999994,3.0
eig,6,32,3.9847099999999998,3.0
eig,6,33,1.67847,1.0
eig,6,34,4.99226,3.0
eig,6,35,6.93208,3.0
eig,6,36,1.3399500000000002,2.5
eig,6,37,8.32888,3.0
eig,6,38,2.9702699999999997,1.5
eig,6,39,2.22128,2.5
eig,6,40,3.56314,3.0
eig,6,41,3.7985599999999997,2.5
eig,6,42,1.81945,2.0
eig,6,43,5.70293,3.0
eig,6,44,1.5226799999999998,2.5
eig,6,45,13.909,3.0
eig,6,46,2.45243,3.0
eig,6,47,1.55376,2.0
epig,6,0,9.62052,3.0
epig,6,1,12.5731,3.0
epig,6,2,2.05009,1.5
epig,6,3,1.50935,1.5
epig,6,4,23.8421,3.5
epig,6,5,4.1920399999999995,3.0
epig,6,6,4.09145,2.5
epig,6,7,10.5161,3.0
epig,6,8,1.88812,1.0
epig,6,9,18.453599999999998,3.5
epig,6,10,4.45998,3.0
epig,6,11,9.168339999999999,3.0
epig,6,12,2.4007300000000003,2.5
epig,6,13,1.7639799999999999,1.0
epig,6,14,5.664409999999999,3.0
epig,6,15,28.0429,3.0
epig,6,16,1.50119,2.0
epig,6,17,1.9059300000000001,2.5
epig,6,18,2.54528,1.5
epig,6,19,8.04879,3.0
epig,6,20,8.630279999999999,3.0
epig,6,21,1.50119,2.0
epig,6,22,1.1054,1.5
epig,6,23,1.4596,1.0
epig,6,24,3.6438400000000004,2.5
epig,6,25,3.3493999999999997,3.0
epig,6,26,3.3101,3.0
epig,6,27,6.52018,3.0
epig,6,28,5.321960000000001,2.0
epig,6,29,3.8450100000000003,2.5
epig,6,30,24.154400000000003,3.0
epig,6,31,4.2338499999999994,3.0
epig,6,32,3.9847099999999998,3.0
epig,6,33,1.67847,1.0
epig,6,34,4.99226,3.0
epig,6,35,6.93208,3.0
epig,6,36,1.3399500000000002,2.5
epig,6,37,8.32888,3.0
epig,6,38,2.9702699999999997,1.5
epig,6,39,2.22128,2.5
epig,6,40,3.56314,3.0
epig,6,41,3.7985599999999997,2.5
epig,6,42,1.81945,2.0
epig,6,43,5.70293,3.0
epig,6,44,1.5226799999999998,2.5
epig,6,45,13.909,3.0
epig,6,46,2.45243,3.0
epig,6,47,1.55376,2.0
maxent,6,0,9.62052,0.5
maxent,6,1,12.5731,0.0
maxent,6,2,2.05009,0.0
maxent,6,3,1.50935,0.0
maxent,6,4,23.8421,0.0
maxent,6,5,4.1920399999999995,0.5
maxent,6,6,4.09145,0.0
maxent,6,7,10.5161,0.0
maxent,6,8,1.88812,0.0
maxent,6,9,18.453599999999998,0.0
maxent,6,10,4.45998,0.5
maxent,6,11,9.168339999999999,0.0
maxent,6,12,2.4007300000000003,0.0
maxent,6,13,1.7639799999999999,0.0
maxent,6,14,5.664409999999999,0.0
maxent,6,15,28.0429,114.5
maxent,6,16,1.50119,0.0
maxent,6,17,1.9059300000000001,0.0
maxent,6,18,2.54528,0.0
maxent,6,19,8.04879,0.0
maxent,6,20,8.630279999999999,0.5
maxent,6,21,1.50119,0.0
maxent,6,22,1.1054,0.0
maxent,6,23,1.4596,0.0
maxent,6,24,3.6438400000000004,0.0
maxent,6,25,3.3493999999999997,0.5
maxent,6,26,3.3101,0.0
maxent,6,27,6.52018,0.0
maxent,6,28,5.321960000000001,0.0
maxent,6,29,3.8450100000000003,0.0
maxent,6,30,24.154400000000003,1.5
maxent,6,31,4.2338499999999994,0.0
maxent,6,32,3.9847099999999998,0.0
maxent,6,33,1.67847,0.0
maxent,6,34,4.99226,0.0
maxent,6,35,6.93208,0.5
maxent,6,36,1.3399500000000002,0.0
maxent,6,37,8.32888,0.0
maxent,6,38,2.9702699999999997,0.0
maxent,6,39,2.22128,0.0
maxent,6,40,3.56314,0.5
maxent,6,41,3.7985599999999997,0.0
maxent,6,42,1.81945,0.0
maxent,6,43,5.70293,0.0
maxent,6,44,1.5226799999999998,0.0
maxent,6,45,13.909,0.5
maxent,6,46,2.45243,0.0
maxent,6,47,1.55376,0.0
d-optimality,6,0,9.62052,3.0
d-optimality,6,1,12.5731,3.0
d-optimality,6,2,2.05009,1.5
d-optimality,6,3,1.50935,2.0
d-optimality,6,4,23.8421,3.0
d-optimality,6,5,4.1920399999999995,3.0
d-optimality,6,6,4.09145,2.5
d-optimality,6,7,10.5161,3.0
d-optimality,6,8,1.88812,1.0
d-optimality,6,9,18.453599999999998,3.0
d-optimality,6,10,4.45998,3.0
d-optimality,6,11,9.168339999999999,3.0
d-optimality,6,12,2.4007300000000003,2.5
d-optimality,6,13,1.7639799999999999,1.0
d-optimality,6,14,5.664409999999999,3.0
d-optimality,6,15,28.0429,3.0
d-optimality,6,16,1.50119,2.0
d-optimality,6,17,1.9059300000000001,2.5
d-optimality,6,18,2.54528,2.0
d-optimality,6,19,8.04879,3.0
d-optimality,6,20,8.630279999999999,3.0
d-optimality,6,21,1.50119,2.0
d-optimality,6,22,1.1054,1.5
d-optimality,6,23,1.4596,1.5
d-optimality,6,24,3.6438400000000004,2.5
d-optimality,6,25,3.3493999999999997,3.0
d-optimality,6,26,3.3101,3.0
d-optimality,6,27,6.52018,3.0
d-optimality,6,28,5.321960000000001,2.0
d-optimality,6,29,3.8450100000000003,2.5
d-optimality,6,30,24.154400000000003,3.0
d-optimality,6,31,4.2338499999999994,3.0
d-optimality,6,32,3.9847099999999998,2.5
d-optimality,6,33,1.67847,1.0
d-optimality,6,34,4.99226,3.0
d-optimality,6,35,6.93208,3.0
d-optimality,6,36,1.3399500000000002,2.5
d-optimality,6,37,8.32888,3.0
d-optimality,6,38,2.9702699999999997,1.5
d-optimality,6,39,2.22128,2.5
d-optimality,6,40,3.56314,3.0
d-optimality,6,41,3.7985599999999997,2.5
d-optimality,6,42,1.81945,2.0
d-optimality,6,43,5.70293,3.0
d-optimality,6,44,1.5226799999999998,2.5
d-optimality,6,45,13.909,3.0
d-optimality,6,46,2.45243,3.0
d-optimality,6,47,1.55376,2.0
neyman,6,0,9.62052,3.5
neyman,6,1,12.5731,3.5
neyman,6,2,2.05009,1.5
neyman,6,3,1.50935,2.0
neyman,6,4,23.8421,5.5
neyman,6,5,4.1920399999999995,2.5
neyman,6,6,4.09145,2.0
neyman,6,7,10.5161,3.0
neyman,6,8,1.88812,1.5
neyman,6,9,18.453599999999998,5.0
neyman,6,10,4.45998,2.0
neyman,6,11,9.168339999999999,3.5
neyman,6,12,2.4007300000000003,2.0
neyman,6,13,1.7639799999999999,1.5
neyman,6,14,5.664409999999999,2.5
neyman,6,15,28.0429,6.0
neyman,6,16,1.50119,1.5
neyman,6,17,1.9059300000000001,2.0
neyman,6,18,2.54528,2.0
neyman,6,19,8.04879,3.0
neyman,6,20,8.630279999999999,3.5
neyman,6,21,1.50119,1.5
neyman,6,22,1.1054,1.5
neyman,6,23,1.4596,1.5
neyman,6,24,3.6438400000000004,2.0
neyman,6,25,3.3493999999999997,2.5
neyman,6,26,3.3101,2.5
neyman,6,27,6.52018,2.0
neyman,6,28,5.321960000000001,2.0
neyman,6,29,3.8450100000000003,2.0
neyman,6,30,24.154400000000003,5.0
neyman,6,31,4.2338499999999994,2.5
neyman,6,32,3.9847099999999998,2.0
neyman,6,33,1.67847,1.5
neyman,6,34,4.99226,2.0
neyman,6,35,6.93208,2.5
neyman,6,36,1.3399500000000002,2.0
neyman,6,37,8.32888,3.0
neyman,6,38,2.9702699999999997,2.0
neyman,6,39,2.22128,2.0
neyman,6,40,3.56314,2.0
neyman,6,41,3.7985599999999997,2.0
neyman,6,42,1.81945,1.5
neyman,6,43,5.70293,2.5
neyman,6,44,1.5226799999999998,2.0
neyman,6,45,13.909,4.5
neyman,6,46,2.45243,2.0
neyman,6,47,1.55376,2.0
predictive-variance,6,0,9.62052,25.0
predictive-variance,6,1,12.5731,1.0
predictive-variance,6,2,2.05009,0.5
predictive-variance,6,3,1.50935,0.0
predictive-variance,6,4,23.8421,0.5
predictive-variance,6,5,4.1920399999999995,25.0
predictive-variance,6,6,4.09145,0.5
predictive-variance,6,7,10.5161,0.5
predictive-variance,6,8,1.88812,0.0
predictive-variance,6,9,18.453599999999998,0.5
predictive-variance,6,10,4.45998,25.0
predictive-variance,6,11,9.168339999999999,0.5
predictive-variance,6,12,2.4007300000000003,0.5
predictive-variance,6,13,1.7639799999999999,0.0
predictive-variance,6,14,5.664409999999999,0.5
predictive-variance,6,15,28.0429,25.0
predictive-variance,6,16,1.50119,0.5
predictive-variance,6,17,1.9059300000000001,0.5
predictive-variance,6,18,2.54528,0.0
predictive-variance,6,19,8.04879,0.5
predictive-variance,6,20,8.630279999999999,1.0
predictive-variance,6,21,1.50119,0.5
predictive-variance,6,22,1.1054,0.5
predictive-variance,6,23,1.4596,0.0
predictive-variance,6,24,3.6438400000000004,0.5
predictive-variance,6,25,3.3493999999999997,0.5
predictive-variance,6,26,3.3101,0.5
predictive-variance,6,27,6.52018,0.5
predictive-variance,6,28,5.321960000000001,0.0
predictive-variance,6,29,3.8450100000000003,0.5
predictive-variance,6,30,24.154400000000003,1.5
predictive-variance,6,31,4.2338499999999994,0.5
predictive-variance,6,32,3.9847099999999998,0.5
predictive-variance,6,33,1.67847,0.0
predictive-variance,6,34,4.99226,0.5
predictive-variance,6,35,6.93208,0.5
predictive-variance,6,36,1.3399500000000002,0.5
predictive-variance,6,37,8.32888,0.5
predictive-variance,6,38,2.9702699999999997,0.0
predictive-variance,6,39,2.22128,0.5
predictive-variance,6,40,3.56314,0.5
predictive-variance,6,41,3.7985599999999997,0.5
predictive-variance,6,42,1.81945,0.5
predictive-variance,6,43,5.70293,0.0
predictive-variance,6,44,1.5226799999999998,0.5
predictive-variance,6,45,13.909,1.0
predictive-variance,6,46,2.45243,0.5
predictive-variance,6,47,1.55376,0.5
epistemic,6,0,9.62052,25.0
epistemic,6,1,12.5731,1.0
epistemic,6,2,2.05009,0.5
epistemic,6,3,1.50935,0.0
epistemic,6,4,23.8421,0.5
epistemic,6,5,4.1920399999999995,25.0
epistemic,6,6,4.09145,0.5
epistemic,6,7,10.5161,0.5
epistemic,6,8,1.88812,0.0
epistemic,6,9,18.453599999999998,0.5
epistemic,6,10,4.45998,25.0
epistemic,6,11,9.168339999999999,0.5
epistemic,6,12,2.4007300000000003,0.5
epistemic,6,13,1.7639799999999999,0.0
epistemic,6,14,5.664409999999999,0.5
epistemic,6,15,28.0429,25.0
epistemic,6,16,1.50119,0.5
epistemic,6,17,1.9059300000000001,0.5
epistemic,6,18,2.54528,0.0
epistemic,6,19,8.04879,0.5
epistemic,6,20,8.630279999999999,1.0
epistemic,6,21,1.50119,0.5
epistemic,6,22,1.1054,0.5
epistemic,6,23,1.4596,0.0
epistemic,6,24,3.6438400000000004,0.5
epistemic,6,25,3.3493999999999997,0.5
epistemic,6,26,3.3101,0.5
epistemic,6,27,6.52018,0.5
epistemic,6,28,5.321960000000001,0.0
epistemic,6,29,3.8450100000000003,0.5
epistemic,6,30,24.154400000000003,1.5
epistemic,6,31,4.2338499999999994,0.5
epistemic,6,32,3.9847099999999998,0.5
epistemic,6,33,1.67847,0.0
epistemic,6,34,4.99226,0.5
epistemic,6,35,6.93208,0.5
epistemic,6,36,1.3399500000000002,0.5
epistemic,6,37,8.32888,0.5
epistemic,6,38,2.9702699999999997,0.0
epistemic,6,39,2.22128,0.5
epistemic,6,40,3.56314,0.5
epistemic,6,41,3.7985599999999997,0.5
epistemic,6,42,1.81945,0.5
epistemic,6,43,5.70293,0.0
epistemic,6,44,1.5226799999999998,0.5
epistemic,6,45,13.909,1.0
epistemic,6,46,2.45243,0.5
epistemic,6,47,1.55376,0.5
thompson,6,0,9.62052,0.5
thompson,6,1,12.5731,1.0
thompson,6,2,2.05009,0.5
thompson,6,3,1.50935,0.0
thompson,6,4,23.8421,0.5
thompson,6,5,4.1920399999999995,25.0
thompson,6,6,4.09145,0.5
thompson,6,7,10.5161,0.5
thompson,6,8,1.88812,0.0
thompson,6,9,18.453599999999998,25.0
thompson,6,10,4.45998,0.5
thompson,6,11,9.168339999999999,0.5
thompson,6,12,2.4007300000000003,0.5
thompson,6,13,1.7639799999999999,0.0
thompson,6,14,5.664409999999999,0.5
thompson,6,15,28.0429,5.0
thompson,6,16,1.50119,0.5
thompson,6,17,1.9059300000000001,0.5
thompson,6,18,2.54528,0.0
thompson,6,19,8.04879,0.0
thompson,6,20,8.630279999999999,0.5
thompson,6,21,1.50119,0.0
thompson,6,22,1.1054,0.5
thompson,6,23,1.4596,0.0
thompson,6,24,3.6438400000000004,0.5
thompson,6,25,3.3493999999999997,0.5
thompson,6,26,3.3101,0.0
thompson,6,27,6.52018,0.0
thompson,6,28,5.321960000000001,0.5
thompson,6,29,3.8450100000000003,0.5
thompson,6,30,24.154400000000003,0.5
thompson,6,31,4.2338499999999994,0.5
thompson,6,32,3.9847099999999998,1.0
thompson,6,33,1.67847,0.0
thompson,6,34,4.99226,0.0
thompson,6,35,6.93208,0.5
thompson,6,36,1.3399500000000002,0.0
thompson,6,37,8.32888,0.0
thompson,6,38,2.9702699999999997,0.0
thompson,6,39,2.22128,0.5
thompson,6,40,3.56314,0.5
thompson,6,41,3.7985599999999997,0.5
thompson,6,42,1.81945,25.0
thompson,6,43,5.70293,0.0
thompson,6,44,1.5226799999999998,0.5
thompson,6,45,13.909,25.0
thompson,6,46,2.45243,0.5
thompson,6,47,1.55376,0.5
uniform,6,0,9.62052,5.0
uniform,6,1,12.5731,5.0
uniform,6,2,2.05009,5.0
uniform,6,3,1.50935,5.0
uniform,6,4,23.8421,5.0
uniform,6,5,4.1920399999999995,5.0
uniform,6,6,4.09145,5.0
uniform,6,7,10.5161,5.0
uniform,6,8,1.88812,5.0
uniform,6,9,18.453599999999998,5.0
uniform,6,10,4.45998,5.0
uniform,6,11,9.168339999999999,5.0
uniform,6,12,2.4007300000000003,5.0
uniform,6,13,1.7639799999999999,5.0
uniform,6,14,5.664409999999999,5.0
uniform,6,15,28.0429,5.0
uniform,6,16,1.50119,5.0
uniform,6,17,1.9059300000000001,5.0
uniform,6,18,2.54528,5.0
uniform,6,19,8.04879,5.0
uniform,6,20,8.630279999999999,5.0
uniform,6,21,1.50119,5.0
uniform,6,22,1.1054,5.0
uniform,6,23,1.4596,5.0
uniform,6,24,3.6438400000000004,0.0
uniform,6,25,3.3493999999999997,0.0
uniform,6,26,3.3101,0.0
uniform,6,27,6.52018,0.0
uniform,6,28,5.321960000000001,0.0
uniform,6,29,3.8450100000000003,0.0
uniform,6,30,24.154400000000003,0.0
uniform,6,31,4.2338499999999994,0.0
uniform,6,32,3.9847099999999998,0.0
uniform,6,33,1.67847,0.0
uniform,6,34,4.99226,0.0
uniform,6,35,6.93208,0.0
uniform,6,36,1.3399500000000002,0.0
uniform,6,37,8.32888,0.0
uniform,6,38,2.9702699999999997,0.0
uniform,6,39,2.22128,0.0
uniform,6,40,3.56314,0.0
uniform,6,41,3.7985599999999997,0.0
uniform,6,42,1.81945,0.0
uniform,6,43,5.70293,0.0
uniform,6,44,1.5226799999999998,0.0
uniform,6,45,13.909,0.0
uniform,6,46,2.45243,0.0
uniform,6,47,1.55376,0.0
random,6,0,9.62052,0.0
random,6,1,12.5731,0.0
random,6,2,2.05009,0.0
random,6,3,1.50935,0.5
random,6,4,23.8421,0.0
random,6,5,4.1920399999999995,0.0
random,6,6,4.09145,25.5
random,6,7,10.5161,1.0
random,6,8,1.88812,3.0
random,6,9,18.453599999999998,0.0
random,6,10,4.45998,0.0
random,6,11,9.168339999999999,0.0
random,6,12,2.4007300000000003,0.0
random,6,13,1.7639799999999999,0.0
random,6,14,5.664409999999999,5.0
random,6,15,28.0429,5.0
random,6,16,1.50119,0.0
random,6,17,1.9059300000000001,0.0
random,6,18,2.54528,0.0
random,6,19,8.04879,0.0
random,6,20,8.630279999999999,0.0
random,6,21,1.50119,0.0
random,6,22,1.1054,25.0
random,6,23,1.4596,0.0
random,6,24,3.6438400000000004,0.0
random,6,25,3.3493999999999997,0.0
random,6,26,3.3101,1.0
random,6,27,6.52018,0.0
random,6,28,5.321960000000001,2.5
random,6,29,3.8450100000000003,0.0
random,6,30,24.154400000000003,0.5
random,6,31,4.2338499999999994,0.0
random,6,32,3.9847099999999998,25.0
random,6,33,1.67847,0.5
random,6,34,4.99226,0.0
random,6,35,6.93208,0.0
random,6,36,1.3399500000000002,0.0
random,6,37,8.32888,0.0
random,6,38,2.9702699999999997,0.0
random,6,39,2.22128,25.0
random,6,40,3.56314,0.0
random,6,41,3.7985599999999997,0.0
random,6,42,1.81945,0.5
random,6,43,5.70293,0.0
random,6,44,1.5226799999999998,0.0
random,6,45,13.909,0.0
random,6,46,2.45243,0.0
random,6,47,1.55376,0.0
eig@gamma-poisson,6,0,9.62052,3.0
eig@gamma-poisson,6,1,12.5731,3.0
eig@gamma-poisson,6,2,2.05009,2.5
eig@gamma-poisson,6,3,1.50935,2.0
eig@gamma-poisson,6,4,23.8421,3.0
eig@gamma-poisson,6,5,4.1920399999999995,2.5
eig@gamma-poisson,6,6,4.09145,2.5
eig@gamma-poisson,6,7,10.5161,2.5
eig@gamma-poisson,6,8,1.88812,2.0
eig@gamma-poisson,6,9,18.453599999999998,3.0
eig@gamma-poisson,6,10,4.45998,2.5
eig@gamma-poisson,6,11,9.168339999999999,3.0
eig@gamma-poisson,6,12,2.4007300000000003,2.5
eig@gamma-poisson,6,13,1.7639799999999999,2.0
eig@gamma-poisson,6,14,5.664409999999999,2.5
eig@gamma-poisson,6,15,28.0429,3.0
eig@gamma-poisson,6,16,1.50119,2.5
eig@gamma-poisson,6,17,1.9059300000000001,2.5
eig@gamma-poisson,6,18,2.54528,2.0
eig@gamma-poisson,6,19,8.04879,2.5
eig@gamma-poisson,6,20,8.630279999999999,3.0
eig@gamma-poisson,6,21,1.50119,2.5
eig@gamma-poisson,6,22,1.1054,2.5
eig@gamma-poisson,6,23,1.4596,2.0
eig@gamma-poisson,6,24,3.6438400000000004,2.5
eig@gamma-poisson,6,25,3.3493999999999997,2.5
eig@gamma-poisson,6,26,3.3101,2.5
eig@gamma-poisson,6,27,6.52018,2.5
eig@gamma-poisson,6,28,5.321960000000001,2.0
eig@gamma-poisson,6,29,3.8450100000000003,2.5
eig@gamma-poisson,6,30,24.154400000000003,3.0
eig@gamma-poisson,6,31,4.2338499999999994,2.5
eig@gamma-poisson,6,32,3.9847099999999998,2.5
eig@gamma-poisson,6,33,1.67847,2.0
eig@gamma-poisson,6,34,4.99226,2.5
eig@gamma-poisson,6,35,6.93208,2.5
eig@gamma-poisson,6,36,1.3399500000000002,2.5
eig@gamma-poisson,6,37,8.32888,2.5
eig@gamma-poisson,6,38,2.9702699999999997,2.0
eig@gamma-poisson,6,39,2.22128,2.5
eig@gamma-poisson,6,40,3.56314,2.5
eig@gamma-poisson,6,41,3.7985599999999997,2.5
eig@gamma-poisson,6,42,1.81945,2.5
eig@gamma-poisson,6,43,5.70293,2.0
eig@gamma-poisson,6,44,1.5226799999999998,2.5
eig@gamma-poisson,6,45,13.909,3.0
eig@gamma-poisson,6,46,2.45243,2.5
eig@gamma-poisson,6,47,1.55376,2.5
eig@lognormal-poisson,6,0,9.62052,3.0
eig@lognormal-poisson,6,1,12.5731,3.0
eig@lognormal-poisson,6,2,2.05009,2.0
eig@lognormal-poisson,6,3,1.50935,2.0
eig@lognormal-poisson,6,4,23.8421,3.0
eig@lognormal-poisson,6,5,4.1920399999999995,2.5
eig@lognormal-poisson,6,6,4.09145,2.5
eig@lognormal-poisson,6,7,10.5161,3.0
eig@lognormal-poisson,6,8,1.88812,1.5
eig@lognormal-poisson,6,9,18.453599999999998,3.0
eig@lognormal-poisson,6,10,4.45998,2.5
eig@lognormal-poisson,6,11,9.168339999999999,3.0
eig@lognormal-poisson,6,12,2.4007300000000003,2.5
eig@lognormal-poisson,6,13,1.7639799999999999,1.5
eig@lognormal-poisson,6,14,5.664409999999999,3.0
eig@lognormal-poisson,6,15,28.0429,3.0
eig@lognormal-poisson,6,16,1.50119,2.0
